PheCode	Phenotype	Variance	Maximum Difference
230.0	Kaposi's sarcoma	0.0	0.02
202.2	Non-Hodgkins lymphoma	0.01	0.28
195.1	Malignant neoplasm, other	0.76	2.5300000000000002
348.8	Encephalopathy, not elsewhere classified	0.0	0.11
504.0	Other alveolar and parietoalveolar pneumonopathy	0.0	0.15
798.0	Malaise and fatigue	0.09	0.83
260.1	Cachexia	0.0	0.02
577.1	Acute pancreatitis	0.01	0.26
79.2	Infectious mononucleosis	0.0	0.03
110.1	Dermatophytosis	0.0	0.04
110.11	Dermatophytosis of nail	0.0	0.08
110.12	Althete's foot	0.0	0.07
110.13	Dermatophytosis of the body	0.0	0.02
110.2	Dermatomycoses	0.0	0.0
112.3	Candidiasis of skin and nails	0.0	0.03
420.3	Endocarditis	0.0	0.18000000000000002
117.2	Coccidioidomycosis	0.0	0.0
117.1	Histoplasmosis	0.0	0.0
117.3	Blastomycotic infection	0.0	0.0
117.0	Mycoses	0.0	0.05
117.4	Aspergillosis	0.0	0.05
580.2	Nephrotic syndrome without mention of glomerulonephritis	0.03	0.49000000000000005
480.0	Pneumonia	0.12	0.9200000000000002
134.0	Helminthiases	0.0	0.05
134.1	Intestinal helminthiases	0.0	0.1
132.1	Pediculosis and phthirus infestation	0.0	0.03
132.0	Infestation (lice, mites)	0.0	0.02
41.4	E. coli	0.02	0.30999999999999994
145.1	Cancer of lip	0.0	0.02
145.2	Cancer of tongue	0.0	0.09
145.4	Cancer of the gums	0.0	0.03
145.5	Cancer of the mouth floor	0.0	0.02
145.0	Cancer of mouth	0.0	0.08
149.0	Cancer of larynx, pharynx, nasal cavities	0.0	0.02
145.3	Cancer of major salivary glands	0.0	0.04
149.1	Cancer of oropharynx	0.0	0.1
149.2	Cancer of nasopharynx	0.01	0.26
149.3	Cancer of hypopharynx	0.0	0.02
150.0	Cancer of esophagus	0.01	0.18
151.0	Cancer of stomach	0.0	0.12
159.2	Malignant neoplasm of small intestine, including duodenum	0.0	0.06
153.2	Colon cancer	0.04	0.51
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.03	0.45
153.0	Colorectal cancer	0.0	0.01
155.0	Cancer of liver and intrahepatic bile duct	0.0	0.16
155.1	Malignant neoplasm of liver, primary	0.01	0.2
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	0.0	0.09
157.0	Pancreatic cancer	0.0	0.10999999999999999
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	0.06	0.7400000000000001
149.9	Cancer of of nasal cavities	0.0	0.02
149.4	Cancer of larynx	0.0	0.07
165.1	Cancer of bronchus; lung	0.06	0.61
164.0	Cancer of intrathoracic organs	0.0	0.04
165.0	Cancer within the respiratory system	0.02	0.38
170.1	Bone cancer	0.0	0.08
172.11	Melanomas of skin	0.09	0.8
172.2	Other non-epithelial cancer of skin	1.55	3.22
159.4	Malignant neoplasm of retroperitoneum and peritoneum	0.0	0.06
170.2	Cancer of connective tissue	0.0	0.11
174.11	Malignant neoplasm of female breast	0.39	1.54
184.2	Cancer of other female genital organs, excluding uterus and ovary	0.0	0.1
184.1	Malignant neoplasm of ovary and other uterine adnexa	0.0	0.03
180.1	Cervical cancer	0.0	0.1
182.0	Malignant neoplasm of uterus	0.01	0.20999999999999996
184.11	Malignant neoplasm of ovary	0.01	0.22000000000000003
187.1	Malignant neoplasm of unspecified male genital organ	0.0	0.13
185.0	Cancer of prostate	0.49	1.94
187.2	Malignant neoplasm of testis	0.0	0.1
189.11	Malignant neoplasm of kidney, except pelvis	0.01	0.19999999999999998
189.12	Malignant neoplasm of renal pelvis	0.0	0.03
189.4	Malignant neoplasm of other urinary organs	0.0	0.12000000000000001
189.21	Malignant neoplasm of bladder	0.05	0.55
190.0	Cancer of eye	0.0	0.05
191.1	Cancer of brain and nervous system	0.0	0.13
191.11	Cancer of brain	0.0	0.11
193.0	Thyroid cancer	0.0	0.09
194.0	Cancer of other endocrine glands	0.0	0.1
198.1	Secondary malignancy of lymph nodes	0.13	1.02
198.0	Secondary malignant neoplasm	0.01	0.22999999999999998
198.2	Secondary malignancy of respiratory organs	0.03	0.49999999999999994
198.3	Secondary malignant neoplasm of digestive systems	0.02	0.29999999999999993
198.4	Secondary malignant neoplasm of liver	0.06	0.6
198.7	Secondary malignant neoplasm of skin	0.0	0.07
198.5	Secondary malignancy of brain/spine	0.01	0.3
198.6	Secondary malignancy of bone	0.04	0.42000000000000004
201.0	Hodgkin's disease	0.0	0.09
202.21	Nodular lymphoma	0.0	0.11
202.23	Lymphosarcoma	0.0	0.02
202.24	Large cell lymphoma	0.0	0.16
204.4	Multiple myeloma	0.01	0.3
270.35	Macroglobulinemia	0.0	0.05
200.0	Myeloproliferative disease	0.02	0.44
204.0	Leukemia	0.0	0.14
204.1	Lymphoid leukemia	0.0	0.03
204.11	Lymphoid leukemia, acute	0.0	0.03
204.12	Lymphoid leukemia, chronic	0.0	0.16
204.2	Myeloid leukemia	0.0	0.01
204.21	Myeloid leukemia, acute	0.0	0.1
204.22	Myeloid leukemia, chronic	0.0	0.05
204.3	Monocytic leukemia	0.0	0.01
202.0	Cancer of other lymphoid, histiocytic tissue	0.01	0.30000000000000004
277.0	Other disorders of metabolism	0.01	0.21999999999999997
172.3	Carcinoma in situ of skin	0.01	0.22
174.1	Breast cancer [female]	0.02	0.35
195.0	Cancer, suspected or other	0.01	0.27999999999999997
187.0	Cancer of other male genital organs	0.0	0.06
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.15	0.9400000000000002
189.2	Cancer of bladder	0.01	0.23
189.0	Cancer of urinary organs (incl. kidney and bladder)	0.04	0.45999999999999996
210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.0	0.18000000000000002
208.0	Benign neoplasm of colon	0.49	2.01
211.0	Benign neoplasm of other parts of digestive system	0.13	0.81
229.0	Benign neoplasm of unspecified sites	0.02	0.42
212.0	Benign neoplasm of respiratory and intrathoracic organs	0.0	0.19000000000000003
213.0	Benign neoplasm of bone and articular cartilage	0.0	0.15
214.0	Lipoma	0.02	0.38
214.1	Lipoma of skin and subcutaneous tissue	0.2	1.23
228.0	Hemangioma and lymphangioma, any site	0.0	0.18
215.0	Other benign neoplasm of connective and other soft tissue	0.01	0.2
199.0	Neoplasm of uncertain behavior	0.01	0.18999999999999997
216.0	Benign neoplasm of skin	0.26	1.4
610.4	Benign neoplasm of breast	0.02	0.31999999999999995
218.1	Uterine leiomyoma	9.52	8.370000000000001
218.2	Other benign neoplasm of uterus	0.01	0.27
221.0	Benign neoplasm of other female genital organs	0.0	0.07
222.0	Benign neoplasm of male genital organs	0.0	0.05
223.0	Benign neoplasm of kidney and other urinary organs	0.0	0.09
224.0	Benign neoplasm of eye	0.0	0.02
224.1	Benign neoplasm of eye, uveal	0.0	0.02
225.1	Benign neoplasm of brain, cranial nerves, meninges	0.0	0.2
225.2	Benign neoplasm of spinal cord, meninges	0.0	0.02
225.0	Benign neoplasm of brain and other parts of nervous system	0.0	0.0
226.0	Benign neoplasm of thyroid glands	0.0	0.09
227.1	Benign neoplasm of adrenal gland	0.0	0.11
227.2	Benign neoplasm of parathyroid gland	0.0	0.15
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	0.01	0.27999999999999997
227.0	Benign neoplasm of other endocrine glands and related structures	0.0	0.0
229.1	Benign neoplasm of lymph nodes	0.0	0.03
158.0	Neoplasm of unspecified nature of digestive system	0.01	0.22999999999999998
184.0	Cancer of other female genital organs	0.01	0.2
187.8	Neoplasm of uncertain behavior of male genital organs	0.0	0.03
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.0	0.06
270.32	Paraproteinemia	0.0	0.18
173.0	Neoplasm of uncertain behavior of skin	0.0	0.05
174.3	Neoplasm of uncertain behavior of breast	0.0	0.08
280.1	Iron deficiency anemias, unspecified or not due to blood loss	1.97	3.96
280.2	Iron deficiency anemia secondary to blood loss (chronic)	0.06	0.63
281.12	Other vitamin B12 deficiency anemia	0.01	0.22000000000000003
281.11	Pernicious anemia	0.01	0.2
281.13	Folate-deficiency anemia	0.0	0.1
281.0	Other deficiency anemia	0.0	0.04
281.1	Megaloblastic anemia	0.0	0.04
281.9	Deficiency anemias	0.0	0.1
282.9	Other hereditary hemolytic anemias	0.0	0.11000000000000001
282.8	Other hemoglobinopathies	0.19	1.08
282.5	Sickle cell anemia	3.84	5.05
289.0	Other diseases of blood and blood-forming organs	0.01	0.35
283.0	Acquired hemolytic anemias	0.0	0.02
283.1	Autoimmune hemolytic anemias	0.0	0.05
283.2	Non-autoimmune hemolytic anemias	0.0	0.02
283.21	Hemolytic-uremic syndrome	0.0	0.0
285.8	Hemoglobinuria	0.0	0.03
284.0	Aplastic anemia	0.0	0.18
284.2	Constitutional aplastic anemia	0.0	0.0
285.1	Acute posthemorrhagic anemia	0.0	0.06
285.22	Anemia in neoplastic disease	0.02	0.36
285.2	Anemia of chronic disease	0.01	0.19
285.0	Other anemias	2.0	3.66
285.3	Sideroblastic anemia	0.0	0.03
286.6	Defibrination syndrome	0.0	0.04
286.13	Congenital factor VIII disorder	0.0	0.05
286.1	Congenital coagulation defects	0.0	0.05
286.7	Other and unspecified coagulation defects	0.0	0.14
286.11	Von willebrand's disease	0.0	0.08
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.0	0.17
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.0	0.03
286.4	Acquired coagulation factor deficiency	0.0	0.02
287.0	Purpura and other hemorrhagic conditions	0.0	0.08
287.2	Allergic purpura	0.0	0.03
287.4	Qualitative platelet defects	0.0	0.02
287.31	Primary thrombocytopenia	0.01	0.23
287.32	Secondary thrombocytopenia	0.0	0.07
287.3	Thrombocytopenia	0.01	0.24
288.11	Neutropenia	0.01	0.29000000000000004
288.0	Diseases of white blood cells	0.01	0.22
288.3	Eosinophilia	0.0	0.06
289.5	Diseases of spleen	0.0	0.19
289.9	Abnormality of red blood cells	0.0	0.06
279.1	Immunity deficiency	0.0	0.06
279.11	Deficiency of humoral immunity	0.0	0.04
277.2	Other disorders of purine and pyrimidine metabolism	0.0	0.0
279.8	Other specified disorders involving the immune mechanism	0.0	0.02
697.0	Sarcoidosis	0.06	0.72
270.31	Polyclonal hypergammaglobulinemia	0.0	0.01
279.0	Disorders involving the immune mechanism	0.0	0.03
244.5	Congenital hypothyroidism	0.0	0.02
240.0	Simple and unspecified goiter	0.01	0.28
241.2	Nontoxic multinodular goiter	0.01	0.31
244.2	Acquired hypothyroidism	0.0	0.04000000000000001
244.1	Secondary hypothyroidism	0.03	0.54
246.0	Other disorders of thyroid	0.01	0.23
348.7	Coma	0.0	0.06
244.4	Hypothyroidism NOS	1.55	3.4499999999999997
241.1	Nontoxic uninodular goiter	0.02	0.35000000000000003
241.0	Nontoxic nodular goiter	0.0	0.07
242.0	Thyrotoxicosis with or without goiter	0.01	0.25999999999999995
242.1	Graves' disease	0.01	0.21999999999999997
242.2	Toxic multinodular goiter	0.0	0.13
253.1	Pituitary hyperfunction	0.0	0.15
245.0	Thyroiditis	0.0	0.04
245.1	Thyroiditis, acute and subacute	0.0	0.07
245.2	Chronic thyroiditis	0.0	0.0
245.21	Chronic lymphocytic thyroiditis	0.0	0.13
250.1	Type 1 diabetes	0.47	1.7399999999999998
250.11	Type 1 diabetes with ketoacidosis	0.0	0.14
250.12	Type 1 diabetes with renal manifestations	0.0	0.1
250.23	Type 2 diabetes with ophthalmic manifestations	0.51	1.93
250.7	Diabetic retinopathy	0.33	1.5
250.13	Type 1 diabetes with ophthalmic manifestations	0.01	0.33
250.14	Type 1 diabetes with neurological manifestations	0.0	0.09
250.24	Type 2 diabetes with neurological manifestations	0.02	0.38
443.7	Peripheral angiopathy in diseases classified elsewhere	0.0	0.19
250.2	Type 2 diabetes	24.54	12.899999999999999
250.21	Type 2 diabetes with ketoacidosis	0.02	0.36
250.22	Type 2 diabetes with renal manifestations	0.03	0.38
260.2	severe protein-calorie malnutrition	0.0	0.0
249.0	Secondary diabetes mellitus	0.0	0.0
251.1	Hypoglycemia	0.05	0.62
251.0	Other disorders of pancreatic internal secretion	0.0	0.01
251.8	Abnormality of secretion of glucagon or gastrin	0.0	0.0
252.2	Hypoparathyroidism	0.0	0.08
275.5	Disorders of calcium/phosphorus metabolism	0.03	0.48
252.1	Hyperparathyroidism	0.01	0.21
252.0	Disorders of parathyroid gland	0.0	0.02
253.11	Acromegaly and gigantism	0.0	0.06
253.7	Other disorders of neurohypophysis	0.0	0.11
253.2	Pituitary hypofunction	0.0	0.1
258.0	Iatrogenic endocrine disorders	0.0	0.06
253.3	Diabetes insipidus	0.0	0.08
253.0	Disorders of the pituitary gland and its hypothalamic control	0.0	0.09
255.11	Cushing's syndrome	0.0	0.06
255.3	Adrenogenital disorders	0.0	0.03
255.12	Hyperaldosteronism	0.0	0.13
255.1	Adrenal hyperfunction	0.0	0.0
255.21	Glucocorticoid deficiency	0.0	0.18
255.13	Medulloadrenal hyperfunction	0.0	0.02
255.0	Disorders of adrenal glands	0.0	0.1
256.0	Ovarian dysfunction	0.0	0.05
256.4	Polycystic ovaries	0.0	0.18
627.5	Premature menopause and other ovarian failure	0.0	0.01
257.0	Testicular dysfunction	0.0	0.02
257.1	Testicular hypofunction	0.0	0.05
259.3	Delay in sexual development and puberty NEC	0.0	0.0
259.0	Other endocrine disorders	0.0	0.11
254.0	Diseases of thymus gland	0.0	0.01
259.2	Carcinoid syndrome	0.0	0.02
260.22	Nutritional marasmus	0.0	0.02
263.0	Other nutritional deficiency	0.0	0.02
260.0	Protein-calorie malnutrition	0.0	0.09
261.1	Vitamin A deficiency	0.0	0.01
261.2	Vitamin B-complex deficiencies	0.06	0.71
261.3	Vitamin C deficiencies	0.0	0.02
261.4	Vitamin D deficiency	0.23	1.2999999999999998
261.41	Rickets or osteomalacia	0.0	0.04
261.0	Vitamin deficiency	0.0	0.02
262.0	Mineral deficiency NEC	0.0	0.12
278.3	Localized adiposity	0.0	0.12000000000000001
278.1	Obesity	2.72	5.04
513.3	Hypoventilation	0.0	0.12
278.0	Overweight, obesity and other hyperalimentation	0.0	0.0
270.1	Disturbances of amino-acid transport	0.0	0.03
270.12	Phenylketonuria [PKU]	0.0	0.0
277.5	Other disorders of lipoid metabolism	0.0	0.15
270.11	Disturbances of sulphur-bearing amino-acid metabolism	0.0	0.02
270.21	Disorders of urea cycle metabolism	0.0	0.0
270.2	Disorders of amino-acid metabolism	0.0	0.01
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	0.0	0.06999999999999999
271.9	Other disorders of carbohydrate transport and metabolism	0.0	0.02
331.0	Other cerebral degenerations	0.0	0.11
277.51	Lipoprotein disorders	0.0	0.08
272.11	Hypercholesterolemia	17.47	11.870000000000001
272.12	Hyperglyceridemia	0.0	0.06
272.13	Mixed hyperlipidemia	0.0	0.18
272.14	Hyperchylomicronemia	0.0	0.0
272.1	Hyperlipidemia	0.84	2.5300000000000002
272.9	Unspecified disorder of lipoid metabolism	0.0	0.12
790.6	Other abnormal blood chemistry	0.16	1.13
277.1	Disorders of porphyrin metabolism	0.0	0.01
277.4	Disorders of bilirubin excretion	0.0	0.11
275.0	Disorders of mineral metabolism	0.0	0.0
275.2	Disorders of copper metabolism	0.0	0.02
275.1	Disorders of iron metabolism	0.0	0.19
275.53	Disorders of phosphorus metabolism	0.0	0.09
275.3	Disorders of magnesium metabolism	0.0	0.2
499.0	Cystic fibrosis	0.0	0.02
270.33	Amyloidosis	0.0	0.08
276.5	Hypovolemia	0.05	0.65
276.11	Hyperosmolality and/or hypernatremia	0.0	0.19
276.12	Hyposmolality and/or hyponatremia	0.11	0.92
276.41	Acidosis	0.04	0.5700000000000001
276.42	Alkalosis	0.0	0.08
276.4	Acid-base balance disorder	0.0	0.0
276.13	Hyperpotassemia	0.03	0.52
276.14	Hypopotassemia	0.03	0.48000000000000004
276.6	Fluid overload	0.01	0.3
276.1	Electrolyte imbalance	0.0	0.05
258.1	Postablative ovarian failure	0.0	0.02
290.1	Dementias	0.02	0.42
290.11	Alzheimer's disease	0.0	0.14
290.16	Vascular dementia	0.0	0.15
333.3	Tics and choreas	0.0	0.04
290.12	Dementia with cerebral degenerations	0.0	0.03
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.0	0.06
290.2	Delirium due to conditions classified elsewhere	0.01	0.2
291.4	Specific nonpsychotic mental disorders due to brain damage	0.0	0.04
295.3	Psychosis	0.0	0.14
291.1	Transient mental disorders due to conditions classified elsewhere	0.0	0.13999999999999999
296.0	Mood disorders	0.0	0.05
300.1	Anxiety disorder	0.47	1.8699999999999997
292.2	Mild cognitive impairment	0.0	0.11
290.0	Delirium dementia and amnestic and other cognitive disorders	0.01	0.22
316.0	Substance addiction and disorders	0.04	0.46
317.0	Alcohol-related disorders	0.4	1.7599999999999998
317.1	Alcoholism	0.6	2.31
318.0	Tobacco use disorder	4.3	6.1499999999999995
295.1	Schizophrenia	0.12	0.71
296.22	Major depressive disorder	0.0	0.2
301.1	Schizoid personality disorder	0.0	0.05
295.2	Paranoid disorders	0.01	0.2
296.1	Bipolar	0.08	0.79
301.0	Personality disorders	0.01	0.27
300.4	Dysthymic disorder	0.0	0.04
300.13	Phobia	0.02	0.42
300.12	Agorophobia, social phobia, and panic disorder	0.01	0.26
300.11	Generalized anxiety disorder	0.0	0.05
300.3	Obsessive-compulsive disorders	0.0	0.09
300.8	Acute reaction to stress	0.0	0.07999999999999999
300.9	Posttraumatic stress disorder	0.01	0.21
304.0	Adjustment reaction	0.0	0.13
303.1	Dissociative disorder	0.0	0.02
303.0	Psychogenic and somatoform disorders	0.0	0.0
295.0	Schizophrenia and other psychotic disorders	0.0	0.01
303.4	Somatoform disorder	0.0	0.07
303.3	Psychogenic disorder	0.0	0.11000000000000001
300.0	Anxiety, phobic and dissociative disorders	0.01	0.27
306.0	Other mental disorder	7.65	6.959999999999999
305.2	Eating disorder	0.0	0.07
305.21	Anorexia nervosa	0.0	0.04
327.0	Sleep disorders	0.01	0.31
327.4	Insomnia	0.0	0.04
327.1	Hypersomnia	0.0	0.06
327.6	Circadian rhythm sleep disorder	0.0	0.07
327.5	Parasomnia	0.0	0.01
302.0	Sexual and gender identity disorders	0.0	0.12
302.1	Decreased libido	0.0	0.01
605.0	Erectile dysfunction [ED]	0.01	0.21999999999999997
301.2	Antisocial/borderline personality disorder	0.01	0.27
312.3	Impulse control disorder	0.0	0.0
315.0	Develomental delays and disorders	0.0	0.12
315.3	Mental retardation	0.0	0.02
315.2	Speech and language disorder	0.0	0.03
315.1	Learning disorder	0.0	0.17
313.3	Autism	0.0	0.06
312.0	Conduct disorders	0.0	0.02
313.0	Pervasive developmental disorders	0.0	0.0
313.2	Tics and stuttering	0.0	0.01
344.0	Other paralytic syndromes	0.0	0.10999999999999999
323.8	Encephalitis, non-infectious	0.0	0.02
325.0	Phlebitis and thrombophlebitis of intracranial venous sinuses	0.0	0.03
334.1	Spinocerebellar disease	0.0	0.05
334.2	Anterior horn cell disease	0.01	0.25
357.0	Inflammatory and toxic neuropathy	0.01	0.26999999999999996
332.0	Parkinson's disease	0.01	0.27999999999999997
349.0	Other and unspecified disorders of the nervous system	0.0	0.05
333.8	Other degenerative diseases of the basal ganglia	0.0	0.07
333.4	Torsion dystonia	0.0	0.1
333.0	Extrapyramidal disease and abnormal movement disorders	0.0	0.13
333.1	Essential tremor	0.0	0.08
333.2	Myoclonus	0.0	0.07
331.9	Cerebral degeneration, unspecified	0.0	0.05
334.0	Degenerative disease of the spinal cord	0.03	0.48000000000000004
335.0	Multiple sclerosis	0.03	0.46
341.0	Other demyelinating diseases of central nervous system	0.0	0.11
323.2	Acute (transverse) myelitis	0.0	0.07
345.0	Epilepsy, recurrent seizures, convulsions	0.05	0.6499999999999999
345.12	Partial epilepsy	0.0	0.049999999999999996
345.1	Epilepsy	0.0	0.11000000000000001
345.11	Generalized convulsive epilepsy	0.0	0.06
345.3	Convulsions	0.02	0.36999999999999994
340.0	Migraine	0.12	0.9800000000000001
340.1	Migrain with aura	0.0	0.1
339.0	Other headache syndromes	0.77	2.34
306.9	Tension headache	0.0	0.16999999999999998
433.31	Transient cerebral ischemia	0.01	0.31
362.4	Retinal vascular changes and abnomalities	0.01	0.32
433.0	Cerebrovascular disease	0.04	0.53
327.41	Organic or persistent insomnia	0.0	0.08
291.8	Alteration of consciousness	0.0	0.15000000000000002
327.3	Sleep apnea	0.16	0.9999999999999999
347.0	Cataplexy and narcolepsy	0.0	0.04
352.1	Trigeminal nerve disorders [CN5]	0.0	0.13
352.2	Facial nerve disorders [CN7]	0.01	0.21
352.0	Disorders of other cranial nerves	0.0	0.04
353.0	Nerve root and plexus disorders	0.03	0.49
353.1	Nerve plexus lesions	0.0	0.07
353.2	Nerve root lesions	0.0	0.03
722.9	Other and unspecified disc disorder	0.14	1.0
907.0	Injuries to the nervous system	0.02	0.42000000000000004
351.0	Other peripheral nerve disorders	0.23	1.29
355.0	Complex regional/central pain syndrome	0.0	0.04
356.0	Hereditary and idiopathic peripheral neuropathy	0.0	0.05
316.1	Polyneuropathy due to drugs	0.0	0.03
250.6	Polyneuropathy in diabetes	0.01	0.25
358.1	Myasthenia gravis	0.0	0.13
358.0	Myoneural disorders	0.0	0.06
359.2	Myopathy	0.0	0.14
359.1	Muscular dystrophies	0.0	0.05
343.0	Infantile cerebral palsy	0.0	0.11
342.0	Hemiplegia	0.04	0.58
337.0	Disorders of the autonomic nervous system	0.0	0.06
337.1	Peripheral autonomic neuropathy	0.0	0.02
752.2	Other specified congenital anomalies of nervous system	0.0	0.03
331.1	Hydrocephalus	0.0	0.04999999999999999
348.4	Cerebral cysts	0.0	0.05
348.0	Other conditions of brain	0.0	0.060000000000000005
348.2	Cerebral edema and compression of brain	0.01	0.32
798.1	Chronic fatigue syndrome	0.01	0.31
348.9	Other conditions of brain, NOS	0.0	0.21000000000000002
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.0	0.1
371.3	Inflammation of eyelids	0.04	0.52
371.33	Noninfectious dermatoses of eyelid	0.0	0.0
374.0	Other disorders of eyelids	0.03	0.49
374.1	Ectropion or entropion	0.01	0.2
374.2	Lagophthalmos	0.0	0.060000000000000005
374.3	Ptosis of eyelid	0.02	0.39
375.0	Disorders of lacrimal system	0.04	0.56
375.2	Epiphora	0.0	0.18000000000000002
376.0	Disorders of the orbit	0.0	0.04
371.9	Chronic inflammatory disorders of orbit	0.0	0.03
242.3	Exophthalmos	0.0	0.08
369.5	Conjunctivitis, infectious	0.01	0.21
371.2	Conjunctivitis, noninfectious	0.0	0.03
372.0	Disorders of conjunctiva	0.14	1.01
695.22	Pemphigus and pemphigoid	0.0	0.11
371.0	Inflammation of the eye	0.0	0.11
379.0	Other disorders of eye	0.0	0.06
379.1	Scleritis and episcleritis	0.0	0.04
370.0	Keratitis	0.0	0.05
370.1	Corneal ulcer	0.0	0.06
370.3	Keratoconjunctivitis	0.0	0.02
364.1	Corneal opacity	0.0	0.14
364.0	Corneal opacity and other disorders of cornea	0.0	0.14
364.2	Corneal edema	0.0	0.06
364.4	Corneal degenerations	0.0	0.1
364.5	Corneal dystrophy	0.0	0.07
364.41	Keratoconus	0.0	0.09
360.0	Disorders of the globe	0.0	0.08
371.1	Uveitis, noninfectious or NOS	0.02	0.46
379.5	Disorders of iris and ciliary body	0.0	0.17
366.2	Senile cataract	1.31	3.5
379.3	Aphakia and other disorders of lens	0.03	0.52
366.0	Cataract	6.01	6.79
366.1	Nonsenile Cataract	0.0	0.12
366.3	Traumatic cataract	0.0	0.11
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.0	0.06
363.3	Chorioretinal scars	0.0	0.09
363.4	Choroidal degenerations	0.0	0.02
361.1	Retinal detachment with retinal defect	0.01	0.29
361.2	Retinoschisis and retinal cysts	0.0	0.04
361.0	Retinal detachments and defects	0.01	0.19999999999999996
362.0	Other retinal disorders	0.02	0.42000000000000004
362.1	Retinopathy of prematurity	0.0	0.01
362.3	Other nondiabetic retinopathy	0.0	0.09
362.29	Macular degeneration (senile) of retina NOS	0.03	0.52
362.6	Peripheral retinal degenerations	0.0	0.09000000000000001
362.7	Hereditary retinal dystrophies	0.0	0.07
362.8	Retinal hemorrhage/ischemia	0.0	0.05
362.31	Separation of retinal layers	0.0	0.08
365.0	Glaucoma	0.36	1.75
365.11	Primary open angle glaucoma	0.14	1.0
365.2	Primary angle-closure glaucoma	0.01	0.2
379.2	Disorders of vitreous body	0.01	0.24
360.2	Progressive myopia	0.0	0.17
360.3	Hypotony of eye	0.0	0.04
377.3	Optic neuritis/neuropathy	0.0	0.05
377.0	Disorders of optic nerve and visual pathways	0.0	0.030000000000000006
377.1	Optic atrophy	0.0	0.03
378.5	Paralytic strabismus	0.0	0.11
378.0	Strabismus and other disorders of binocular eye movements	0.0	0.11
378.1	Strabismus (not specified as paralytic)	0.01	0.19
367.0	Disorders of refraction and accommodation; blindness and low vision	0.0	0.04
367.8	Hypermetropia	0.0	0.07
367.1	Myopia	0.06	0.74
367.2	Astigmatism	0.0	0.05
