PheCode	Phenotype	Variance	Maximum Difference
180.1	Cervical cancer	0.0	0.039999999999999994
182.0	Malignant neoplasm of uterus	0.0	0.06
184.11	Malignant neoplasm of ovary	0.0	0.04999999999999999
187.1	Malignant neoplasm of unspecified male genital organ	0.0	0.019999999999999997
185.0	Cancer of prostate	0.03	0.42999999999999994
187.2	Malignant neoplasm of testis	0.0	0.03
189.11	Malignant neoplasm of kidney, except pelvis	0.0	0.07
189.12	Malignant neoplasm of renal pelvis	0.0	0.019999999999999997
189.4	Malignant neoplasm of other urinary organs	0.0	0.020000000000000004
189.21	Malignant neoplasm of bladder	0.0	0.06000000000000005
190.0	Cancer of eye	0.0	0.019999999999999997
191.1	Cancer of brain and nervous system	0.0	0.01
191.11	Cancer of brain	0.0	0.03
193.0	Thyroid cancer	0.0	0.020000000000000004
194.0	Cancer of other endocrine glands	0.0	0.009999999999999998
198.1	Secondary malignancy of lymph nodes	0.0	0.13000000000000012
198.0	Secondary malignant neoplasm	0.0	0.10000000000000003
198.2	Secondary malignancy of respiratory organs	0.0	0.16000000000000003
198.3	Secondary malignant neoplasm of digestive systems	0.0	0.07999999999999996
198.4	Secondary malignant neoplasm of liver	0.0	0.15000000000000002
198.7	Secondary malignant neoplasm of skin	0.0	0.020000000000000004
198.5	Secondary malignancy of brain/spine	0.0	0.13
198.6	Secondary malignancy of bone	0.0	0.06999999999999995
201.0	Hodgkin's disease	0.0	0.03
202.21	Nodular lymphoma	0.0	0.04000000000000001
202.23	Lymphosarcoma	0.0	0.0
202.24	Large cell lymphoma	0.0	0.01999999999999999
204.4	Multiple myeloma	0.0	0.05000000000000002
270.35	Macroglobulinemia	0.0	0.019999999999999997
200.0	Myeloproliferative disease	0.0	0.03999999999999998
204.0	Leukemia	0.0	0.039999999999999994
204.1	Lymphoid leukemia	0.0	0.01
204.11	Lymphoid leukemia, acute	0.0	0.0
204.12	Lymphoid leukemia, chronic	0.0	0.04000000000000001
204.2	Myeloid leukemia	0.0	0.0
204.21	Myeloid leukemia, acute	0.0	0.020000000000000004
204.22	Myeloid leukemia, chronic	0.0	0.020000000000000004
204.3	Monocytic leukemia	0.0	0.0
202.0	Cancer of other lymphoid, histiocytic tissue	0.0	0.03999999999999998
277.0	Other disorders of metabolism	0.0	0.16999999999999998
172.3	Carcinoma in situ of skin	0.0	0.1
174.1	Breast cancer [female]	0.0	0.10999999999999999
195.0	Cancer, suspected or other	0.0	0.04999999999999999
187.0	Cancer of other male genital organs	0.0	0.010000000000000002
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.01	0.23000000000000004
189.2	Cancer of bladder	0.0	0.04000000000000001
189.0	Cancer of urinary organs (incl. kidney and bladder)	0.0	0.07999999999999996
210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.0	0.05000000000000002
208.0	Benign neoplasm of colon	0.23	1.46
211.0	Benign neoplasm of other parts of digestive system	0.0	0.14000000000000012
229.0	Benign neoplasm of unspecified sites	0.0	0.040000000000000036
212.0	Benign neoplasm of respiratory and intrathoracic organs	0.0	0.03
213.0	Benign neoplasm of bone and articular cartilage	0.0	0.020000000000000004
214.0	Lipoma	0.0	0.07
214.1	Lipoma of skin and subcutaneous tissue	0.02	0.3700000000000001
228.0	Hemangioma and lymphangioma, any site	0.0	0.06
215.0	Other benign neoplasm of connective and other soft tissue	0.0	0.03999999999999998
199.0	Neoplasm of uncertain behavior	0.0	0.09999999999999998
216.0	Benign neoplasm of skin	0.01	0.26000000000000023
610.4	Benign neoplasm of breast	0.0	0.06
218.1	Uterine leiomyoma	0.06	0.6699999999999999
218.2	Other benign neoplasm of uterus	0.0	0.020000000000000004
221.0	Benign neoplasm of other female genital organs	0.0	0.030000000000000006
222.0	Benign neoplasm of male genital organs	0.0	0.020000000000000004
223.0	Benign neoplasm of kidney and other urinary organs	0.0	0.030000000000000006
224.0	Benign neoplasm of eye	0.0	0.0
224.1	Benign neoplasm of eye, uveal	0.0	0.019999999999999997
225.1	Benign neoplasm of brain, cranial nerves, meninges	0.0	0.03
225.2	Benign neoplasm of spinal cord, meninges	0.0	0.01
225.0	Benign neoplasm of brain and other parts of nervous system	0.0	0.0
226.0	Benign neoplasm of thyroid glands	0.0	0.020000000000000004
227.1	Benign neoplasm of adrenal gland	0.0	0.060000000000000005
227.2	Benign neoplasm of parathyroid gland	0.0	0.03
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	0.0	0.03
227.0	Benign neoplasm of other endocrine glands and related structures	0.0	0.01
229.1	Benign neoplasm of lymph nodes	0.0	0.01
158.0	Neoplasm of unspecified nature of digestive system	0.0	0.06
184.0	Cancer of other female genital organs	0.0	0.010000000000000002
187.8	Neoplasm of uncertain behavior of male genital organs	0.0	0.009999999999999998
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.0	0.020000000000000004
270.32	Paraproteinemia	0.0	0.020000000000000004
173.0	Neoplasm of uncertain behavior of skin	0.0	0.010000000000000002
174.3	Neoplasm of uncertain behavior of breast	0.0	0.03
280.1	Iron deficiency anemias, unspecified or not due to blood loss	0.29	1.56
280.2	Iron deficiency anemia secondary to blood loss (chronic)	0.0	0.11
281.12	Other vitamin B12 deficiency anemia	0.0	0.05
281.11	Pernicious anemia	0.0	0.13
281.13	Folate-deficiency anemia	0.0	0.07
281.0	Other deficiency anemia	0.0	0.0
281.1	Megaloblastic anemia	0.0	0.01
281.9	Deficiency anemias	0.0	0.019999999999999997
282.9	Other hereditary hemolytic anemias	0.0	0.010000000000000002
282.8	Other hemoglobinopathies	0.0	0.1
282.5	Sickle cell anemia	0.01	0.29
289.0	Other diseases of blood and blood-forming organs	0.0	0.09
283.0	Acquired hemolytic anemias	0.0	0.0
283.1	Autoimmune hemolytic anemias	0.0	0.010000000000000002
283.2	Non-autoimmune hemolytic anemias	0.0	0.01
283.21	Hemolytic-uremic syndrome	0.0	0.0
285.8	Hemoglobinuria	0.0	0.01
284.0	Aplastic anemia	0.0	0.09999999999999999
284.2	Constitutional aplastic anemia	0.0	0.01
285.1	Acute posthemorrhagic anemia	0.0	0.03
285.22	Anemia in neoplastic disease	0.0	0.03
285.2	Anemia of chronic disease	0.0	0.07
285.0	Other anemias	0.52	2.1100000000000003
285.3	Sideroblastic anemia	0.0	0.01
286.6	Defibrination syndrome	0.0	0.01
286.13	Congenital factor VIII disorder	0.0	0.019999999999999997
286.1	Congenital coagulation defects	0.0	0.0
286.7	Other and unspecified coagulation defects	0.0	0.09
286.11	Von willebrand's disease	0.0	0.02
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.0	0.01999999999999999
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.0	0.03
286.4	Acquired coagulation factor deficiency	0.0	0.01
287.0	Purpura and other hemorrhagic conditions	0.0	0.02
287.2	Allergic purpura	0.0	0.01
287.4	Qualitative platelet defects	0.0	0.01
287.31	Primary thrombocytopenia	0.0	0.07
287.32	Secondary thrombocytopenia	0.0	0.009999999999999998
287.3	Thrombocytopenia	0.0	0.13
288.11	Neutropenia	0.0	0.050000000000000044
288.0	Diseases of white blood cells	0.0	0.06999999999999998
288.3	Eosinophilia	0.0	0.009999999999999998
289.5	Diseases of spleen	0.0	0.04999999999999999
289.9	Abnormality of red blood cells	0.0	0.02
279.1	Immunity deficiency	0.0	0.009999999999999998
279.11	Deficiency of humoral immunity	0.0	0.010000000000000002
277.2	Other disorders of purine and pyrimidine metabolism	0.0	0.0
279.8	Other specified disorders involving the immune mechanism	0.0	0.01
697.0	Sarcoidosis	0.0	0.06
270.31	Polyclonal hypergammaglobulinemia	0.0	0.01
279.0	Disorders involving the immune mechanism	0.0	0.0
244.5	Congenital hypothyroidism	0.0	0.0
240.0	Simple and unspecified goiter	0.0	0.07
241.2	Nontoxic multinodular goiter	0.0	0.09
244.2	Acquired hypothyroidism	0.0	0.020000000000000004
244.1	Secondary hypothyroidism	0.0	0.08999999999999997
246.0	Other disorders of thyroid	0.0	0.05
348.7	Coma	0.0	0.08
244.4	Hypothyroidism NOS	0.11	0.9400000000000004
241.1	Nontoxic uninodular goiter	0.0	0.03999999999999998
241.0	Nontoxic nodular goiter	0.0	0.0
242.0	Thyrotoxicosis with or without goiter	0.01	0.21999999999999997
242.1	Graves' disease	0.0	0.08
242.2	Toxic multinodular goiter	0.0	0.04
253.1	Pituitary hyperfunction	0.0	0.02
245.0	Thyroiditis	0.0	0.019999999999999997
245.1	Thyroiditis, acute and subacute	0.0	0.01
245.2	Chronic thyroiditis	0.0	0.01
245.21	Chronic lymphocytic thyroiditis	0.0	0.010000000000000009
250.1	Type 1 diabetes	0.08	0.78
250.11	Type 1 diabetes with ketoacidosis	0.0	0.11
250.12	Type 1 diabetes with renal manifestations	0.0	0.049999999999999996
250.23	Type 2 diabetes with ophthalmic manifestations	0.04	0.53
250.7	Diabetic retinopathy	0.03	0.47000000000000003
250.13	Type 1 diabetes with ophthalmic manifestations	0.0	0.16
250.14	Type 1 diabetes with neurological manifestations	0.0	0.07
250.24	Type 2 diabetes with neurological manifestations	0.01	0.3
443.7	Peripheral angiopathy in diseases classified elsewhere	0.01	0.2
250.2	Type 2 diabetes	3.2	5.08
250.21	Type 2 diabetes with ketoacidosis	0.0	0.09999999999999999
250.22	Type 2 diabetes with renal manifestations	0.0	0.16
260.2	severe protein-calorie malnutrition	0.0	0.0
249.0	Secondary diabetes mellitus	0.0	0.0
251.1	Hypoglycemia	0.03	0.48000000000000004
251.0	Other disorders of pancreatic internal secretion	0.0	0.0
251.8	Abnormality of secretion of glucagon or gastrin	0.0	0.0
252.2	Hypoparathyroidism	0.0	0.019999999999999997
275.5	Disorders of calcium/phosphorus metabolism	0.01	0.22999999999999998
252.1	Hyperparathyroidism	0.0	0.06999999999999998
252.0	Disorders of parathyroid gland	0.0	0.0
253.11	Acromegaly and gigantism	0.0	0.009999999999999998
253.7	Other disorders of neurohypophysis	0.0	0.019999999999999997
253.2	Pituitary hypofunction	0.0	0.03
258.0	Iatrogenic endocrine disorders	0.0	0.02
253.3	Diabetes insipidus	0.0	0.02
253.0	Disorders of the pituitary gland and its hypothalamic control	0.0	0.009999999999999998
255.11	Cushing's syndrome	0.0	0.02
255.3	Adrenogenital disorders	0.0	0.01
255.12	Hyperaldosteronism	0.0	0.009999999999999998
255.1	Adrenal hyperfunction	0.0	0.0
255.21	Glucocorticoid deficiency	0.0	0.04000000000000001
255.13	Medulloadrenal hyperfunction	0.0	0.0
255.0	Disorders of adrenal glands	0.0	0.06
256.0	Ovarian dysfunction	0.0	0.0
256.4	Polycystic ovaries	0.0	0.05
627.5	Premature menopause and other ovarian failure	0.0	0.02
257.0	Testicular dysfunction	0.0	0.01
257.1	Testicular hypofunction	0.0	0.030000000000000006
259.3	Delay in sexual development and puberty NEC	0.0	0.0
259.0	Other endocrine disorders	0.0	0.039999999999999994
254.0	Diseases of thymus gland	0.0	0.01
259.2	Carcinoid syndrome	0.0	0.01
260.22	Nutritional marasmus	0.0	0.01
263.0	Other nutritional deficiency	0.0	0.01
260.0	Protein-calorie malnutrition	0.0	0.07
261.1	Vitamin A deficiency	0.0	0.0
261.2	Vitamin B-complex deficiencies	0.01	0.22999999999999998
261.3	Vitamin C deficiencies	0.0	0.01
261.4	Vitamin D deficiency	0.02	0.38
261.41	Rickets or osteomalacia	0.0	0.01
261.0	Vitamin deficiency	0.0	0.01
262.0	Mineral deficiency NEC	0.0	0.06
278.3	Localized adiposity	0.0	0.019999999999999997
278.1	Obesity	1.08	2.9400000000000004
513.3	Hypoventilation	0.0	0.05
278.0	Overweight, obesity and other hyperalimentation	0.0	0.0
270.1	Disturbances of amino-acid transport	0.0	0.01
270.12	Phenylketonuria [PKU]	0.0	0.0
277.5	Other disorders of lipoid metabolism	0.0	0.049999999999999996
270.11	Disturbances of sulphur-bearing amino-acid metabolism	0.0	0.0
270.21	Disorders of urea cycle metabolism	0.0	0.0
270.2	Disorders of amino-acid metabolism	0.0	0.0
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	0.0	0.030000000000000006
271.9	Other disorders of carbohydrate transport and metabolism	0.0	0.01
331.0	Other cerebral degenerations	0.0	0.08000000000000002
277.51	Lipoprotein disorders	0.0	0.01
272.11	Hypercholesterolemia	2.52	4.629999999999999
272.12	Hyperglyceridemia	0.0	0.03
272.13	Mixed hyperlipidemia	0.0	0.06
272.14	Hyperchylomicronemia	0.0	0.0
272.1	Hyperlipidemia	0.16	1.15
272.9	Unspecified disorder of lipoid metabolism	0.0	0.06
790.6	Other abnormal blood chemistry	0.02	0.3799999999999999
277.1	Disorders of porphyrin metabolism	0.0	0.01
277.4	Disorders of bilirubin excretion	0.0	0.03
275.0	Disorders of mineral metabolism	0.0	0.0
275.2	Disorders of copper metabolism	0.0	0.0
275.1	Disorders of iron metabolism	0.0	0.04000000000000001
275.53	Disorders of phosphorus metabolism	0.0	0.06
275.3	Disorders of magnesium metabolism	0.0	0.12
499.0	Cystic fibrosis	0.0	0.01
270.33	Amyloidosis	0.0	0.0
276.5	Hypovolemia	0.06	0.6499999999999999
276.11	Hyperosmolality and/or hypernatremia	0.0	0.10999999999999999
276.12	Hyposmolality and/or hyponatremia	0.02	0.42999999999999994
276.41	Acidosis	0.02	0.4
276.42	Alkalosis	0.0	0.04000000000000001
276.4	Acid-base balance disorder	0.0	0.0
276.13	Hyperpotassemia	0.01	0.30999999999999994
276.14	Hypopotassemia	0.01	0.3
276.6	Fluid overload	0.0	0.17
276.1	Electrolyte imbalance	0.0	0.04
258.1	Postablative ovarian failure	0.0	0.01
290.1	Dementias	0.0	0.14999999999999997
290.11	Alzheimer's disease	0.0	0.07999999999999999
290.16	Vascular dementia	0.0	0.09
333.3	Tics and choreas	0.0	0.0
290.12	Dementia with cerebral degenerations	0.0	0.009999999999999998
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.0	0.060000000000000005
290.2	Delirium due to conditions classified elsewhere	0.02	0.3500000000000001
291.4	Specific nonpsychotic mental disorders due to brain damage	0.0	0.019999999999999997
295.3	Psychosis	0.0	0.13
291.1	Transient mental disorders due to conditions classified elsewhere	0.0	0.06
296.0	Mood disorders	0.0	0.04
300.1	Anxiety disorder	0.26	1.41
292.2	Mild cognitive impairment	0.0	0.09000000000000001
290.0	Delirium dementia and amnestic and other cognitive disorders	0.0	0.17
316.0	Substance addiction and disorders	0.02	0.37
317.0	Alcohol-related disorders	1.16	2.94
317.1	Alcoholism	0.27	1.46
318.0	Tobacco use disorder	8.0	7.880000000000001
295.1	Schizophrenia	0.05	0.6000000000000001
296.22	Major depressive disorder	0.0	0.14
301.1	Schizoid personality disorder	0.0	0.03
295.2	Paranoid disorders	0.0	0.14
296.1	Bipolar	0.04	0.52
301.0	Personality disorders	0.01	0.21
300.4	Dysthymic disorder	0.0	0.019999999999999997
300.13	Phobia	0.0	0.15000000000000002
300.12	Agorophobia, social phobia, and panic disorder	0.01	0.3
300.11	Generalized anxiety disorder	0.0	0.030000000000000006
300.3	Obsessive-compulsive disorders	0.0	0.07
300.8	Acute reaction to stress	0.0	0.06999999999999999
300.9	Posttraumatic stress disorder	0.0	0.09999999999999999
304.0	Adjustment reaction	0.0	0.13
303.1	Dissociative disorder	0.0	0.01
303.0	Psychogenic and somatoform disorders	0.0	0.0
295.0	Schizophrenia and other psychotic disorders	0.0	0.01
303.4	Somatoform disorder	0.0	0.05
303.3	Psychogenic disorder	0.0	0.05000000000000002
300.0	Anxiety, phobic and dissociative disorders	0.0	0.16999999999999998
306.0	Other mental disorder	2.98	5.08
305.2	Eating disorder	0.0	0.019999999999999997
305.21	Anorexia nervosa	0.0	0.01
327.0	Sleep disorders	0.0	0.13999999999999999
327.4	Insomnia	0.0	0.01
327.1	Hypersomnia	0.0	0.0
327.6	Circadian rhythm sleep disorder	0.0	0.0
327.5	Parasomnia	0.0	0.01
302.0	Sexual and gender identity disorders	0.0	0.09000000000000001
302.1	Decreased libido	0.0	0.01
605.0	Erectile dysfunction [ED]	0.0	0.12
301.2	Antisocial/borderline personality disorder	0.0	0.13
312.3	Impulse control disorder	0.0	0.01
315.0	Develomental delays and disorders	0.0	0.09
315.3	Mental retardation	0.0	0.06
315.2	Speech and language disorder	0.0	0.02
315.1	Learning disorder	0.0	0.15
313.3	Autism	0.0	0.03
312.0	Conduct disorders	0.0	0.01
313.0	Pervasive developmental disorders	0.0	0.0
313.2	Tics and stuttering	0.0	0.02
344.0	Other paralytic syndromes	0.0	0.1
323.8	Encephalitis, non-infectious	0.0	0.0
325.0	Phlebitis and thrombophlebitis of intracranial venous sinuses	0.0	0.01
334.1	Spinocerebellar disease	0.0	0.04000000000000001
334.2	Anterior horn cell disease	0.0	0.009999999999999995
357.0	Inflammatory and toxic neuropathy	0.0	0.18999999999999995
332.0	Parkinson's disease	0.0	0.08000000000000002
349.0	Other and unspecified disorders of the nervous system	0.0	0.04999999999999999
333.8	Other degenerative diseases of the basal ganglia	0.0	0.01
333.4	Torsion dystonia	0.0	0.05
333.0	Extrapyramidal disease and abnormal movement disorders	0.0	0.08
333.1	Essential tremor	0.0	0.07
333.2	Myoclonus	0.0	0.0
331.9	Cerebral degeneration, unspecified	0.0	0.15
334.0	Degenerative disease of the spinal cord	0.01	0.25
335.0	Multiple sclerosis	0.0	0.030000000000000027
341.0	Other demyelinating diseases of central nervous system	0.0	0.03
323.2	Acute (transverse) myelitis	0.0	0.019999999999999997
345.0	Epilepsy, recurrent seizures, convulsions	0.09	0.8200000000000001
345.12	Partial epilepsy	0.0	0.06
345.1	Epilepsy	0.0	0.07999999999999999
345.11	Generalized convulsive epilepsy	0.0	0.14
345.3	Convulsions	0.04	0.51
340.0	Migraine	0.02	0.32000000000000006
340.1	Migrain with aura	0.0	0.06
339.0	Other headache syndromes	0.22	1.2699999999999998
306.9	Tension headache	0.0	0.08
433.31	Transient cerebral ischemia	0.01	0.24
362.4	Retinal vascular changes and abnomalities	0.0	0.020000000000000018
433.0	Cerebrovascular disease	0.01	0.31999999999999995
327.41	Organic or persistent insomnia	0.0	0.07
291.8	Alteration of consciousness	0.0	0.16
327.3	Sleep apnea	0.12	0.99
347.0	Cataplexy and narcolepsy	0.0	0.019999999999999997
352.1	Trigeminal nerve disorders [CN5]	0.0	0.03
352.2	Facial nerve disorders [CN7]	0.0	0.11000000000000001
352.0	Disorders of other cranial nerves	0.0	0.019999999999999997
353.0	Nerve root and plexus disorders	0.0	0.10000000000000003
353.1	Nerve plexus lesions	0.0	0.010000000000000002
353.2	Nerve root lesions	0.0	0.03
722.9	Other and unspecified disc disorder	0.01	0.3400000000000001
907.0	Injuries to the nervous system	0.0	0.13
351.0	Other peripheral nerve disorders	0.18	1.2799999999999998
355.0	Complex regional/central pain syndrome	0.0	0.01
356.0	Hereditary and idiopathic peripheral neuropathy	0.0	0.010000000000000002
316.1	Polyneuropathy due to drugs	0.0	0.009999999999999998
250.6	Polyneuropathy in diabetes	0.01	0.20999999999999996
358.1	Myasthenia gravis	0.0	0.019999999999999997
358.0	Myoneural disorders	0.0	0.01
359.2	Myopathy	0.0	0.04000000000000001
359.1	Muscular dystrophies	0.0	0.03
343.0	Infantile cerebral palsy	0.0	0.06999999999999999
342.0	Hemiplegia	0.03	0.54
337.0	Disorders of the autonomic nervous system	0.0	0.020000000000000004
337.1	Peripheral autonomic neuropathy	0.0	0.019999999999999997
752.2	Other specified congenital anomalies of nervous system	0.0	0.019999999999999997
331.1	Hydrocephalus	0.0	0.03
348.4	Cerebral cysts	0.0	0.020000000000000004
348.0	Other conditions of brain	0.0	0.04000000000000001
348.2	Cerebral edema and compression of brain	0.0	0.05
798.1	Chronic fatigue syndrome	0.0	0.07
348.9	Other conditions of brain, NOS	0.0	0.06999999999999999
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.0	0.03999999999999998
371.3	Inflammation of eyelids	0.0	0.05999999999999994
371.33	Noninfectious dermatoses of eyelid	0.0	0.01
374.0	Other disorders of eyelids	0.0	0.16999999999999993
374.1	Ectropion or entropion	0.0	0.06
374.2	Lagophthalmos	0.0	0.01
374.3	Ptosis of eyelid	0.0	0.08999999999999997
375.0	Disorders of lacrimal system	0.0	0.11999999999999994
375.2	Epiphora	0.0	0.06999999999999998
376.0	Disorders of the orbit	0.0	0.009999999999999998
371.9	Chronic inflammatory disorders of orbit	0.0	0.01
242.3	Exophthalmos	0.0	0.030000000000000002
369.5	Conjunctivitis, infectious	0.0	0.06
371.2	Conjunctivitis, noninfectious	0.0	0.01
372.0	Disorders of conjunctiva	0.0	0.12
695.22	Pemphigus and pemphigoid	0.0	0.02
371.0	Inflammation of the eye	0.0	0.02
379.0	Other disorders of eye	0.0	0.039999999999999994
379.1	Scleritis and episcleritis	0.0	0.01
370.0	Keratitis	0.0	0.020000000000000004
370.1	Corneal ulcer	0.0	0.03
370.3	Keratoconjunctivitis	0.0	0.0
364.1	Corneal opacity	0.0	0.030000000000000002
364.0	Corneal opacity and other disorders of cornea	0.0	0.03
364.2	Corneal edema	0.0	0.02
364.4	Corneal degenerations	0.0	0.010000000000000002
364.5	Corneal dystrophy	0.0	0.0
364.41	Keratoconus	0.0	0.009999999999999998
360.0	Disorders of the globe	0.0	0.03
371.1	Uveitis, noninfectious or NOS	0.0	0.04999999999999999
379.5	Disorders of iris and ciliary body	0.0	0.04000000000000001
366.2	Senile cataract	0.04	0.5900000000000003
379.3	Aphakia and other disorders of lens	0.0	0.09999999999999998
366.0	Cataract	0.19	1.1600000000000001
366.1	Nonsenile Cataract	0.0	0.03
366.3	Traumatic cataract	0.0	0.0
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.0	0.009999999999999998
