index	Female_Controls	Male_Controls	Female_Cases	Male_Cases	index	Female_Prevalence	Male_Prevalence	PheCode	Phenotype	Total_Prevalence	Total_Cases	Total_Controls
0	272640.0	228390.0	29.0	40.0	Status	0.00010635605807774262	0.00017510834829050475	90.0	Sexually transmitted infections (not HIV or hepatitis)	0.0001376973412439458	69	501030
0	272640.0	228390.0	4.0	4.0	Status	1.4671146256657033e-05	1.751359492806291e-05	90.2	Gonococcal infections	1.5966852813559052e-05	8	501030
0	272640.0	228390.0	10.0		Status	3.667705849990831e-05	0.0	90.3	Venereal diseases due to Chlamydia trachomatis	1.9958486348395338e-05	10	501030
0	272252.0	227941.0	16.0	11.0	Status	5.876562798419204e-05	4.8255773145223554e-05	131.0	Protozoan infection	5.3976250449802085e-05	27	500193
0	268154.0	224818.0	189.0	153.0	Status	0.0007043224529799547	0.0006800876557422957	54.0	Herpes simplex	0.0006932704119485763	342	492972
0	268154.0	224818.0	722.0	514.0	Status	0.002685252681533495	0.002281078586263824	78.0	Viral warts & HPV	0.002500971250971251	1236	492972
0	268330.0	224957.0	1570.0	1228.0	Status	0.005816969247869582	0.005429184074982868	528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	0.0056401624721569895	2798	493287
0	272252.0	227941.0	25.0	16.0	Status	9.181825861163447e-05	7.018867593449642e-05	130.1	Lyme disease	8.196164195156666e-05	41	500193
0	272252.0	227941.0	153.0	186.0	Status	0.0005616636992713056	0.0008153353176081744	136.0	Other infectious and parasitic diseases	0.000677279374745271	339	500193
0	271892.0	227740.0	213.0	220.0	Status	0.000782786056853053	0.0009650815932619758	324.0	Other CNS infection and poliomyelitis	0.0008658874346334977	433	499632
0	271892.0	227740.0	12.0	10.0	Status	4.4133223490643756e-05	4.3907793633369924e-05	324.1	Jakob-Creutzfeldt disease	4.403046908460655e-05	22	499632
0	271892.0	227740.0	190.0	210.0	Status	0.0006983188891584155	0.0009212546611098926	323.0	Encephalitis	0.0007999488032765903	400	499632
0	267578.0	224171.0	382.0	267.0	Status	0.001425585908344529	0.0011896381183222093	386.2	Peripheral or central vertigo	0.0013180394721343303	649	491749
0	265205.0	222314.0	96.0	97.0	Status	0.00036185314039524917	0.00043612950798296846	369.2	Eye infection, viral	0.0003957253461058986	193	487519
0	268154.0	224818.0	36.0	47.0	Status	0.00013423319288564077	0.0002090142974673693	79.1	Varicella infection	0.00016833821784587928	83	492972
0	265139.0	218904.0	56.0	62.0	Status	0.00021116536887950377	0.0002831489820337404	480.2	Viral pneumonia	0.0002437205805506846	118	484043
0	268154.0	224818.0	293.0	234.0	Status	0.0010914631193494433	0.001039759699980449	53.0	Herpes zoster	0.0010678846360377629	527	492972
0	268154.0	224818.0	75.0	76.0	Status	0.0002796118242248228	0.0003379369836456286	53.1	Herpes zoster with nervous system complications	0.0003062116348253884	151	492972
0	269991.0	225993.0	687.0	709.0	Status	0.0025380710659898475	0.003127453661635098	381.1	Otitis media	0.0028067071454421165	1396	495984
0	268154.0	224818.0	55.0	42.0	Status	0.0002050639613137516	0.00018678288712976963	70.1	Viral hepatitis A	0.00019672703009112314	97	492972
0	268154.0	224818.0	98.0	206.0	Status	0.00036532812430103035	0.000915457906712173	70.2	Viral hepatitis B	0.0006162878388569483	304	492972
0	268154.0	224818.0	162.0	228.0	Status	0.0006037657090892828	0.0010131262053091367	70.0	Viral hepatitis	0.0007904946063944933	390	492972
0	268154.0	224818.0	163.0	335.0	Status	0.0006074903938252142	0.0014878771324388304	70.3	Viral hepatitis C	0.001009179889354976	498	492972
0	268154.0	224818.0	36.0	173.0	Status	0.00013423319288564077	0.0007689196456747159	71.1	HIV infection, symptomatic	0.0004237795048876579	209	492972
0	270300.0	226400.0	2013.0	1530.0	Status	0.007392228795540426	0.0067125871978238934	112.0	Candidiasis	0.0070825578768718405	3543	496700
0	265139.0	218904.0	66.0	114.0	Status	0.00024886408627288327	0.0005205051639591266	480.3	Pneumonia due to fungus (mycoses)	0.0003717295543582193	180	484043
0	272683.0	228420.0		14.0	Status	0.0	6.128684871779157e-05	230.0	Kaposi's sarcoma	2.793758742968209e-05	14	501103
0	269889.0	225054.0	953.0	1149.0	Status	0.0035186566337569503	0.005079508229333829	202.2	Non-Hodgkins lymphoma	0.004228993350702653	2102	494943
0	243311.0	204588.0	10886.0	12285.0	Status	0.042825053010067	0.0566460555255841	195.1	Malignant neoplasm, other	0.04918801876578852	23171	447899
0	262857.0	218102.0	86.0	134.0	Status	0.00032706708297996145	0.0006140141864770249	348.8	Encephalopathy, not elsewhere classified	0.00045721031050814767	220	480959
0	264930.0	217819.0	270.0	266.0	Status	0.0010180995475113123	0.00121970791205264	504.0	Other alveolar and parietoalveolar pneumonopathy	0.0011090764248838677	536	482749
0	269714.0	226279.0	2381.0	1966.0	Status	0.008750620187802054	0.00861355122784727	798.0	Malaise and fatigue	0.008688092097373786	4347	495993
0	269915.0	226492.0	21.0	56.0	Status	7.77962183628712e-05	0.00024718823384006923	260.1	Cachexia	0.0001550905970786571	77	496407
0	271111.0	226858.0	897.0	856.0	Status	0.0032976971265551015	0.0037591013288598854	577.1	Acute pancreatitis	0.0035079504204337613	1753	497969
0	268154.0	224818.0	31.0	45.0	Status	0.00011559184891026717	0.00020012185197208968	79.2	Infectious mononucleosis	0.00015414320715224483	76	492972
0	270300.0	226400.0	38.0	44.0	Status	0.00014056477446751844	0.00019430852661143593	110.1	Dermatophytosis	0.00016506234122814435	82	496700
0	270300.0	226400.0	42.0	76.0	Status	0.00015535876778303038	0.00033557639661597696	110.11	Dermatophytosis of nail	0.00023751152333450077	118	496700
0	270300.0	226400.0	61.0	142.0	Status	0.0002256242579366107	0.0006268153366704629	110.12	Althete's foot	0.0004085304375300612	203	496700
0	270300.0	226400.0	11.0	34.0	Status	4.069386743417767e-05	0.00015015412879691213	110.13	Dermatophytosis of the body	9.058973920220636e-05	45	496700
0	270300.0	226400.0	6.0	5.0	Status	2.2197065547934564e-05	2.208431792584086e-05	110.2	Dermatomycoses	2.2145674245184826e-05	11	496700
0	270300.0	226400.0	34.0	27.0	Status	0.00012577034335303736	0.00011924372976720974	112.3	Candidiasis of skin and nails	0.00012279546904849615	61	496700
0	270810.0	225385.0	441.0	621.0	Status	0.0016258004578784963	0.00274771466244259	420.3	Endocarditis	0.0021357165409436165	1062	496195
0	270300.0	226400.0		1.0	Status	0.0	4.4169416212825915e-06	117.2	Coccidioidomycosis	2.0132836454929627e-06	1	496700
0	270300.0	226400.0	4.0	2.0	Status	1.4798153190481828e-05	8.833844223990955e-06	117.1	Histoplasmosis	1.2079580274850716e-05	6	496700
0	270300.0	226400.0		1.0	Status	0.0	4.4169416212825915e-06	117.3	Blastomycotic infection	2.0132836454929627e-06	1	496700
0	270300.0	226400.0	99.0	116.0	Status	0.00036612561436987563	0.0005121051051581345	117.0	Mycoses	0.00043266957125464114	215	496700
0	270300.0	226400.0	120.0	127.0	Status	0.00044375416019525185	0.000560639570558918	117.4	Aspergillosis	0.0004970348950692931	247	496700
0	264392.0	217395.0	297.0	503.0	Status	0.0011220715632308104	0.002308419535746083	580.2	Nephrotic syndrome without mention of glomerulonephritis	0.001657732180933179	800	481787
0	265139.0	218904.0	2736.0	3726.0	Status	0.010213719085394308	0.016736288909850426	480.0	Pneumonia	0.013174177633255523	6462	484043
0	272252.0	227941.0	17.0	23.0	Status	6.243825040676684e-05	0.0001008931234756365	134.0	Helminthiases	7.99627373643882e-05	40	500193
0	272252.0	227941.0	83.0	84.0	Status	0.00030477169662364366	0.0003683806600153492	134.1	Intestinal helminthiases	0.0003337596930210249	167	500193
0	272252.0	227941.0	6.0	1.0	Status	2.203791991419903e-05	4.387080924094726e-06	132.1	Pediculosis and phthirus infestation	1.3994402239104358e-05	7	500193
0	272252.0	227941.0	18.0	22.0	Status	6.611084585154442e-05	9.650688927589126e-05	132.0	Infestation (lice, mites)	7.99627373643882e-05	40	500193
0	261374.0	216898.0	2769.0	1804.0	Status	0.010482958094668418	0.008248667136103009	41.4	E. coli	0.00947094823390529	4573	478272
0	271477.0	226754.0	37.0	36.0	Status	0.00013627289937167146	0.00015873715772300365	145.1	Cancer of lip	0.0001464969175443103	73	498231
0	271477.0	226754.0	139.0	283.0	Status	0.0005117518850141376	0.001246492862396878	145.2	Cancer of tongue	0.0008462798779913086	422	498231
0	271477.0	226754.0	20.0	26.0	Status	7.366563903100218e-05	0.00011464855807390422	145.4	Cancer of the gums	9.231812827001849e-05	46	498231
0	271477.0	226754.0	21.0	57.0	Status	7.734863608571702e-05	0.0002513105625388539	145.5	Cancer of the mouth floor	0.00015652938237117932	78	498231
0	271477.0	226754.0	83.0	127.0	Status	0.0003056414788628664	0.0005597648106275977	145.0	Cancer of mouth	0.0004213136559793436	210	498231
0	271477.0	226754.0	21.0	60.0	Status	7.734863608571702e-05	0.00026453393529499945	149.0	Cancer of larynx, pharynx, nasal cavities	0.00016254876462938882	81	498231
0	271477.0	226754.0	76.0	76.0	Status	0.0002798717009202623	0.000335052682625755	145.3	Cancer of major salivary glands	0.00030498632577756463	152	498231
0	271477.0	226754.0	93.0	259.0	Status	0.0003424531428361012	0.0011409038248910855	149.1	Cancer of oropharynx	0.0007060008062850118	352	498231
0	271477.0	226754.0	21.0	35.0	Status	7.734863608571702e-05	0.0001543284727213401	149.2	Cancer of nasopharynx	0.0001123850311166055	56	498231
0	271477.0	226754.0	19.0	55.0	Status	6.998261484515425e-05	0.00024249478636209323	149.3	Cancer of hypopharynx	0.00014850342661622902	74	498231
0	261016.0	216969.0	264.0	796.0	Status	0.0010104102878138396	0.0036553165109177326	150.0	Cancer of esophagus	0.002212735755513574	1060	477985
0	261016.0	216969.0	255.0	600.0	Status	0.0009759981015880063	0.0027577458185679025	151.0	Cancer of stomach	0.001785565115696266	855	477985
0	261016.0	216969.0	120.0	152.0	Status	0.00045953066601311194	0.000700070467619438	159.2	Malignant neoplasm of small intestine, including duodenum	0.0005687318742851647	272	477985
0	255048.0	206778.0	1977.0	2411.0	Status	0.007691858768602276	0.011525462619927434	153.2	Colon cancer	0.009411986770024066	4388	461826
0	255048.0	206778.0	1179.0	1771.0	Status	0.004601388612441312	0.00849200907220845	153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.006347143570235985	2950	461826
0	255048.0	206778.0	24.0	13.0	Status	9.40910801656003e-05	6.286540516753631e-05	153.0	Colorectal cancer	8.011033574891256e-05	37	461826
0	261016.0	216969.0	189.0	224.0	Status	0.0007235696100763768	0.0010313407890677876	155.0	Cancer of liver and intrahepatic bile duct	0.0008632979234863023	413	477985
0	261016.0	216969.0	76.0	174.0	Status	0.00029108513474177683	0.0008013152622925906	155.1	Malignant neoplasm of liver, primary	0.0005227555490501532	250	477985
0	261016.0	216969.0	157.0	151.0	Status	0.0006011341141695352	0.0006954679439941046	159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	0.0006439567378155231	308	477985
0	261016.0	216969.0	461.0	510.0	Status	0.0017630613782474176	0.0023450540052142965	157.0	Pancreatic cancer	0.002027326100936203	971	477985
0	261016.0	216969.0	3303.0	4216.0	Status	0.012496263984049577	0.019060967063770147	159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	0.015486999077247562	7519	477985
0	271477.0	226754.0	37.0	41.0	Status	0.00013627289937167146	0.00018077999955907318	149.9	Cancer of of nasal cavities	0.00015652938237117932	78	498231
0	271477.0	226754.0	41.0	300.0	Status	0.0001510028801037132	0.001321271591779929	149.4	Cancer of larynx	0.0006839533708270821	341	498231
0	270795.0	225980.0	1733.0	1992.0	Status	0.006358979627781366	0.00873791518256628	165.1	Cancer of bronchus; lung	0.007442557442557443	3725	496775
0	270795.0	225980.0	38.0	43.0	Status	0.00014030786499429537	0.00019024612539431828	164.0	Cancer of intrathoracic organs	0.00016302510184037225	81	496775
0	270795.0	225980.0	628.0	1076.0	Status	0.002313731702913902	0.00473891903319005	165.0	Cancer within the respiratory system	0.003418398769055467	1704	496775
0	272422.0	228073.0	71.0	123.0	Status	0.0002605571519268385	0.0005390103244579221	170.1	Bone cancer	0.0003874660717531242	194	500495
0	263070.0	218436.0	2019.0	1682.0	Status	0.007616309994002014	0.007641355999963656	172.11	Melanomas of skin	0.007627672313054016	3701	481506
0	263070.0	218436.0	7504.0	8398.0	Status	0.027733632943298323	0.03702266855938704	172.2	Other non-epithelial cancer of skin	0.03196973108594956	15902	481506
0	261016.0	216969.0	232.0	58.0	Status	0.0008880450759431651	0.00026724785395365553	159.4	Malignant neoplasm of retroperitoneum and peritoneum	0.0006063457216036799	290	477985
0	272422.0	228073.0	201.0	252.0	Status	0.0007372818874416319	0.0011036899156903538	170.2	Cancer of connective tissue	0.0009042854747398931	453	500495
0	246253.0	228215.0	16558.0	178.0	Status	0.06300345114930501	0.0007793583866405713	174.11	Malignant neoplasm of female breast	0.034071383783519676	16736	474468
0	248991.0	228246.0	424.0	2.0	Status	0.0016999779483992542	8.762398794293925e-06	184.2	Cancer of other female genital organs, excluding uterus and ovary	0.0008918421564994567	426	477237
0	248991.0	228246.0	131.0		Status	0.0005258467738698308	0.0	184.1	Malignant neoplasm of ovary and other uterine adnexa	0.00027442141073553316	131	477237
0	237009.0	228244.0	328.0		Status	0.0013820011207692016	0.0	180.1	Cervical cancer	0.0007044961027189683	328	465253
0	237009.0	228244.0	1836.0		Status	0.007686993656974188	0.0	182.0	Malignant neoplasm of uterus	0.0039307284050791175	1836	465253
0	248991.0	228246.0	1329.0	3.0	Status	0.005309204218600191	1.3143540606968706e-05	184.11	Malignant neoplasm of ovary	0.0027832977062868676	1332	477237
0	272526.0	218827.0		102.0	Status	0.0	0.00046590447131261736	187.1	Malignant neoplasm of unspecified male genital organ	0.00020754697785148183	102	491353
0	272519.0	202203.0	6.0	8900.0	Status	2.2016328777176407e-05	0.042159514549769544	185.0	Cancer of prostate	0.01841498010867857	8906	474722
0	272526.0	218827.0	1.0	327.0	Status	3.6693612009085337e-06	0.0014921014446462304	187.2	Malignant neoplasm of testis	0.0006670991964302058	328	491353
0	270955.0	224287.0	532.0	940.0	Status	0.001959578175013905	0.004173567112291155	189.11	Malignant neoplasm of kidney, except pelvis	0.0029634759640356423	1472	495242
0	270955.0	224287.0	39.0	65.0	Status	0.00014391462541606088	0.0002897232919697618	189.12	Malignant neoplasm of renal pelvis	0.0002099542541980757	104	495242
0	270955.0	224287.0	49.0	129.0	Status	0.0001808091393484967	0.0005748253243975474	189.4	Malignant neoplasm of other urinary organs	0.00035929110653586853	178	495242
0	270955.0	224287.0	744.0	2217.0	Status	0.002738324395746764	0.009787906615335712	189.21	Malignant neoplasm of bladder	0.005943360437412059	2961	495242
0	271319.0	227337.0	114.0	121.0	Status	0.0004199931474802253	0.0005319663410387851	190.0	Cancer of eye	0.0004710447773160871	235	498656
0	271319.0	227337.0	32.0	40.0	Status	0.00011792843954877631	0.00017591928823055983	191.1	Cancer of brain and nervous system	0.0001443672703357341	72	498656
0	271319.0	227337.0	293.0	427.0	Status	0.0010787446799110495	0.0018747475457052036	191.11	Cancer of brain	0.0014417993656082792	720	498656
0	271130.0	227672.0	382.0	143.0	Status	0.0014069359733639764	0.0006277023023066962	193.0	Thyroid cancer	0.0010514152048657494	525	498802
0	271130.0	227672.0	63.0	74.0	Status	0.00023230688107731394	0.0003249233795544159	194.0	Cancer of other endocrine glands	0.00027458266441388626	137	498802
0	243311.0	204588.0	5202.0	2942.0	Status	0.020932506548953175	0.014176263672722017	198.1	Secondary malignancy of lymph nodes	0.017857965148023323	8144	447899
0	243311.0	204588.0	1012.0	769.0	Status	0.004142057849649849	0.0037446982571813963	198.0	Secondary malignant neoplasm	0.003960594200320228	1781	447899
0	243311.0	204588.0	1948.0	1724.0	Status	0.007942623920019244	0.008356275931598744	198.2	Secondary malignancy of respiratory organs	0.008131611640251477	3672	447899
0	243311.0	204588.0	1588.0	920.0	Status	0.00648430577503379	0.004476711368900481	198.3	Secondary malignant neoplasm of digestive systems	0.005568297117939996	2508	447899
0	243311.0	204588.0	2184.0	2113.0	Status	0.008896311533839792	0.010222495295136453	198.4	Secondary malignant neoplasm of liver	0.009502516607842617	4297	447899
0	243311.0	204588.0	161.0	135.0	Status	0.0006612670040086745	0.0006594276168285927	198.7	Secondary malignant neoplasm of skin	0.0006604268231461752	296	447899
0	243311.0	204588.0	724.0	590.0	Status	0.00296678755096605	0.002875551959761768	198.5	Secondary malignancy of brain/spine	0.002925115702350555	1314	447899
0	243311.0	204588.0	1640.0	1904.0	Status	0.006695216594339276	0.00922069620130562	198.6	Secondary malignancy of bone	0.007850381997284264	3544	447899
0	269889.0	225054.0	169.0	194.0	Status	0.0006257914966414622	0.0008612729080835346	201.0	Hodgkin's disease	0.0007328802800692904	363	494943
0	269889.0	225054.0	275.0	250.0	Status	0.0010179002383737285	0.0011096119021411072	202.21	Nodular lymphoma	0.0010596042529487273	525	494943
0	269889.0	225054.0	10.0	3.0	Status	3.7050896816957454e-05	1.3329956411042535e-05	202.23	Lymphosarcoma	2.626496092581967e-05	13	494943
0	269889.0	225054.0	372.0	496.0	Status	0.0013764472121393764	0.0021990689425847925	202.24	Large cell lymphoma	0.0017506670888705576	868	494943
0	269889.0	225054.0	377.0	503.0	Status	0.0013949220397682283	0.002230034980071556	204.4	Multiple myeloma	0.0017748269039556455	880	494943
0	272168.0	227729.0	41.0	68.0	Status	0.00015061956070519343	0.0002985113939165134	270.35	Macroglobulinemia	0.00021799738403139161	109	499897
0	269889.0	225054.0	512.0	535.0	Status	0.0018934841217303191	0.0023715695357486404	200.0	Myeloproliferative disease	0.0021109296558398357	1047	494943
0	269889.0	225054.0	271.0	386.0	Status	0.0010031092685815813	0.001712207239176721	204.0	Leukemia	0.0013256658595641646	657	494943
0	269889.0	225054.0	30.0	49.0	Status	0.00011114445444744535	0.0002176781295673536	204.1	Lymphoid leukemia	0.00015958886675743704	79	494943
0	269889.0	225054.0	47.0	49.0	Status	0.00017411534585975934	0.0002176781295673536	204.11	Lymphoid leukemia, acute	0.00019392411506972179	96	494943
0	269889.0	225054.0	257.0	494.0	Status	0.0009513374249479911	0.002190221150265132	204.12	Lymphoid leukemia, chronic	0.0015150475898437342	751	494943
0	269889.0	225054.0	19.0	33.0	Status	7.039435659558072e-05	0.00014660997747537619	204.2	Myeloid leukemia	0.00010505156617743613	52	494943
0	269889.0	225054.0	195.0	259.0	Status	0.0007219976007464344	0.0011495120121786137	204.21	Myeloid leukemia, acute	0.0009164367164112823	454	494943
0	269889.0	225054.0	97.0	116.0	Status	0.00035927788848310655	0.0005151663187813652	204.22	Myeloid leukemia, chronic	0.00043016746237549376	213	494943
0	269889.0	225054.0	18.0	40.0	Status	6.668963754181997e-05	0.00017770353718890775	204.3	Monocytic leukemia	0.00011717148046165563	58	494943
0	269889.0	225054.0	784.0	941.0	Status	0.002896483949267197	0.004163808933825969	202.0	Cancer of other lymphoid, histiocytic tissue	0.003473145038536809	1725	494943
0	271529.0	227165.0	813.0	679.0	Status	0.002985217116713544	0.002980109197521111	277.0	Other disorders of metabolism	0.0029828903647843	1492	498694
0	263070.0	218436.0	522.0	506.0	Status	0.001980333242283529	0.002311114359053996	172.3	Carcinoma in situ of skin	0.0021304198253387324	1028	481506
0	246253.0	228215.0	2817.0	6.0	Status	0.011310073473320753	2.6290306325885875e-05	174.1	Breast cancer [female]	0.005914630696996172	2823	474468
0	243311.0	204588.0	664.0	516.0	Status	0.002721590326877754	0.0025157968640299555	195.0	Cancer, suspected or other	0.002627600043644882	1180	447899
0	272526.0	218827.0	149.0	60.0	Status	0.0005464380672962317	0.0002741140405780151	187.0	Cancer of other male genital organs	0.0004251752576480688	209	491353
0	237009.0	228244.0	2571.0	1.0	Status	0.010731279739544202	4.381256982628316e-06	180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.005497782290386362	2572	465253
0	270955.0	224287.0	288.0	798.0	Status	0.0010617785528105794	0.0035453273207899237	189.2	Cancer of bladder	0.0021880691800583484	1086	495242
0	270955.0	224287.0	1136.0	2953.0	Status	0.004175073780463154	0.012995071290265798	189.0	Cancer of urinary organs (incl. kidney and bladder)	0.008188956824230821	4089	495242
0	271477.0	226754.0	692.0	579.0	Status	0.0025425379084318936	0.0025469245556078526	210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.002544534356218794	1271	498231
0	257323.0	209396.0	13545.0	17091.0	Status	0.050005906936219854	0.07546128475365033	208.0	Benign neoplasm of colon	0.061597852640468076	30636	466719
0	262119.0	218419.0	5190.0	3237.0	Status	0.01941573235469064	0.014603710253726495	211.0	Benign neoplasm of other parts of digestive system	0.017234362377675293	8427	480538
0	270615.0	227440.0	2031.0	972.0	Status	0.0074492198675205215	0.00425546818906187	229.0	Benign neoplasm of unspecified sites	0.005993318138818261	3003	498055
0	272477.0	228146.0	206.0	288.0	Status	0.0007554559690189708	0.001260758030765998	212.0	Benign neoplasm of respiratory and intrathoracic organs	0.0009857977278759252	494	500623
0	238939.0	212818.0	244.0	170.0	Status	0.0010201393911774667	0.0007981670328844817	213.0	Benign neoplasm of bone and articular cartilage	0.0009155828215431772	414	451757
0	267782.0	223104.0	671.0	1607.0	Status	0.0024995064312933737	0.007151407808251488	214.0	Lipoma	0.00461915306064514	2278	490886
0	267782.0	223104.0	3476.0	3220.0	Status	0.012814368608483437	0.014227390820240009	214.1	Lipoma of skin and subcutaneous tissue	0.013457078431293736	6696	490886
0	271487.0	227491.0	1196.0	943.0	Status	0.004386045334692665	0.004128107024348389	228.0	Hemangioma and lymphangioma, any site	0.004268464250863571	2139	498978
0	267782.0	223104.0	847.0	604.0	Status	0.003153047511623838	0.0026999481466912223	215.0	Other benign neoplasm of connective and other soft tissue	0.002947168301387058	1451	490886
0	243311.0	204588.0	799.0	822.0	Status	0.0032731145794928514	0.0040017525923762235	199.0	Neoplasm of uncertain behavior	0.0036060686954974197	1621	447899
0	265302.0	223919.0	6934.0	4140.0	Status	0.025470547613100396	0.01815319719897044	216.0	Benign neoplasm of skin	0.022134940385172747	11074	489221
0	264295.0	228076.0	1877.0	19.0	Status	0.0070518311467772715	8.329862557267805e-05	610.4	Benign neoplasm of breast	0.0038359833854981215	1896	492371
0	252403.0	227665.0	13875.0	2.0	Status	0.05210719623851764	8.784760198008495e-06	218.1	Uterine leiomyoma	0.028094221016509935	13877	480068
0	252403.0	227665.0	471.0		Status	0.0018625876918939867	0.0	218.2	Other benign neoplasm of uterus	0.0009801493739321886	471	480068
0	236372.0	227486.0	272.0		Status	0.0011494058585892733	0.0	221.0	Benign neoplasm of other female genital organs	0.0005860427035528839	272	463858
0	272526.0	218827.0	1.0	204.0	Status	3.6693612009085337e-06	0.0009313750108432139	222.0	Benign neoplasm of male genital organs	0.00041704132574385934	205	491353
0	238939.0	212818.0	95.0	172.0	Status	0.00039743300116301444	0.0008075496502183201	223.0	Benign neoplasm of kidney and other urinary organs	0.0005906766012424119	267	451757
0	271319.0	227337.0	54.0	33.0	Status	0.0001989881086180276	0.00014513788098693758	224.0	Benign neoplasm of eye	0.00017443853848575318	87	498656
0	271319.0	227337.0	49.0	37.0	Status	0.00018056661065416702	0.000162727488631066	224.1	Benign neoplasm of eye, uveal	0.00017243384355037275	86	498656
0	271319.0	227337.0	730.0	377.0	Status	0.0026833401335788773	0.001655585515163758	225.1	Benign neoplasm of brain, cranial nerves, meninges	0.002215049933668559	1107	498656
0	271319.0	227337.0	55.0	18.0	Status	0.00020267232675201015	7.917133997492907e-05	225.2	Benign neoplasm of spinal cord, meninges	0.00014637207782182307	73	498656
