PheCode	Phenotype	Total_Cases	Total_Controls	Total_Prevalence	index	Female_Controls	Male_Controls	Female_Cases	Male_Cases	index	Female_Prevalence	Male_Prevalence	index	30-39_Controls	40-49_Controls	50-59_Controls	60-69_Controls	70-79_Controls	30-39_Cases	40-49_Cases	50-59_Cases	60-69_Cases	70-79_Cases	index	30-39_Prevalence	40-49_Prevalence	50-59_Prevalence	60-69_Prevalence	70-79_Prevalence	index	AsianG_Controls	BlackG_Controls	ChineseG_Controls	MixedG_Controls	OtherEthnicityG_Controls	WhiteG_Controls	AsianG_Cases	BlackG_Cases	ChineseG_Cases	MixedG_Cases	OtherEthnicityG_Cases	WhiteG_Cases	index	AsianG_Prevalence	BlackG_Prevalence	ChineseG_Prevalence	MixedG_Prevalence	OtherEthnicityG_Prevalence	WhiteG_Prevalence	index	African_Controls	Any other Asian background_Controls	Any other Black background_Controls	Any other mixed background_Controls	Any other white background_Controls	Asian or Asian British_Controls	Bangladeshi_Controls	Black or Black British_Controls	British_Controls	Caribbean_Controls	Chinese_Controls	Do not know_Controls	Indian_Controls	Irish_Controls	Mixed_Controls	Other ethnic group_Controls	Pakistani_Controls	Prefer not to answer_Controls	White_Controls	White and Asian_Controls	White and Black African_Controls	White and Black Caribbean_Controls	African_Cases	Any other Asian background_Cases	Any other Black background_Cases	Any other mixed background_Cases	Any other white background_Cases	Asian or Asian British_Cases	Bangladeshi_Cases	Black or Black British_Cases	British_Cases	Caribbean_Cases	Chinese_Cases	Do not know_Cases	Indian_Cases	Irish_Cases	Mixed_Cases	Other ethnic group_Cases	Pakistani_Cases	Prefer not to answer_Cases	White_Cases	White and Asian_Cases	White and Black African_Cases	White and Black Caribbean_Cases	index	African_Prevalence	Any other Asian background_Prevalence	Any other Black background_Prevalence	Any other mixed background_Prevalence	Any other white background_Prevalence	Asian or Asian British_Prevalence	Bangladeshi_Prevalence	Black or Black British_Prevalence	British_Prevalence	Caribbean_Prevalence	Chinese_Prevalence	Do not know_Prevalence	Indian_Prevalence	Irish_Prevalence	Mixed_Prevalence	Other ethnic group_Prevalence	Pakistani_Prevalence	Prefer not to answer_Prevalence	White_Prevalence	White and Asian_Prevalence	White and Black African_Prevalence	White and Black Caribbean_Prevalence	index	0_Controls	1_Controls	2_Controls	3_Controls	4_Controls	0_Cases	1_Cases	2_Cases	3_Cases	4_Cases	index	0.0_Prevalence	1.0_Prevalence	2.0_Prevalence	3.0_Prevalence	4.0_Prevalence
149.1	Cancer of oropharynx	352	498231	0.0007060008062850118	0	271477.0	226754.0	93.0	259.0	Status	0.0003424531428361012	0.0011409038248910855	0	6.0	116993.0	165719.0	213111.0	2402.0		55.0	157.0	139.0	1.0	Status	0.0	0.00046989269359578976	0.000946490149268128	0.0006518171160609614	0.0004161464835622139	0	9812.0	8026.0	1559.0	2939.0	6398.0	469497.0	4.0		1.0	3.0	2.0	342.0	Status	0.00040749796251018743	0.0	0.000641025641025641	0.0010197144799456153	0.0003125	0.0007279089219924272	0	3373.0	1803.0	123.0	1027.0	16231.0	43.0	234.0	27.0	439588.0	4503.0	1559.0	217.0	5908.0	13111.0	48.0	4526.0	1824.0	1655.0	567.0	824.0	422.0	618.0				1.0	14.0				306.0		1.0		4.0	22.0		2.0					2.0		Status	0.0	0.0	0.0	0.0009727626459143969	0.0008618036318867344	0.0	0.0	0.0	0.0006956221271488131	0.0	0.000641025641025641	0.0	0.0006765899864682003	0.0016751694205436687	0.0	0.00044169611307420494	0.0	0.0	0.0	0.0	0.0047169811320754715	0.0	0	99852.0	99648.0	99673.0	99614.0	99444.0	43.0	54.0	71.0	68.0	116.0	Status	0.000430451974573302	0.0005416140097490522	0.0007118222649983959	0.0006821692983688128	0.0011651265568501407
149.2	Cancer of nasopharynx	56	498231	0.0001123850311166055	0	271477.0	226754.0	21.0	35.0	Status	7.734863608571702e-05	0.0001543284727213401	0	6.0	116993.0	165719.0	213111.0	2402.0		6.0	25.0	25.0		Status	0.0	5.128248959392815e-05	0.00015083502268558742	0.00011729599879888897	0.0	0	9812.0	8026.0	1559.0	2939.0	6398.0	469497.0	3.0	2.0	4.0		1.0	46.0	Status	0.0003056546102903719	0.00024912805181863477	0.0025591810620601407	0.0	0.0001562744178777934	9.796759828173351e-05	0	3373.0	1803.0	123.0	1027.0	16231.0	43.0	234.0	27.0	439588.0	4503.0	1559.0	217.0	5908.0	13111.0	48.0	4526.0	1824.0	1655.0	567.0	824.0	422.0	618.0	1.0				2.0				40.0	1.0	4.0		1.0	4.0			2.0	1.0					Status	0.0002963841138114997	0.0	0.0	0.0	0.00012320581531448285	0.0	0.0	0.0	9.098601544942543e-05	0.00022202486678507994	0.0025591810620601407	0.0	0.00016923337282112033	0.0003049942813572246	0.0	0.0	0.001095290251916758	0.0006038647342995169	0.0	0.0	0.0	0.0	0	99852.0	99648.0	99673.0	99614.0	99444.0	8.0	14.0	8.0	9.0	17.0	Status	8.011215701982776e-05	0.00014047480484036042	8.025601669325148e-05	9.034058400168636e-05	0.00017092126562170097
149.3	Cancer of hypopharynx	74	498231	0.00014850342661622902	0	271477.0	226754.0	19.0	55.0	Status	6.998261484515425e-05	0.00024249478636209323	0	6.0	116993.0	165719.0	213111.0	2402.0		6.0	23.0	44.0	1.0	Status	0.0	5.128248959392815e-05	0.00013876989537956583	0.00020642255635570358	0.0004161464835622139	0	9812.0	8026.0	1559.0	2939.0	6398.0	469497.0	1.0				1.0	72.0	Status	0.00010190563538163661	0.0	0.0	0.0	0.0001562744178777934	0.00015333209815809816	0	3373.0	1803.0	123.0	1027.0	16231.0	43.0	234.0	27.0	439588.0	4503.0	1559.0	217.0	5908.0	13111.0	48.0	4526.0	1824.0	1655.0	567.0	824.0	422.0	618.0					2.0				64.0				1.0	6.0		1.0							Status	0.0	0.0	0.0	0.0	0.00012320581531448285	0.0	0.0	0.0	0.00014556967783610673	0.0	0.0	0.0	0.00016923337282112033	0.0004574216665396051	0.0	0.0002208968411751712	0.0	0.0	0.0	0.0	0.0	0.0	0	99852.0	99648.0	99673.0	99614.0	99444.0	3.0	8.0	13.0	17.0	33.0	Status	3.0043563166591557e-05	8.027614995584812e-05	0.00013040948578536604	0.00017062962331001395	0.00033173497391356793
150.0	Cancer of esophagus	1060	477985	0.002212735755513574	0	261016.0	216969.0	264.0	796.0	Status	0.0010104102878138396	0.0036553165109177326	0	6.0	115385.0	160093.0	200305.0	2196.0		46.0	274.0	724.0	16.0	Status	0.0	0.0003985064670669058	0.001708580942463225	0.0036014704346139115	0.007233273056057866	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	5.0	4.0	1.0	2.0	13.0	1035.0	Status	0.0005244938634217979	0.0005103993875207349	0.0006587615283267457	0.0006990562740300594	0.0021008403361344537	0.0022943507984784133	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	1.0				17.0				985.0	3.0	1.0	1.0	4.0	33.0		5.0	1.0	7.0		2.0			Status	0.0003029385034837928	0.0	0.0	0.0	0.0010784064958132453	0.0	0.0	0.0	0.002332802038655832	0.0006836827711941659	0.0006587615283267457	0.004784688995215311	0.000697350069735007	0.002627179364700263	0.0	0.001139211665527455	0.0005605381165919282	0.00440251572327044	0.0	0.0024813895781637717	0.0	0.0	0	95931.0	95544.0	95609.0	95577.0	95324.0	172.0	191.0	207.0	195.0	295.0	Status	0.0017897464179057886	0.0019950906147177105	0.0021603907489354595	0.0020360857035459216	0.0030851608989845114
151.0	Cancer of stomach	855	477985	0.001785565115696266	0	261016.0	216969.0	255.0	600.0	Status	0.0009759981015880063	0.0027577458185679025	0	6.0	115385.0	160093.0	200305.0	2196.0		52.0	201.0	588.0	14.0	Status	0.0	0.0004504621568474579	0.0012539458744556878	0.0029269312519599987	0.006334841628959276	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	13.0	15.0	2.0	2.0	9.0	814.0	Status	0.0013625406141913846	0.00191131498470948	0.0013166556945358788	0.0006990562740300594	0.0014553686934023287	0.0018053303821134786	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	7.0			1.0	20.0				763.0	8.0	2.0	1.0	8.0	30.0		4.0	5.0	4.0	1.0	1.0			Status	0.0021167221046265497	0.0	0.0	0.0010030090270812437	0.001268472125325046	0.0	0.0	0.0	0.0018079840385576884	0.001821078989301161	0.0013166556945358788	0.004784688995215311	0.0013937282229965157	0.0023889154323936935	0.0	0.0009115770282588879	0.002796420581655481	0.002520478890989288	0.001834862385321101	0.0012422360248447205	0.0	0.0	0	95931.0	95544.0	95609.0	95577.0	95324.0	134.0	163.0	160.0	181.0	217.0	Status	0.0013948888773226461	0.001703114714702164	0.0016706867566749157	0.0018901814991958896	0.002271276206026732
159.2	Malignant neoplasm of small intestine, including duodenum	272	477985	0.0005687318742851647	0	261016.0	216969.0	120.0	152.0	Status	0.00045953066601311194	0.000700070467619438	0	6.0	115385.0	160093.0	200305.0	2196.0		22.0	73.0	174.0	3.0	Status	0.0	0.00019062968450787214	0.0004557771312263527	0.0008679213284184379	0.001364256480218281	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	3.0	3.0		1.0	2.0	263.0	Status	0.0003147623544224111	0.00038284839203675346	0.0	0.00034965034965034965	0.00032378177108628785	0.0005840083848504228	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	1.0	1.0		1.0	2.0				253.0	2.0			2.0	8.0		2.0							Status	0.0003029385034837928	0.0005711022272986865	0.0	0.0010030090270812437	0.0001269921899803162	0.0	0.0	0.0	0.0006002272797367541	0.00045589240939138365	0.0	0.0	0.0003487966515521451	0.0006381620931716656	0.0	0.00045599635202918376	0.0	0.0	0.0	0.0	0.0	0.0	0	95931.0	95544.0	95609.0	95577.0	95324.0	53.0	41.0	45.0	63.0	70.0	Status	0.0005521753625604267	0.0004289375948109013	0.0004704455642210467	0.0006587202007528231	0.0007337987714111999
153.2	Colon cancer	4388	461826	0.009411986770024066	0	255048.0	206778.0	1977.0	2411.0	Status	0.007691858768602276	0.011525462619927434	0	6.0	113544.0	155597.0	190597.0	2082.0		278.0	1106.0	2955.0	49.0	Status	0.0	0.002442410078895117	0.007057937627231132	0.015267215011986444	0.02299389957766307	0	9301.0	7617.0	1474.0	2761.0	5980.0	434693.0	42.0	49.0	10.0	26.0	52.0	4209.0	Status	0.004495344107888258	0.006391860161753196	0.006738544474393531	0.009329027628274129	0.008620689655172414	0.009589840100979262	0	3249.0	1701.0	118.0	955.0	15237.0	40.0	217.0	25.0	407024.0	4225.0	1474.0	200.0	5605.0	11911.0	45.0	4250.0	1738.0	1530.0	521.0	781.0	399.0	581.0	19.0	7.0		12.0	97.0		1.0		3946.0	30.0	10.0	1.0	28.0	158.0	1.0	34.0	6.0	17.0	8.0	4.0	4.0	5.0	Status	0.005813953488372093	0.004098360655737705	0.0	0.012409513960703205	0.006325811921220816	0.0	0.0045871559633027525	0.0	0.009601674088132953	0.007050528789659225	0.006738544474393531	0.004975124378109453	0.004970708325936446	0.013091391167453807	0.021739130434782608	0.007936507936507936	0.0034403669724770644	0.01098901098901099	0.015122873345935728	0.005095541401273885	0.009925558312655087	0.008532423208191127	0	93119.0	92420.0	92572.0	92347.0	91368.0	859.0	928.0	851.0	852.0	898.0	Status	0.009140437123582115	0.009941294939366671	0.009109105894694026	0.00914172898850846	0.00973272928272603
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	2950	461826	0.006347143570235985	0	255048.0	206778.0	1179.0	1771.0	Status	0.004601388612441312	0.00849200907220845	0	6.0	113544.0	155597.0	190597.0	2082.0		191.0	840.0	1888.0	31.0	Status	0.0	0.0016793423308568162	0.0053695736942027785	0.009808556510896953	0.014671083767155703	0	9301.0	7617.0	1474.0	2761.0	5980.0	434693.0	25.0	21.0	3.0	13.0	27.0	2861.0	Status	0.00268067767531632	0.0027494108405341712	0.002031144211238998	0.004686373467916366	0.004494756117862494	0.0065386215187154045	0	3249.0	1701.0	118.0	955.0	15237.0	40.0	217.0	25.0	407024.0	4225.0	1474.0	200.0	5605.0	11911.0	45.0	4250.0	1738.0	1530.0	521.0	781.0	399.0	581.0	6.0	6.0		5.0	63.0		1.0		2684.0	15.0	3.0	1.0	14.0	112.0	1.0	14.0	4.0	12.0	2.0	1.0	4.0	2.0	Status	0.0018433179723502304	0.0035149384885764497	0.0	0.005208333333333333	0.00411764705882353	0.0	0.0045871559633027525	0.0	0.006551007058685698	0.003537735849056604	0.002031144211238998	0.004975124378109453	0.0024915465385299874	0.009315478665890376	0.021739130434782608	0.003283302063789869	0.002296211251435132	0.007782101167315175	0.0038240917782026767	0.0012787723785166241	0.009925558312655087	0.003430531732418525	0	93119.0	92420.0	92572.0	92347.0	91368.0	626.0	581.0	561.0	601.0	581.0	Status	0.006677689476772095	0.006247244653283298	0.006023643606455284	0.0064659809786116965	0.006318720160088745
153.0	Colorectal cancer	37	461826	8.011033574891256e-05	0	255048.0	206778.0	24.0	13.0	Status	9.40910801656003e-05	6.286540516753631e-05	0	6.0	113544.0	155597.0	190597.0	2082.0		5.0	7.0	25.0		Status	0.0	4.4033853226360424e-05	4.49859900773759e-05	0.0001311496049773898	0.0	0	9301.0	7617.0	1474.0	2761.0	5980.0	434693.0						37.0	Status	0.0	0.0	0.0	0.0	0.0	8.511029834609988e-05	0	3249.0	1701.0	118.0	955.0	15237.0	40.0	217.0	25.0	407024.0	4225.0	1474.0	200.0	5605.0	11911.0	45.0	4250.0	1738.0	1530.0	521.0	781.0	399.0	581.0					3.0				33.0					1.0									Status	0.0	0.0	0.0	0.0	0.0001968503937007874	0.0	0.0	0.0	8.106972733548373e-05	0.0	0.0	0.0	0.0	8.3948959032908e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	93119.0	92420.0	92572.0	92347.0	91368.0	6.0	6.0	6.0	9.0	10.0	Status	6.442953020134228e-05	6.491679830350768e-05	6.481021408974055e-05	9.744900168911603e-05	0.00010943553152837664
155.0	Cancer of liver and intrahepatic bile duct	413	477985	0.0008632979234863023	0	261016.0	216969.0	189.0	224.0	Status	0.0007235696100763768	0.0010313407890677876	0	6.0	115385.0	160093.0	200305.0	2196.0		22.0	116.0	266.0	9.0	Status	0.0	0.00019062968450787214	0.0007240542041957693	0.001326213660000698	0.004081632653061225	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	8.0	8.0	3.0	1.0	6.0	387.0	Status	0.0008389261744966443	0.0010202780257620202	0.001973684210526316	0.00034965034965034965	0.000970716712506067	0.0008591217866181237	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	3.0	2.0			9.0		2.0		369.0	5.0	3.0		3.0	8.0		5.0	1.0	1.0	1.0			1.0	Status	0.0009082652134423251	0.001141552511415525	0.0	0.0	0.0005712109672505713	0.0	0.008968609865470852	0.0	0.0008751894464960403	0.0011389521640091116	0.001973684210526316	0.0	0.0005231037489102005	0.0006381620931716656	0.0	0.001139211665527455	0.0005605381165919282	0.0006313131313131314	0.001834862385321101	0.0	0.0	0.001652892561983471	0	95931.0	95544.0	95609.0	95577.0	95324.0	72.0	71.0	96.0	85.0	89.0	Status	0.0007499765632323989	0.0007425613136014224	0.0010030823885899378	0.0008885450858230018	0.0009327869367905841
155.1	Malignant neoplasm of liver, primary	250	477985	0.0005227555490501532	0	261016.0	216969.0	76.0	174.0	Status	0.00029108513474177683	0.0008013152622925906	0	6.0	115385.0	160093.0	200305.0	2196.0		14.0	74.0	155.0	7.0	Status	0.0	0.00012131820899661176	0.0004620177689536546	0.0007732215903422129	0.0031774852473899226	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	10.0	3.0	3.0		9.0	225.0	Status	0.0010484378276368212	0.00038284839203675346	0.001973684210526316	0.0	0.0014553686934023287	0.0004996691080129159	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	2.0	3.0			3.0				215.0	1.0	3.0		4.0	7.0		8.0	3.0	1.0					Status	0.0006056935190793458	0.0017113519680547634	0.0	0.0	0.00019047619047619048	0.0	0.0	0.0	0.0005101205545366326	0.00022799817601459188	0.001973684210526316	0.0	0.000697350069735007	0.0005584363781412046	0.0	0.0018214936247723133	0.0016797312430011197	0.0006313131313131314	0.0	0.0	0.0	0.0	0	95931.0	95544.0	95609.0	95577.0	95324.0	29.0	44.0	55.0	60.0	62.0	Status	0.0003022092538557732	0.0004603088253755702	0.000574928917879244	0.0006273722513253239	0.0006499905646530937
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	308	477985	0.0006439567378155231	0	261016.0	216969.0	157.0	151.0	Status	0.0006011341141695352	0.0006954679439941046	0	6.0	115385.0	160093.0	200305.0	2196.0		20.0	78.0	206.0	4.0	Status	0.0	0.00017330271652008146	0.00048697954061596667	0.0010273750567300548	0.0018181818181818182	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	7.0	3.0	2.0	1.0	5.0	290.0	Status	0.0007341373885684321	0.00038284839203675346	0.0013166556945358788	0.00034965034965034965	0.0008090614886731392	0.0006439250116017524	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	2.0	1.0			8.0		2.0		275.0	1.0	2.0		4.0	7.0		4.0		1.0				1.0	Status	0.0006056935190793458	0.0005711022272986865	0.0	0.0	0.0005077753094255791	0.0	0.008968609865470852	0.0	0.0006523869057644907	0.00022799817601459188	0.0013166556945358788	0.0	0.000697350069735007	0.0005584363781412046	0.0	0.0009115770282588879	0.0	0.0006313131313131314	0.0	0.0	0.0	0.001652892561983471	0	95931.0	95544.0	95609.0	95577.0	95324.0	44.0	67.0	64.0	59.0	74.0	Status	0.00045845272206303727	0.0007007561891414168	0.0006689452614635268	0.0006169224978041742	0.0007756976037233485
157.0	Pancreatic cancer	971	477985	0.002027326100936203	0	261016.0	216969.0	461.0	510.0	Status	0.0017630613782474176	0.0023450540052142965	0	6.0	115385.0	160093.0	200305.0	2196.0		71.0	250.0	639.0	11.0	Status	0.0	0.0006149528824833703	0.001559157555989348	0.003179990445099132	0.004984141368373357	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	15.0	8.0	3.0	4.0	8.0	933.0	Status	0.0015718327569946558	0.0010202780257620202	0.001973684210526316	0.0013971358714634998	0.0012938702895034773	0.002068708620284431	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	5.0	4.0		3.0	28.0		1.0		876.0	3.0	3.0		10.0	26.0		6.0		2.0	3.0			1.0	Status	0.0015128593040847202	0.002280501710376283	0.0	0.003003003003003003	0.0017749603803486529	0.0	0.0045045045045045045	0.0	0.002075190107312913	0.0006836827711941659	0.001973684210526316	0.0	0.0017415534656913968	0.0020710530508204557	0.0	0.001366742596810934	0.0	0.0012618296529968455	0.005484460694698354	0.0	0.0	0.001652892561983471	0	95931.0	95544.0	95609.0	95577.0	95324.0	178.0	195.0	199.0	191.0	208.0	Status	0.0018520638025575128	0.002036787516059286	0.002077070808283233	0.0019944031409238993	0.0021772809111083196
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	7519	477985	0.015486999077247562	0	261016.0	216969.0	3303.0	4216.0	Status	0.012496263984049577	0.019060967063770147	0	6.0	115385.0	160093.0	200305.0	2196.0		544.0	1916.0	4969.0	90.0	Status	0.0	0.004692527322757895	0.011826503465856834	0.024206670109219872	0.03937007874015748	0	9528.0	7833.0	1517.0	2859.0	6175.0	450073.0	81.0	85.0	16.0	35.0	81.0	7221.0	Status	0.00842959725257571	0.01073503409952008	0.010437051532941943	0.012093987560469938	0.01294757033248082	0.01579071669429295	0	3300.0	1750.0	121.0	996.0	15747.0	42.0	221.0	27.0	421254.0	4385.0	1517.0	208.0	5732.0	12528.0	46.0	4384.0	1783.0	1583.0	544.0	804.0	409.0	604.0	39.0	17.0		12.0	170.0	1.0	5.0		6786.0	46.0	16.0	3.0	48.0	258.0	2.0	50.0	10.0	28.0	7.0	7.0	8.0	6.0	Status	0.011680143755615454	0.009620826259196379	0.0	0.011904761904761904	0.010680404598856568	0.023255813953488372	0.022123893805309734	0.0	0.015853658536585366	0.010381403746332656	0.010437051532941943	0.014218009478672985	0.008304498269896194	0.02017832003754106	0.041666666666666664	0.011276499774470004	0.005577244841048522	0.01738050900062073	0.012704174228675136	0.008631319358816275	0.019184652278177457	0.009836065573770493	0	95931.0	95544.0	95609.0	95577.0	95324.0	1457.0	1518.0	1442.0	1554.0	1548.0	Status	0.014960775454881505	0.0156394881622056	0.014858167355308033	0.01599901164406832	0.01597984969857131
149.9	Cancer of of nasal cavities	78	498231	0.00015652938237117932	0	271477.0	226754.0	37.0	41.0	Status	0.00013627289937167146	0.00018077999955907318	0	6.0	116993.0	165719.0	213111.0	2402.0		10.0	24.0	44.0		Status	0.0	8.54678939856243e-05	0.00014480249542967125	0.00020642255635570358	0.0	0	9812.0	8026.0	1559.0	2939.0	6398.0	469497.0						78.0	Status	0.0	0.0	0.0	0.0	0.0	0.0001661076505350583	0	3373.0	1803.0	123.0	1027.0	16231.0	43.0	234.0	27.0	439588.0	4503.0	1559.0	217.0	5908.0	13111.0	48.0	4526.0	1824.0	1655.0	567.0	824.0	422.0	618.0					1.0				76.0					1.0									Status	0.0	0.0	0.0	0.0	6.160670280926565e-05	0.0	0.0	0.0	0.00017285927435496196	0.0	0.0	0.0	0.0	7.62660158633313e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	99852.0	99648.0	99673.0	99614.0	99444.0	14.0	13.0	13.0	19.0	19.0	Status	0.00014018785172130655	0.00013044219905479577	0.00013040948578536604	0.00019069986851745908	0.0001910258085921398
149.4	Cancer of larynx	341	498231	0.0006839533708270821	0	271477.0	226754.0	41.0	300.0	Status	0.0001510028801037132	0.001321271591779929	0	6.0	116993.0	165719.0	213111.0	2402.0		20.0	72.0	243.0	6.0	Status	0.0	0.00017092117969798228	0.0004342817161365816	0.0011389521640091116	0.0024916943521594683	0	9812.0	8026.0	1559.0	2939.0	6398.0	469497.0	4.0			2.0	1.0	334.0	Status	0.00040749796251018743	0.0	0.0	0.0006800408024481469	0.0001562744178777934	0.0007108939171744734	0	3373.0	1803.0	123.0	1027.0	16231.0	43.0	234.0	27.0	439588.0	4503.0	1559.0	217.0	5908.0	13111.0	48.0	4526.0	1824.0	1655.0	567.0	824.0	422.0	618.0					8.0				315.0				4.0	11.0		1.0				1.0	1.0		Status	0.0	0.0	0.0	0.0	0.0004926411724859905	0.0	0.0	0.0	0.0007160669511233159	0.0	0.0	0.0	0.0006765899864682003	0.0008382868465172992	0.0	0.0002208968411751712	0.0	0.0	0.0	0.0012121212121212121	0.002364066193853428	0.0	0	99852.0	99648.0	99673.0	99614.0	99444.0	28.0	51.0	47.0	70.0	145.0	Status	0.0002803364036844213	0.0005115397346011494	0.00047131969514640994	0.000702219012078167	0.001455984094628925
165.1	Cancer of bronchus; lung	3725	496775	0.007442557442557443	0	270795.0	225980.0	1733.0	1992.0	Status	0.006358979627781366	0.00873791518256628	0	6.0	117211.0	165628.0	211561.0	2369.0		187.0	919.0	2576.0	43.0	Status	0.0	0.001592872110257415	0.005517961896641789	0.012029681932594554	0.01782752902155887	0	9832.0	8005.0	1565.0	2928.0	6384.0	468061.0	30.0	34.0	4.0	26.0	37.0	3594.0	Status	0.003041979314540661	0.004229381763900982	0.0025493945188017845	0.008801624915368992	0.005762342314281264	0.007619976465848979	0	3367.0	1804.0	123.0	1018.0	16201.0	43.0	233.0	27.0	438264.0	4488.0	1565.0	216.0	5923.0	13031.0	48.0	4522.0	1829.0	1646.0	565.0	823.0	420.0	619.0	14.0	4.0		13.0	99.0		3.0		3337.0	20.0	4.0	1.0	19.0	153.0	1.0	21.0	4.0	15.0	5.0	8.0	4.0		Status	0.004140786749482402	0.0022123893805309734	0.0	0.012609117361784675	0.0060736196319018405	0.0	0.012711864406779662	0.0	0.007556595206985491	0.0044365572315882874	0.0025493945188017845	0.004608294930875576	0.0031975765735442613	0.01160497572815534	0.02040816326530612	0.004622496147919877	0.002182214948172395	0.009030704394942806	0.008771929824561403	0.009626955475330927	0.009433962264150943	0.0	0	99721.0	99486.0	99460.0	99304.0	98804.0	485.0	588.0	609.0	778.0	1265.0	Status	0.004840029539149352	0.005875652017507045	0.00608580079744976	0.007773625626985871	0.012641277518512227
164.0	Cancer of intrathoracic organs	81	496775	0.00016302510184037225	0	270795.0	225980.0	38.0	43.0	Status	0.00014030786499429537	0.00019024612539431828	0	6.0	117211.0	165628.0	211561.0	2369.0		7.0	23.0	51.0		Status	0.0	5.9717790782985546e-05	0.00013884612830589613	0.0002410071262499291	0.0	0	9832.0	8005.0	1565.0	2928.0	6384.0	468061.0	1.0	3.0				77.0	Status	0.00010169836265636123	0.0003746253746253746	0.0	0.0	0.0	0.00016448141360026318	0	3367.0	1804.0	123.0	1018.0	16201.0	43.0	233.0	27.0	438264.0	4488.0	1565.0	216.0	5923.0	13031.0	48.0	4522.0	1829.0	1646.0	565.0	823.0	420.0	619.0	1.0				2.0				73.0	2.0				2.0			1.0						Status	0.0002969121140142518	0.0	0.0	0.0	0.0001234339319879035	0.0	0.0	0.0	0.00016653853085639588	0.00044543429844097997	0.0	0.0	0.0	0.00015345661014348194	0.0	0.0	0.000546448087431694	0.0	0.0	0.0	0.0	0.0	0	99721.0	99486.0	99460.0	99304.0	98804.0	17.0	18.0	16.0	14.0	16.0	Status	0.0001704465700134352	0.0001808972503617945	0.00016084281635771444	0.0001409613564509958	0.00016191054442420561
165.0	Cancer within the respiratory system	1704	496775	0.003418398769055467	0	270795.0	225980.0	628.0	1076.0	Status	0.002313731702913902	0.00473891903319005	0	6.0	117211.0	165628.0	211561.0	2369.0		90.0	381.0	1207.0	26.0	Status	0.0	0.0007672568861305531	0.00229505629212874	0.005672845540682809	0.010855949895615866	0	9832.0	8005.0	1565.0	2928.0	6384.0	468061.0	12.0	16.0		12.0	15.0	1649.0	Status	0.001219016659894352	0.0019947637451689314	0.0	0.004081632653061225	0.0023441162681669013	0.003510676800579081	0	3367.0	1804.0	123.0	1018.0	16201.0	43.0	233.0	27.0	438264.0	4488.0	1565.0	216.0	5923.0	13031.0	48.0	4522.0	1829.0	1646.0	565.0	823.0	420.0	619.0	3.0	2.0		4.0	50.0				1531.0	13.0			8.0	67.0	1.0	9.0	2.0	6.0	1.0	4.0	2.0	1.0	Status	0.0008902077151335311	0.0011074197120708748	0.0	0.003913894324853229	0.003076733739462187	0.0	0.0	0.0	0.0034811673620664175	0.0028882470562097314	0.0	0.0	0.0013488450514247176	0.0051152847763017255	0.02040816326530612	0.0019863164864268373	0.0010922992900054614	0.0036319612590799033	0.0017667844522968198	0.0048367593712212815	0.004739336492890996	0.0016129032258064516	0	99721.0	99486.0	99460.0	99304.0	98804.0	264.0	267.0	290.0	342.0	541.0	Status	0.0026403960594089115	0.0026766112297374515	0.0029072681704260654	0.003432149810328563	0.0054456691328199705
