PheCode	Phenotype	MinPrev	MaxPrev
442.11	Abdominal aortic aneurysm	0.2	0.3
531.3	Duodenal ulcer	0.6	0.82
788.0	Syncope and collapse	2.47	2.7
365.11	Primary open angle glaucoma	0.25	0.4
459.9	Circulatory disease NEC	2.78	5.29
835.0	Internal derangement of knee	0.45	1.1
214.1	Lipoma of skin and subcutaneous tissue	1.11	1.37
191.11	Cancer of brain	0.14	0.19
724.9	Other unspecified back disorders	0.03	0.15
783.0	Fever of unknown origin	1.03	1.34
426.8	Other cardiac conduction disorders	0.02	0.02
250.6	Polyneuropathy in diabetes	0.07	0.18
366.1	Nonsenile Cataract	0.0	0.03
411.4	Coronary atherosclerosis	5.53	5.97
537.0	Other disorders of stomach and duodenum	0.93	1.13
681.2	Cellulitis and abscess of face/neck	0.12	0.16
550.2	Diaphragmatic hernia	5.45	8.56
292.0	Neurological disorders	0.09	0.18
117.0	Mycoses	0.02	0.05
480.5	Bronchopneumonia and lung abscess	0.12	0.18
242.3	Exophthalmos	0.03	0.06
216.0	Benign neoplasm of skin	1.48	2.29
604.0	Disorders of penis	0.12	0.23
601.8	Other inflammatory disorders of male genital organs	0.07	0.1
426.3	Bundle branch block	0.06	0.11
370.0	Keratitis	0.03	0.04
385.3	Cholesteatoma	0.14	0.16
333.0	Extrapyramidal disease and abnormal movement disorders	0.03	0.12
697.0	Sarcoidosis	0.15	0.19
965.3	Salicylates causing adverse effects in therapeutic use	0.09	0.11
338.1	Acute pain	0.06	0.13
420.3	Endocarditis	0.12	0.22
433.1	Occlusion and stenosis of precerebral arteries	0.26	0.34
300.13	Phobia	0.0	0.26
579.2	Splenomegaly	0.1	0.17
454.11	Varicose veins of lower extremity, symptomtic	0.15	0.24
571.5	Other chronic nonalcoholic liver disease	0.26	0.61
345.0	Epilepsy, recurrent seizures, convulsions	0.59	0.99
300.3	Obsessive-compulsive disorders	0.01	0.06
519.8	Other diseases of respiratory system, NEC	2.58	3.24
381.1	Otitis media	0.22	0.29
198.5	Secondary malignancy of brain/spine	0.28	0.39
285.22	Anemia in neoplastic disease	0.09	0.17
189.2	Cancer of bladder	0.21	0.37
386.2	Peripheral or central vertigo	0.07	0.14
969.0	Poisoning by psychotropic agents	0.5	0.69
415.0	Pulmonary heart disease	0.98	1.15
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	0.35	0.79
275.1	Disorders of iron metabolism	0.18	0.23
470.0	Septal Deviations/Turbinate Hypertrophy	0.89	1.28
386.3	Labyrinthitis	0.21	0.23
938.2	Chronic dermatitis due to solar radiation	0.03	0.08
871.3	Open wound of foot except toe(s) alone	0.03	0.05
473.3	Paralysis/spasm of vocal cords or larynx	0.06	0.09
560.4	Other intestinal obstruction	1.08	1.24
184.0	Cancer of other female genital organs	0.01	0.04
360.2	Progressive myopia	0.0	0.08
735.0	Acquired foot deformities	0.02	0.04
574.11	Cholelithiasis with acute cholecystitis	0.45	0.62
374.1	Ectropion or entropion	0.21	0.34
429.3	Symptoms involving cardiovascular system	0.03	0.14
695.3	Rosacea	0.09	0.12
522.0	Diseases of pulp and periapical tissues	0.05	0.17
172.3	Carcinoma in situ of skin	0.08	0.23
624.9	stress incontinence, female	1.32	1.53
735.23	Hallux rigidus	0.36	0.44
371.3	Inflammation of eyelids	0.33	0.7
626.8	Infertility, female	0.26	0.38
643.1	Hyperemesis gravidarum	0.01	0.06
625.1	Dyspareunia	0.23	0.28
568.1	Peritoneal adhesions (postoperative) (postinfection)	0.51	1.1
202.24	Large cell lymphoma	0.15	0.18
360.0	Disorders of the globe	0.02	0.03
454.1	Varicose veins of lower extremity	2.87	3.06
269.0	Proteinuria	0.1	0.11
364.5	Corneal dystrophy	0.03	0.07
252.1	Hyperparathyroidism	0.16	0.35
442.1	Aortic aneurysm	0.15	0.19
564.1	Irritable Bowel Syndrome	1.26	2.1
426.31	Right bundle branch block	0.3	0.59
706.1	Acne	0.01	0.02
650.0	Normal delivery	0.0	0.57
694.3	Vascular disorders of skin	0.01	0.05
510.0	Other diseases of lung	0.17	0.3
386.1	Meniere's disease	0.07	0.17
715.1	Sacroiliitis NEC	0.0	0.03
689.0	Disorder of skin and subcutaneous tissue NOS	0.74	1.71
555.2	Ulcerative colitis	0.92	1.03
736.0	Other acquired deformities of limbs	0.01	0.08
415.21	Primary pulmonary hypertension	0.12	0.16
300.0	Anxiety disorders	0.06	0.12
274.21	Chondrocalcinosis	0.04	0.08
963.0	Poisoning by primarily systemic agents	0.05	0.05
563.0	Constipation	3.59	4.08
296.22	Major depressive disorder	0.01	0.14
367.1	Myopia	0.13	0.44
614.53	Cyst or abscess of Bartholin's gland	0.19	0.22
185.0	Cancer of prostate	1.58	1.87
316.0	Substance addiction and disorders	0.09	0.13
561.1	Diarrhea	0.13	0.21
651.0	Multiple gestation	0.0	0.12
781.0	Symptoms involving nervous and musculoskeletal systems	0.28	0.62
227.2	Benign neoplasm of parathyroid gland	0.09	0.11
288.3	Eosinophilia	0.02	0.02
276.13	Hyperpotassemia	0.24	0.37
790.6	Other abnormal blood chemistry	1.17	2.1
741.0	Symptoms and disorders of the joints	0.09	0.15
364.1	Corneal opacity	0.01	0.04
717.0	Polymyalgia Rheumatica	0.15	0.42
695.22	Pemphigus and pemphigoid	0.02	0.03
574.3	Cholecystitis without cholelithiasis	0.72	0.88
189.21	Malignant neoplasm of bladder	0.4	0.61
480.1	Bacterial pneumonia	0.31	0.34
433.5	Cerebral aneurysm	0.09	0.14
149.1	Cancer of oropharynx	0.07	0.1
614.5	Inflammatory disease of cervix, vagina, and vulva	0.04	0.12
379.0	Other disorders of eye	0.06	0.09
145.2	Cancer of tongue	0.08	0.12
626.0	Disorders of menstruation and other abnormal bleeding from female genital tract	0.38	0.45
626.12	Excessive or frequent menstruation	1.86	2.59
452.0	Other venous embolism and thrombosis	0.15	0.19
476.0	Allergic rhinitis	0.1	0.42
580.2	Nephrotic syndrome without mention of glomerulonephritis	0.12	0.22
500.2	Pneumoconiosis	0.04	0.08
687.0	Symptoms affecting skin	0.03	0.08
274.1	Gout	0.04	0.7
244.4	Hypothyroidism NOS	1.35	4.43
338.2	Chronic pain	0.09	0.23
261.2	Vitamin B-complex deficiencies	0.17	0.28
281.12	Other vitamin B12 deficiency anemia	0.03	0.1
585.1	Acute renal failure	1.39	1.92
523.31	Acute periodontitis	0.02	0.04
721.8	Other allied disorders of spine	0.01	0.04
276.1	Electrolyte imbalance	0.03	0.05
240.0	Simple and unspecified goiter	0.15	0.21
316.1	Polyneuropathy due to drugs	0.02	0.03
585.3	Chronic renal failure [CKD]	0.74	1.01
741.4	Joint effusions	0.0	0.08
578.8	Hemorrhage of rectum and anus	3.32	3.73
626.4	Premenstrual tension syndromes	0.03	0.04
818.0	Intracranial hemorrhage (injury)	0.0	0.07
301.2	Antisocial/borderline personality disorder	0.02	0.05
513.8	Disorders of diaphragm	0.03	0.05
527.2	Sialoadenitis	0.06	0.1
53.1	Herpes zoster with nervous system complications	0.02	0.04
315.2	Speech and language disorder	0.0	0.03
366.3	Traumatic cataract	0.01	0.04
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	1.31	1.59
694.2	Other dyschromia	0.12	0.24
728.71	Contracture of palmar fascia [Dupuytren's disease]	0.56	0.76
596.1	Bladder neck obstruction	0.33	0.92
285.0	Other anemias	2.69	3.76
474.0	Acute and chronic tonsillitis	0.1	0.12
478.0	Throat pain	0.09	0.2
800.1	Fracture of neck of femur	0.01	0.06
380.4	Impacted cerumen	0.03	0.12
987.0	Toxic effect of other gases, fumes, or vapors	0.02	0.04
669.0	Complications of labor and delivery NEC	0.0	0.78
458.1	Orthostatic hypotension	0.37	0.53
523.0	Gingival and periodontal diseases	0.07	0.14
622.1	Polyp of corpus uteri	1.32	2.6
726.3	Bursitis	0.08	0.17
277.4	Disorders of bilirubin excretion	0.06	0.11
575.8	Other disorders of biliary tract	0.23	0.37
747.11	Cardiac shunt/ heart septal defect	0.11	0.17
225.1	Benign neoplasm of brain, cranial nerves, meninges	0.18	0.23
556.0	Ulceration of the lower GI tract	0.11	0.16
427.41	Ventricular fibrillation and flutter	0.07	0.12
705.8	Hyperhidrosis	0.11	0.19
458.0	Hypotension	0.07	0.44
529.1	Glossitis	0.06	0.09
622.0	Polyp of female genital organs	0.04	0.06
481.0	Influenza	0.1	0.2
395.4	Nonrheumatic pulmonary valve disorders	0.01	0.07
479.0	Other upper respiratory disease	1.1	1.28
443.9	Peripheral vascular disease, unspecified	0.61	0.81
41.0	Bacterial infection NOS	1.54	1.97
627.0	Menopausal and postmenopausal disorders	0.05	0.26
385.0	Other disorders of middle ear and mastoid	0.03	0.04
577.3	Cyst and pseudocyst of pancreas	0.08	0.12
480.3	Pneumonia due to fungus (mycoses)	0.01	0.04
609.2	Abnormal spermatozoa	0.01	0.04
619.4	Noninflammatory disorders of vagina	0.34	0.75
574.12	Cholelithiasis with other cholecystitis	1.15	1.8
807.0	Fracture of ribs	0.04	0.08
573.9	Abnormal serum enzyme levels	0.03	0.07
378.1	Strabismus (not specified as paralytic)	0.19	0.26
433.0	Cerebrovascular disease	0.34	0.79
38.2	Gram positive septicemia	0.13	0.23
278.3	Localized adiposity	0.01	0.02
272.9	Unspecified disorder of lipoid metabolism	0.02	0.1
426.9	Cardiac pacemaker/device in situ	0.03	0.1
455.0	Hemorrhoids	5.39	8.13
615.0	Endometriosis	0.65	1.04
523.1	Gingivitis	0.01	0.03
874.0	Complication of amputation stump	0.03	0.07
733.0	Other disorders of bone and cartilage	0.03	0.27
79.0	Viral infection	0.75	0.81
610.8	Other specified benign mammary dysplasias	0.13	0.23
198.6	Secondary malignancy of bone	0.78	0.84
550.4	Umbilical hernia	0.86	1.25
383.0	Otosclerosis	0.04	0.1
571.51	Cirrhosis of liver without mention of alcohol	0.2	0.22
771.0	Musculoskeletal symptoms referable to limbs	0.11	0.27
253.0	Disorders of the pituitary gland and its hypothalamic control	0.01	0.03
292.3	Memory loss	0.14	0.22
444.0	Arterial embolism and thrombosis	0.05	0.13
559.0	Ileostomy status	0.44	0.6
159.4	Malignant neoplasm of retroperitoneum and peritoneum	0.05	0.08
501.0	Pneumonitis due to inhalation of food or vomitus	0.12	0.28
289.0	Other diseases of blood and blood-forming organs	0.11	0.16
594.1	Calculus of kidney	0.83	0.91
367.9	Blindness and low vision	0.1	0.23
324.0	Other CNS infection and poliomyelitis	0.07	0.09
427.2	Atrial fibrillation and flutter	3.98	4.57
287.1	Spontaneous ecchymoses	0.02	0.04
246.0	Other disorders of thyroid	0.06	0.14
8.0	Intestinal infection	0.12	0.26
250.14	Type 1 diabetes with neurological manifestations	0.05	0.06
427.8	Sinoatrial node dysfunction (Bradycardia)	0.15	0.2
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	0.2	0.26
290.0	Delirium dementia and amnestic and other cognitive disorders	0.11	0.2
636.2	Early onset of delivery	0.0	0.25
474.2	Chronic tonsillitis and adenoiditis	0.15	0.3
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	0.01	0.05
644.0	Anemia during pregnancy	0.0	0.25
621.0	Endometrial hyperplasia	0.12	0.32
555.21	Ulcerative colitis (chronic)	0.1	0.26
802.0	Fracture of pelvis	0.0	0.03
722.1	Displacement of intervertebral disc	0.04	0.11
800.0	Fracture of lower limb	0.02	0.13
519.0	Other diseases of respiratory system, not elsewhere classified	0.01	0.04
496.0	Chronic airway obstruction	1.7	2.69
550.1	Inguinal hernia	4.05	4.66
590.0	Pyelonephritis	0.3	0.46
184.2	Cancer of other female genital organs (excluding uterus and ovary)	0.08	0.13
858.0	Complication of internal orthopedic device	1.05	1.21
790.0	Nonspecific findings on examination of blood	0.04	0.14
112.0	Candidiasis	0.42	0.73
596.0	Other disorders of bladder	1.85	2.29
738.0	Other acquired musculoskeletal deformity	0.07	0.15
395.2	Nonrheumatic aortic valve disorders	0.08	0.11
700.0	Corns and callosities	0.03	0.09
367.2	Astigmatism	0.02	0.07
803.0	Fracture of upper limb	0.01	0.06
356.0	Hereditary and idiopathic peripheral neuropathy	0.01	0.05
465.0	Acute upper respiratory infections of multiple or unspecified sites	0.31	0.44
713.5	Arthropathy associated with neurological disorders	0.01	0.05
840.0	Sprains and strains	0.04	0.1
527.7	Disturbance of salivary secretion	0.01	0.02
594.0	Urinary calculus	0.1	0.17
277.5	Other disorders of lipoid metabolism	0.05	0.06
189.0	Cancer of urinary organs (incl. kidney and bladder)	0.6	0.85
300.1	Anxiety disorder	0.74	2.31
474.1	Acute tonsillitis	0.16	0.22
751.12	Congenital anomalies of male genital organs	0.05	0.07
625.0	Pain and other symptoms associated with female genital organs	0.19	0.57
411.8	Other chronic ischemic heart disease, unspecified	2.75	4.72
681.3	Cellulitis and abscess of arm/hand	1.63	1.76
516.0	Abnormal sputum	0.01	0.03
334.0	Degenerative disease of the spinal cord	0.29	0.47
800.4	Fracture of patella	0.01	0.04
343.0	Infantile cerebral palsy	0.04	0.06
345.3	Convulsions	0.57	0.83
870.6	Open wound of neck	0.03	0.04
281.11	Pernicious anemia	0.13	0.27
618.1	Prolapse of vaginal walls	1.77	2.16
647.1	Infections of genitourinary tract during pregnancy	0.0	0.15
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	0.08	0.12
569.0	Other disorders of intestine	0.89	1.17
204.12	Lymphoid leukemia, chronic	0.13	0.15
605.0	Erectile dysfunction [ED]	0.06	0.17
250.1	Type 1 diabetes	0.58	0.83
262.0	Mineral deficiency NEC	0.08	0.1
222.0	Benign neoplasm of male genital organs	0.01	0.05
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	0.06	0.1
150.0	Cancer of esophagus	0.19	0.26
377.0	Disorders of optic nerve and visual pathways	0.01	0.07
440.9	Atherosclerosis of aorta	0.05	0.1
334.2	Anterior horn cell disease	0.07	0.09
170.2	Cancer of connective tissue	0.07	0.1
372.0	Disorders of conjunctiva	0.16	0.26
695.42	Systemic lupus erythematosus	0.09	0.12
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	0.0	0.36
573.2	Liver replaced by transplant	0.03	0.03
526.9	Jaw disease NOS	0.05	0.08
591.0	Urinary tract infection	3.76	4.6
201.0	Hodgkin's disease	0.07	0.08
276.6	Fluid overload	0.13	0.21
364.2	Corneal edema	0.01	0.03
599.5	Frequency of urination and polyuria	0.74	1.15
378.2	Nystagmus and other irregular eye movements	0.05	0.07
687.3	Changes in skin texture	0.02	0.03
295.2	Paranoid disorders	0.03	0.08
735.1	Flat foot	0.02	0.05
241.2	Nontoxic multinodular goiter	0.16	0.22
636.0	Early or threatened labor; hemorrhage in early pregnancy	0.0	0.3
353.0	Nerve root and plexus disorders	0.16	0.34
335.0	Multiple sclerosis	0.34	0.38
426.0	Cardiac conduction disorders	0.04	0.06
601.1	Prostatitis	0.13	0.19
601.4	Balanoposthitis	0.08	0.09
331.1	Hydrocephalus	0.12	0.24
525.0	Other diseases of the teeth and supporting structures	0.17	0.83
459.1	Hemorrhage NOS	0.03	0.03
287.32	Secondary thrombocytopenia	0.01	0.03
260.6	Anorexia	0.15	0.27
420.21	Acute pericarditis	0.03	0.06
764.0	Sciatica	0.06	0.43
595.0	Hydronephrosis	0.51	0.63
433.8	Late effects of cerebrovascular disease	0.22	0.46
572.0	Ascites (non malignant)	0.31	0.55
228.0	Hemangioma and lymphangioma, any site	0.29	0.44
411.2	Myocardial infarction	3.22	3.85
187.0	Cancer of other male genital organs	0.04	0.05
819.0	Skull and face fracture and other intercranial injury	0.1	0.29
425.11	Hypertrophic obstructive cardiomyopathy	0.03	0.05
362.3	Other nondiabetic retinopathy	0.0	0.05
293.0	Symptoms involving head and neck	0.39	0.56
331.9	Cerebral degeneration, unspecified	0.12	0.15
759.1	Anomalies of endocrine glands, congenital	0.01	0.04
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	0.0	0.06
365.2	Primary angle-closure glaucoma	0.12	0.24
256.4	Polycystic ovaries	0.02	0.07
285.2	Anemia of chronic disease	0.03	0.11
290.2	Delirium due to conditions classified elsewhere	0.1	0.36
212.0	Benign neoplasm of respiratory and intrathoracic organs	0.1	0.12
253.11	Acromegaly and gigantism	0.02	0.03
359.2	Myopathy	0.05	0.1
530.11	GERD	2.36	5.29
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	0.03	0.13
341.0	Other demyelinating diseases of central nervous system	0.05	0.1
577.0	Diseases of pancreas	0.12	0.19
151.0	Cancer of stomach	0.17	0.23
871.4	Open wound of toe(s)	0.01	0.04
381.11	Suppurative and unspecified otitis media	0.17	0.25
283.1	Autoimmune hemolytic anemias	0.03	0.04
426.2	Atrioventricular [AV] block	0.04	0.06
614.33	Pelvic inflammatory disease, NOS	0.07	0.13
401.1	Essential hypertension	10.83	23.44
740.11	Osteoarthrosis, localized, primary	2.23	4.77
798.0	Malaise and fatigue	0.69	0.89
370.1	Corneal ulcer	0.04	0.05
528.5	Diseases of lips	0.08	0.2
741.2	Stiffness of joint	0.01	0.03
722.7	Intervertebral disc disorder with myelopathy	0.03	0.13
250.22	Type 2 diabetes with renal manifestations	0.03	0.13
270.35	Macroglobulinemia	0.02	0.03
414.0	Other forms of chronic heart disease	0.2	0.76
223.0	Benign neoplasm of kidney and other urinary organs	0.04	0.06
440.2	Atherosclerosis of the extremities	0.13	0.18
384.0	Other disorders of tympanic membrane	0.06	0.12
480.0	Pneumonia	1.25	1.35
949.0	Allergies, other	0.11	0.12
681.0	Superficial cellulitis and abscess	0.12	0.15
446.5	Giant cell arteritis	0.07	0.16
695.9	Unspecified erythematous condition	0.11	0.15
117.4	Aspergillosis	0.04	0.08
695.41	Cutaneous lupus erythematosus	0.02	0.05
426.32	Left bundle branch block	0.43	0.66
626.2	Dysmenorrhea	0.29	0.57
705.3	Hidradenitis	0.05	0.09
395.1	Nonrheumatic mitral valve disorders	0.7	0.99
252.2	Hypoparathyroidism	0.03	0.05
851.0	Complications of transplants and reattached limbs	1.05	2.24
496.2	Chronic bronchitis	0.05	0.11
627.3	Postmenopausal atrophic vaginitis	0.3	0.34
805.0	Fracture of vertebral column without mention of spinal cord injury	0.05	0.1
70.4	Chronic hepatitis	0.07	0.08
245.21	Chronic lymphocytic thyroiditis	0.03	0.06
870.5	Open wound of lip and mouth	0.08	0.12
259.0	Other endocrine disorders	0.01	0.04
624.1	Dystrophy of female genital tract	0.06	0.08
477.0	Epistaxis or throat hemorrhage	0.62	0.73
695.8	Other specified erythematous conditions	0.04	0.05
562.1	Diverticulosis	7.45	9.62
961.1	Poisoning/allergy of sulfonamides	0.14	0.46
990.0	Effects radiation NOS	0.26	1.4
952.0	Spinal cord injury without evidence of spinal bone injury	0.01	0.03
187.1	Malignant neoplasm of unspecified male genital organ	0.02	0.03
395.6	Heart valve replaced	0.35	0.61
727.7	Contracture of tendon (sheath)	0.02	0.05
579.8	Nonspecific abnormal findings in stool contents	0.56	0.64
433.2	Occlusion of cerebral arteries	0.76	0.96
53.0	Herpes zoster	0.09	0.12
349.0	Other and unspecified disorders of the nervous system	0.12	0.12
365.0	Glaucoma	0.48	1.26
253.2	Pituitary hypofunction	0.07	0.13
340.0	Migraine	0.61	0.87
550.0	Abdominal hernia	1.05	1.17
613.8	Other specified disorders of breast	0.07	0.15
367.8	Hypermetropia	0.02	0.09
348.4	Cerebral cysts	0.03	0.06
361.2	Retinoschisis and retinal cysts	0.0	0.03
519.9	Symptoms involving respiratory system and other chest symptoms	0.03	0.09
345.12	Partial epilepsy	0.03	0.11
300.12	Agorophobia, social phobia, and panic disorder	0.06	0.31
276.42	Alkalosis	0.01	0.05
619.5	Noninflammatory disorders of vulva and perineum	0.28	0.37
379.2	Disorders of vitreous body	0.2	0.45
368.2	Diplopia and disorders of binocular vision	0.12	0.22
500.0	Lung disease due to external agents	0.02	0.03
334.1	Spinocerebellar disease	0.04	0.05
284.0	Aplastic anemia	0.12	0.15
317.0	Alcohol-related disorders	1.18	2.08
350.2	Abnormality of gait	0.44	0.71
363.3	Chorioretinal scars	0.0	0.03
303.4	Somatoform disorder	0.02	0.04
306.0	Other mental disorder	0.72	10.17
771.1	Swelling of limb	0.08	0.25
577.1	Acute pancreatitis	0.34	0.45
550.3	Femoral hernia	0.17	0.2
198.4	Secondary malignant neoplasm of liver	0.94	1.04
701.0	Other hypertrophic and atrophic conditions of skin	0.25	0.54
627.2	Symptomatic menopause	0.01	0.05
165.1	Cancer of bronchus; lung	0.65	1.02
870.4	Open wound of nose and sinus	0.03	0.08
715.0	Other inflammatory spondylopathies	0.01	0.12
350.3	Lack of coordination	0.05	0.11
458.2	Iatrogenic hypotension	0.05	0.09
520.2	Disturbances in tooth eruption	0.26	0.54
362.31	Separation of retinal layers	0.01	0.03
352.2	Facial nerve disorders [CN7]	0.18	0.29
727.0	Other disorders of synovium, tendon, and bursa	0.12	0.29
701.5	Abnormal granulation tissue	0.08	0.13
366.0	Cataract	4.36	6.73
281.13	Folate-deficiency anemia	0.05	0.07
599.4	Urinary incontinence	2.01	2.53
251.1	Hypoglycemia	0.25	0.35
577.2	Chronic pancreatitis	0.1	0.15
184.11	Malignant neoplasm of ovary	0.27	0.35
333.4	Torsion dystonia	0.03	0.09
451.0	Phlebitis and thrombophlebitis	0.08	0.12
290.12	Dementia with cerebral degenerations	0.01	0.03
208.0	Benign neoplasm of colon	4.71	6.32
612.2	Hypertrophy of breast (Gynecomastia)	0.16	0.22
257.1	Testicular hypofunction	0.05	0.05
459.0	Other disorders of circulatory system	0.03	0.05
277.0	Other disorders of metabolism	0.19	0.31
500.1	Extrinsic allergic alveolitis	0.0	0.03
939.0	Atopic/contact dermatitis due to other or unspecified	0.36	0.7
732.0	Osteochondropathies	0.05	0.06
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	0.14	0.51
361.0	Retinal detachments and defects	0.53	0.71
613.1	Inflammatory disease of breast	0.17	0.19
938.0	Dermatitis due to solar radiation	0.03	0.07
742.8	Articular cartilage disorder	0.0	0.03
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	0.0	0.07
426.4	Anomalous atrioventricular excitation	0.06	0.09
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	0.14	0.21
656.0	Other perinatal conditions of fetus or newborn	0.05	0.15
348.9	Other conditions of brain, NOS	0.08	0.14
426.91	Cardiac pacemaker in situ	0.4	0.83
136.0	Other infectious and parasitic diseases	0.03	0.07
253.3	Diabetes insipidus	0.02	0.03
958.2	Traumatic and surgical subcutaneous emphysema	0.02	0.02
747.2	Congenital anomalies of peripheral vascular system	0.03	0.07
292.6	Hallucinations	0.05	0.13
149.4	Cancer of larynx	0.05	0.1
585.2	Renal failure NOS	0.31	0.53
941.0	Adverse reaction to serum or vaccine	0.01	0.16
480.12	Pseudomonal pneumonia	0.03	0.05
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	0.27	0.79
622.2	Mucous polyp of cervix	0.63	1.12
619.0	Noninflammatory female genital disorders	0.0	0.35
575.2	Obstruction of bile duct	0.19	0.27
860.0	Bone marrow or stem cell transplant	0.01	0.03
416.0	Cardiomegaly	0.67	0.9
364.4	Corneal degenerations	0.02	0.06
418.1	Precordial pain	0.44	1.3
440.1	Atherosclerosis of renal artery	0.01	0.03
198.7	Secondary malignant neoplasm of skin	0.06	0.11
626.11	Absent or infrequent menstruation	0.02	0.03
665.0	Obstetrical/birth trauma	0.01	1.5
289.5	Diseases of spleen	0.1	0.21
652.0	Malposition and malpresentation of fetus or obstruction	0.0	0.5
686.4	Pyogenic granuloma	0.07	0.1
759.0	Other and unspecified congenital anomalies	0.01	0.04
333.2	Myoclonus	0.02	0.03
649.0	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	0.0	0.05
70.2	Viral hepatitis B	0.03	0.06
598.9	Other nonspecific findings on examination of urine	0.06	0.09
686.0	Other local infections of skin and subcutaneous tissue	0.28	0.43
513.3	Hypoventilation	0.0	0.03
599.9	Other abnormality of urination	0.38	0.53
401.22	Hypertensive chronic kidney disease	0.25	0.56
530.2	Esophageal bleeding (varices/hemorrhage)	0.46	0.6
503.0	Pulmonary congestion and hypostasis	0.14	0.28
229.0	Benign neoplasm of unspecified sites	0.37	0.61
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	0.02	0.47
946.0	Anaphylactic shock NOS	0.1	0.16
276.12	Hyposmolality and/or hyponatremia	0.5	0.73
362.7	Hereditary retinal dystrophies	0.01	0.03
530.6	Diverticulum of esophagus, acquired	0.05	0.07
526.5	Inflammatory conditions of jaw	0.03	0.04
