PheCode	Phenotype	MinPrev	MaxPrev
134.1	Intestinal helminthiases	0.03	0.04
155.0	Cancer of liver and intrahepatic bile duct	0.07	0.1
507.0	Pleurisy; pleural effusion	1.6	2.66
202.0	Cancer of other lymphoid, histiocytic tissue	0.29	0.42
614.54	Abscess or ulceration of vulva	0.0	0.13
740.1	Osteoarthritis; localized	2.49	3.24
286.11	Von willebrand's disease	0.02	0.04
217.1	Nevus, non-neoplastic	0.16	0.17
165.0	Cancer within the respiratory system	0.23	0.47
255.21	Glucocorticoid deficiency	0.1	0.12
337.0	Disorders of the autonomic nervous system	0.05	0.07
345.11	Generalized convulsive epilepsy	0.11	0.15
290.11	Alzheimer's disease	0.17	0.22
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	0.0	0.44
743.11	Osteoporosis NOS	0.39	1.83
289.4	Lymphadenitis	0.74	0.88
550.5	Ventral hernia	0.99	1.28
804.0	Fracture of hand or wrist	0.11	0.19
425.12	Other hypertrophic cardiomyopathy	0.03	0.09
575.1	Cholangitis	0.13	0.22
442.11	Abdominal aortic aneurysm	0.07	0.55
531.3	Duodenal ulcer	0.54	1.11
788.0	Syncope and collapse	2.21	3.19
365.11	Primary open angle glaucoma	0.32	0.46
459.9	Circulatory disease NEC	4.35	6.01
835.0	Internal derangement of knee	0.86	1.25
214.1	Lipoma of skin and subcutaneous tissue	1.28	1.42
191.11	Cancer of brain	0.11	0.19
724.9	Other unspecified back disorders	0.11	0.17
783.0	Fever of unknown origin	1.11	1.28
426.8	Other cardiac conduction disorders	0.02	0.02
250.6	Polyneuropathy in diabetes	0.08	0.22
366.1	Nonsenile Cataract	0.02	0.02
411.4	Coronary atherosclerosis	2.64	9.55
537.0	Other disorders of stomach and duodenum	1.06	1.17
681.2	Cellulitis and abscess of face/neck	0.14	0.15
550.2	Diaphragmatic hernia	8.13	8.36
292.0	Neurological disorders	0.14	0.21
117.0	Mycoses	0.04	0.05
480.5	Bronchopneumonia and lung abscess	0.1	0.16
242.3	Exophthalmos	0.02	0.06
216.0	Benign neoplasm of skin	1.82	2.55
604.0	Disorders of penis	0.0	0.52
601.8	Other inflammatory disorders of male genital organs	0.0	0.19
426.3	Bundle branch block	0.06	0.17
370.0	Keratitis	0.03	0.04
385.3	Cholesteatoma	0.12	0.17
333.0	Extrapyramidal disease and abnormal movement disorders	0.1	0.12
697.0	Sarcoidosis	0.18	0.18
965.3	Salicylates causing adverse effects in therapeutic use	0.09	0.13
338.1	Acute pain	0.12	0.12
420.3	Endocarditis	0.16	0.27
433.1	Occlusion and stenosis of precerebral arteries	0.18	0.47
300.13	Phobia	0.15	0.29
579.2	Splenomegaly	0.09	0.21
454.11	Varicose veins of lower extremity, symptomtic	0.19	0.28
571.5	Other chronic nonalcoholic liver disease	0.53	0.65
345.0	Epilepsy, recurrent seizures, convulsions	0.87	1.07
300.3	Obsessive-compulsive disorders	0.05	0.06
519.8	Other diseases of respiratory system, NEC	2.44	3.1
381.1	Otitis media	0.25	0.31
198.5	Secondary malignancy of brain/spine	0.29	0.3
285.22	Anemia in neoplastic disease	0.13	0.14
189.2	Cancer of bladder	0.11	0.36
386.2	Peripheral or central vertigo	0.12	0.14
969.0	Poisoning by psychotropic agents	0.47	0.57
415.0	Pulmonary heart disease	0.92	1.29
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	0.58	0.73
275.1	Disorders of iron metabolism	0.12	0.29
470.0	Septal Deviations/Turbinate Hypertrophy	0.87	1.7
386.3	Labyrinthitis	0.21	0.21
938.2	Chronic dermatitis due to solar radiation	0.07	0.08
871.3	Open wound of foot except toe(s) alone	0.04	0.05
473.3	Paralysis/spasm of vocal cords or larynx	0.08	0.09
560.4	Other intestinal obstruction	1.14	1.31
184.0	Cancer of other female genital organs	0.0	0.08
360.2	Progressive myopia	0.07	0.07
735.0	Acquired foot deformities	0.03	0.05
574.11	Cholelithiasis with acute cholecystitis	0.38	0.54
374.1	Ectropion or entropion	0.24	0.42
429.3	Symptoms involving cardiovascular system	0.06	0.06
695.3	Rosacea	0.08	0.11
522.0	Diseases of pulp and periapical tissues	0.15	0.17
172.3	Carcinoma in situ of skin	0.2	0.23
624.9	stress incontinence, female	0.1	2.7
735.23	Hallux rigidus	0.23	0.58
371.3	Inflammation of eyelids	0.6	0.73
626.8	Infertility, female	0.0	0.56
643.1	Hyperemesis gravidarum	0.0	0.07
625.1	Dyspareunia	0.0	0.49
568.1	Peritoneal adhesions (postoperative) (postinfection)	0.84	1.22
202.24	Large cell lymphoma	0.14	0.22
360.0	Disorders of the globe	0.02	0.02
454.1	Varicose veins of lower extremity	2.14	3.5
269.0	Proteinuria	0.07	0.14
364.5	Corneal dystrophy	0.06	0.08
252.1	Hyperparathyroidism	0.14	0.34
442.1	Aortic aneurysm	0.09	0.3
564.1	Irritable Bowel Syndrome	1.11	2.8
426.31	Right bundle branch block	0.31	0.89
706.1	Acne	0.02	0.02
650.0	Normal delivery	0.0	0.97
694.3	Vascular disorders of skin	0.04	0.04
510.0	Other diseases of lung	0.26	0.33
386.1	Meniere's disease	0.14	0.19
715.1	Sacroiliitis NEC	0.01	0.04
689.0	Disorder of skin and subcutaneous tissue NOS	1.63	1.63
555.2	Ulcerative colitis	0.92	1.15
736.0	Other acquired deformities of limbs	0.08	0.08
415.21	Primary pulmonary hypertension	0.12	0.14
300.0	Anxiety disorders	0.11	0.11
274.21	Chondrocalcinosis	0.07	0.09
963.0	Poisoning by primarily systemic agents	0.03	0.07
563.0	Constipation	3.57	4.46
296.22	Major depressive disorder	0.1	0.15
367.1	Myopia	0.4	0.43
614.53	Cyst or abscess of Bartholin's gland	0.0	0.35
185.0	Cancer of prostate	0.0	4.22
316.0	Substance addiction and disorders	0.07	0.21
561.1	Diarrhea	0.14	0.24
651.0	Multiple gestation	0.0	0.17
781.0	Symptoms involving nervous and musculoskeletal systems	0.56	0.61
227.2	Benign neoplasm of parathyroid gland	0.05	0.16
288.3	Eosinophilia	0.02	0.03
276.13	Hyperpotassemia	0.24	0.52
790.6	Other abnormal blood chemistry	0.93	3.28
741.0	Symptoms and disorders of the joints	0.13	0.15
364.1	Corneal opacity	0.02	0.05
717.0	Polymyalgia Rheumatica	0.3	0.47
695.22	Pemphigus and pemphigoid	0.03	0.03
574.3	Cholecystitis without cholelithiasis	0.66	0.87
189.21	Malignant neoplasm of bladder	0.27	0.98
480.1	Bacterial pneumonia	0.22	0.42
433.5	Cerebral aneurysm	0.08	0.14
149.1	Cancer of oropharynx	0.03	0.11
614.5	Inflammatory disease of cervix, vagina, and vulva	0.0	0.08
379.0	Other disorders of eye	0.08	0.09
145.2	Cancer of tongue	0.05	0.12
626.0	Disorders of menstruation and other abnormal bleeding from female genital tract	0.0	0.87
626.12	Excessive or frequent menstruation	0.0	4.57
452.0	Other venous embolism and thrombosis	0.16	0.21
476.0	Allergic rhinitis	0.39	0.4
580.2	Nephrotic syndrome without mention of glomerulonephritis	0.11	0.23
500.2	Pneumoconiosis	0.01	0.16
687.0	Symptoms affecting skin	0.07	0.08
274.1	Gout	0.16	1.21
244.4	Hypothyroidism NOS	1.71	6.3
338.2	Chronic pain	0.1	0.14
261.2	Vitamin B-complex deficiencies	0.27	0.28
281.12	Other vitamin B12 deficiency anemia	0.05	0.07
585.1	Acute renal failure	1.27	2.63
523.31	Acute periodontitis	0.04	0.04
721.8	Other allied disorders of spine	0.03	0.04
276.1	Electrolyte imbalance	0.05	0.05
240.0	Simple and unspecified goiter	0.07	0.27
316.1	Polyneuropathy due to drugs	0.02	0.03
585.3	Chronic renal failure [CKD]	0.72	1.3
741.4	Joint effusions	0.06	0.08
578.8	Hemorrhage of rectum and anus	3.58	3.61
626.4	Premenstrual tension syndromes	0.0	0.07
818.0	Intracranial hemorrhage (injury)	0.02	0.06
301.2	Antisocial/borderline personality disorder	0.03	0.06
513.8	Disorders of diaphragm	0.01	0.09
527.2	Sialoadenitis	0.08	0.11
53.1	Herpes zoster with nervous system complications	0.03	0.03
315.2	Speech and language disorder	0.02	0.04
366.3	Traumatic cataract	0.01	0.05
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	1.25	1.91
694.2	Other dyschromia	0.19	0.26
728.71	Contracture of palmar fascia [Dupuytren's disease]	0.33	1.22
596.1	Bladder neck obstruction	0.04	1.13
285.0	Other anemias	3.36	3.95
474.0	Acute and chronic tonsillitis	0.09	0.15
478.0	Throat pain	0.1	0.11
800.1	Fracture of neck of femur	0.05	0.06
380.4	Impacted cerumen	0.09	0.1
987.0	Toxic effect of other gases, fumes, or vapors	0.02	0.04
669.0	Complications of labor and delivery NEC	0.0	1.32
458.1	Orthostatic hypotension	0.39	0.67
523.0	Gingival and periodontal diseases	0.13	0.14
622.1	Polyp of corpus uteri	0.0	3.94
726.3	Bursitis	0.07	0.27
277.4	Disorders of bilirubin excretion	0.06	0.17
575.8	Other disorders of biliary tract	0.25	0.4
747.11	Cardiac shunt/ heart septal defect	0.15	0.17
225.1	Benign neoplasm of brain, cranial nerves, meninges	0.17	0.27
556.0	Ulceration of the lower GI tract	0.15	0.16
427.41	Ventricular fibrillation and flutter	0.04	0.2
705.8	Hyperhidrosis	0.14	0.24
458.0	Hypotension	0.36	0.38
529.1	Glossitis	0.09	0.09
622.0	Polyp of female genital organs	0.0	0.11
481.0	Influenza	0.13	0.14
395.4	Nonrheumatic pulmonary valve disorders	0.03	0.05
479.0	Other upper respiratory disease	0.94	1.32
443.9	Peripheral vascular disease, unspecified	0.43	1.24
41.0	Bacterial infection NOS	1.73	2.19
627.0	Menopausal and postmenopausal disorders	0.0	0.31
385.0	Other disorders of middle ear and mastoid	0.03	0.04
577.3	Cyst and pseudocyst of pancreas	0.11	0.12
480.3	Pneumonia due to fungus (mycoses)	0.02	0.05
609.2	Abnormal spermatozoa	0.0	0.1
619.4	Noninflammatory disorders of vagina	0.0	0.79
574.12	Cholelithiasis with other cholecystitis	0.96	2.04
807.0	Fracture of ribs	0.04	0.11
573.9	Abnormal serum enzyme levels	0.05	0.1
378.1	Strabismus (not specified as paralytic)	0.23	0.26
433.0	Cerebrovascular disease	0.36	0.59
38.2	Gram positive septicemia	0.11	0.21
278.3	Localized adiposity	0.01	0.03
272.9	Unspecified disorder of lipoid metabolism	0.06	0.13
426.9	Cardiac pacemaker/device in situ	0.03	0.12
455.0	Hemorrhoids	6.25	7.02
615.0	Endometriosis	0.0	1.87
523.1	Gingivitis	0.03	0.03
874.0	Complication of amputation stump	0.03	0.08
733.0	Other disorders of bone and cartilage	0.1	0.37
79.0	Viral infection	0.63	0.86
610.8	Other specified benign mammary dysplasias	0.0	0.32
198.6	Secondary malignancy of bone	0.67	0.92
550.4	Umbilical hernia	0.61	1.99
383.0	Otosclerosis	0.07	0.09
571.51	Cirrhosis of liver without mention of alcohol	0.14	0.31
771.0	Musculoskeletal symptoms referable to limbs	0.23	0.23
253.0	Disorders of the pituitary gland and its hypothalamic control	0.03	0.03
292.3	Memory loss	0.18	0.27
444.0	Arterial embolism and thrombosis	0.09	0.17
559.0	Ileostomy status	0.47	0.71
159.4	Malignant neoplasm of retroperitoneum and peritoneum	0.03	0.09
501.0	Pneumonitis due to inhalation of food or vomitus	0.14	0.34
289.0	Other diseases of blood and blood-forming organs	0.13	0.17
594.1	Calculus of kidney	0.56	1.32
367.9	Blindness and low vision	0.19	0.26
324.0	Other CNS infection and poliomyelitis	0.08	0.1
427.2	Atrial fibrillation and flutter	2.79	6.58
287.1	Spontaneous ecchymoses	0.03	0.04
246.0	Other disorders of thyroid	0.05	0.2
8.0	Intestinal infection	0.13	0.14
250.14	Type 1 diabetes with neurological manifestations	0.04	0.07
427.8	Sinoatrial node dysfunction (Bradycardia)	0.11	0.2
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	0.23	0.27
290.0	Delirium dementia and amnestic and other cognitive disorders	0.12	0.17
636.2	Early onset of delivery	0.0	0.33
474.2	Chronic tonsillitis and adenoiditis	0.27	0.29
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	0.03	0.06
644.0	Anemia during pregnancy	0.0	0.43
621.0	Endometrial hyperplasia	0.0	0.57
555.21	Ulcerative colitis (chronic)	0.18	0.23
802.0	Fracture of pelvis	0.02	0.03
722.1	Displacement of intervertebral disc	0.1	0.11
800.0	Fracture of lower limb	0.09	0.14
519.0	Other diseases of respiratory system, not elsewhere classified	0.03	0.03
496.0	Chronic airway obstruction	2.17	3.09
550.1	Inguinal hernia	0.6	9.33
590.0	Pyelonephritis	0.3	0.57
184.2	Cancer of other female genital organs (excluding uterus and ovary)	0.0	0.17
858.0	Complication of internal orthopedic device	1.01	1.1
790.0	Nonspecific findings on examination of blood	0.05	0.06
112.0	Candidiasis	0.67	0.74
596.0	Other disorders of bladder	1.49	2.91
738.0	Other acquired musculoskeletal deformity	0.09	0.11
395.2	Nonrheumatic aortic valve disorders	0.06	0.11
700.0	Corns and callosities	0.04	0.12
367.2	Astigmatism	0.06	0.07
803.0	Fracture of upper limb	0.06	0.06
356.0	Hereditary and idiopathic peripheral neuropathy	0.03	0.06
465.0	Acute upper respiratory infections of multiple or unspecified sites	0.34	0.41
713.5	Arthropathy associated with neurological disorders	0.01	0.04
840.0	Sprains and strains	0.08	0.11
527.7	Disturbance of salivary secretion	0.02	0.02
594.0	Urinary calculus	0.07	0.21
277.5	Other disorders of lipoid metabolism	0.05	0.08
189.0	Cancer of urinary organs (incl. kidney and bladder)	0.42	1.3
300.1	Anxiety disorder	1.72	2.5
474.1	Acute tonsillitis	0.15	0.17
751.12	Congenital anomalies of male genital organs	0.0	0.12
625.0	Pain and other symptoms associated with female genital organs	0.0	0.91
411.8	Other chronic ischemic heart disease, unspecified	2.43	7.13
681.3	Cellulitis and abscess of arm/hand	1.19	2.18
516.0	Abnormal sputum	0.02	0.03
334.0	Degenerative disease of the spinal cord	0.37	0.56
800.4	Fracture of patella	0.02	0.05
343.0	Infantile cerebral palsy	0.03	0.05
345.3	Convulsions	0.55	0.83
870.6	Open wound of neck	0.03	0.04
281.11	Pernicious anemia	0.16	0.29
618.1	Prolapse of vaginal walls	0.0	3.63
647.1	Infections of genitourinary tract during pregnancy	0.0	0.14
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	0.12	0.12
569.0	Other disorders of intestine	1.13	1.13
204.12	Lymphoid leukemia, chronic	0.1	0.22
605.0	Erectile dysfunction [ED]	0.0	0.38
250.1	Type 1 diabetes	0.63	1.03
262.0	Mineral deficiency NEC	0.07	0.11
222.0	Benign neoplasm of male genital organs	0.0	0.09
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	0.09	0.11
150.0	Cancer of esophagus	0.1	0.37
377.0	Disorders of optic nerve and visual pathways	0.05	0.07
440.9	Atherosclerosis of aorta	0.04	0.07
334.2	Anterior horn cell disease	0.06	0.1
170.2	Cancer of connective tissue	0.07	0.11
372.0	Disorders of conjunctiva	0.24	0.26
695.42	Systemic lupus erythematosus	0.04	0.18
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	0.0	0.61
573.2	Liver replaced by transplant	0.02	0.04
526.9	Jaw disease NOS	0.06	0.08
591.0	Urinary tract infection	3.6	4.02
201.0	Hodgkin's disease	0.06	0.09
276.6	Fluid overload	0.14	0.28
364.2	Corneal edema	0.02	0.03
599.5	Frequency of urination and polyuria	0.87	1.4
378.2	Nystagmus and other irregular eye movements	0.05	0.09
687.3	Changes in skin texture	0.03	0.03
295.2	Paranoid disorders	0.07	0.08
735.1	Flat foot	0.03	0.06
241.2	Nontoxic multinodular goiter	0.07	0.33
636.0	Early or threatened labor; hemorrhage in early pregnancy	0.0	0.51
353.0	Nerve root and plexus disorders	0.32	0.33
335.0	Multiple sclerosis	0.22	0.48
426.0	Cardiac conduction disorders	0.03	0.08
601.1	Prostatitis	0.0	0.43
601.4	Balanoposthitis	0.0	0.19
331.1	Hydrocephalus	0.16	0.16
525.0	Other diseases of the teeth and supporting structures	0.76	0.79
459.1	Hemorrhage NOS	0.02	0.03
287.32	Secondary thrombocytopenia	0.02	0.03
260.6	Anorexia	0.26	0.27
420.21	Acute pericarditis	0.03	0.09
764.0	Sciatica	0.34	0.44
595.0	Hydronephrosis	0.45	0.83
433.8	Late effects of cerebrovascular disease	0.31	0.53
572.0	Ascites (non malignant)	0.48	0.53
228.0	Hemangioma and lymphangioma, any site	0.41	0.44
411.2	Myocardial infarction	1.62	6.16
187.0	Cancer of other male genital organs	0.03	0.05
819.0	Skull and face fracture and other intercranial injury	0.17	0.41
425.11	Hypertrophic obstructive cardiomyopathy	0.03	0.06
362.3	Other nondiabetic retinopathy	0.02	0.03
293.0	Symptoms involving head and neck	0.3	0.86
331.9	Cerebral degeneration, unspecified	0.1	0.21
759.1	Anomalies of endocrine glands, congenital	0.02	0.03
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	0.0	0.1
365.2	Primary angle-closure glaucoma	0.17	0.27
256.4	Polycystic ovaries	0.0	0.12
285.2	Anemia of chronic disease	0.09	0.11
290.2	Delirium due to conditions classified elsewhere	0.23	0.44
212.0	Benign neoplasm of respiratory and intrathoracic organs	0.08	0.13
253.11	Acromegaly and gigantism	0.03	0.03
359.2	Myopathy	0.06	0.09
530.11	GERD	4.59	5.44
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	0.1	0.15
341.0	Other demyelinating diseases of central nervous system	0.05	0.08
577.0	Diseases of pancreas	0.15	0.21
151.0	Cancer of stomach	0.1	0.28
871.4	Open wound of toe(s)	0.02	0.03
381.11	Suppurative and unspecified otitis media	0.2	0.22
283.1	Autoimmune hemolytic anemias	0.03	0.04
426.2	Atrioventricular [AV] block	0.03	0.06
614.33	Pelvic inflammatory disease, NOS	0.0	0.15
401.1	Essential hypertension	19.42	26.2
740.11	Osteoarthrosis, localized, primary	2.39	2.46
798.0	Malaise and fatigue	0.86	0.87
370.1	Corneal ulcer	0.04	0.05
528.5	Diseases of lips	0.18	0.2
741.2	Stiffness of joint	0.03	0.03
722.7	Intervertebral disc disorder with myelopathy	0.09	0.15
250.22	Type 2 diabetes with renal manifestations	0.04	0.13
270.35	Macroglobulinemia	0.02	0.03
414.0	Other forms of chronic heart disease	0.37	1.13
223.0	Benign neoplasm of kidney and other urinary organs	0.04	0.08
440.2	Atherosclerosis of the extremities	0.06	0.23
384.0	Other disorders of tympanic membrane	0.09	0.1
480.0	Pneumonia	1.02	1.67
949.0	Allergies, other	0.1	0.14
681.0	Superficial cellulitis and abscess	0.13	0.17
446.5	Giant cell arteritis	0.08	0.16
695.9	Unspecified erythematous condition	0.14	0.16
117.4	Aspergillosis	0.04	0.06
695.41	Cutaneous lupus erythematosus	0.02	0.07
426.32	Left bundle branch block	0.48	0.85
626.2	Dysmenorrhea	0.0	0.81
705.3	Hidradenitis	0.03	0.07
395.1	Nonrheumatic mitral valve disorders	0.76	1.19
252.2	Hypoparathyroidism	0.04	0.06
851.0	Complications of transplants and reattached limbs	1.75	1.94
496.2	Chronic bronchitis	0.09	0.11
627.3	Postmenopausal atrophic vaginitis	0.0	0.66
805.0	Fracture of vertebral column without mention of spinal cord injury	0.08	0.12
70.4	Chronic hepatitis	0.05	0.11
245.21	Chronic lymphocytic thyroiditis	0.01	0.11
870.5	Open wound of lip and mouth	0.09	0.14
259.0	Other endocrine disorders	0.03	0.04
624.1	Dystrophy of female genital tract	0.0	0.14
477.0	Epistaxis or throat hemorrhage	0.55	0.93
695.8	Other specified erythematous conditions	0.04	0.06
562.1	Diverticulosis	9.3	9.53
961.1	Poisoning/allergy of sulfonamides	0.08	0.43
990.0	Effects radiation NOS	1.12	1.19
952.0	Spinal cord injury without evidence of spinal bone injury	0.02	0.04
187.1	Malignant neoplasm of unspecified male genital organ	0.0	0.05
395.6	Heart valve replaced	0.28	0.69
727.7	Contracture of tendon (sheath)	0.04	0.04
579.8	Nonspecific abnormal findings in stool contents	0.57	0.65
433.2	Occlusion of cerebral arteries	0.62	1.28
53.0	Herpes zoster	0.1	0.11
349.0	Other and unspecified disorders of the nervous system	0.12	0.13
365.0	Glaucoma	1.09	1.32
253.2	Pituitary hypofunction	0.05	0.12
340.0	Migraine	0.44	1.19
550.0	Abdominal hernia	1.04	1.3
613.8	Other specified disorders of breast	0.0	0.17
367.8	Hypermetropia	0.06	0.1
348.4	Cerebral cysts	0.04	0.05
361.2	Retinoschisis and retinal cysts	0.02	0.03
519.9	Symptoms involving respiratory system and other chest symptoms	0.08	0.09
345.12	Partial epilepsy	0.08	0.09
300.12	Agorophobia, social phobia, and panic disorder	0.23	0.33
276.42	Alkalosis	0.04	0.05
619.5	Noninflammatory disorders of vulva and perineum	0.0	0.68
379.2	Disorders of vitreous body	0.4	0.46
368.2	Diplopia and disorders of binocular vision	0.19	0.25
500.0	Lung disease due to external agents	0.02	0.04
334.1	Spinocerebellar disease	0.03	0.05
284.0	Aplastic anemia	0.12	0.19
317.0	Alcohol-related disorders	0.88	2.67
350.2	Abnormality of gait	0.56	0.74
363.3	Chorioretinal scars	0.02	0.03
303.4	Somatoform disorder	0.03	0.05
306.0	Other mental disorder	7.25	11.95
771.1	Swelling of limb	0.21	0.25
577.1	Acute pancreatitis	0.33	0.38
550.3	Femoral hernia	0.12	0.26
198.4	Secondary malignant neoplasm of liver	0.89	1.02
701.0	Other hypertrophic and atrophic conditions of skin	0.44	0.48
627.2	Symptomatic menopause	0.0	0.1
165.1	Cancer of bronchus; lung	0.64	0.87
870.4	Open wound of nose and sinus	0.05	0.1
715.0	Other inflammatory spondylopathies	0.08	0.13
350.3	Lack of coordination	0.08	0.14
458.2	Iatrogenic hypotension	0.06	0.1
520.2	Disturbances in tooth eruption	0.48	0.55
362.31	Separation of retinal layers	0.03	0.03
352.2	Facial nerve disorders [CN7]	0.25	0.28
727.0	Other disorders of synovium, tendon, and bursa	0.27	0.28
701.5	Abnormal granulation tissue	0.11	0.14
366.0	Cataract	5.21	5.65
281.13	Folate-deficiency anemia	0.05	0.08
599.4	Urinary incontinence	0.87	3.77
251.1	Hypoglycemia	0.25	0.46
577.2	Chronic pancreatitis	0.09	0.22
184.11	Malignant neoplasm of ovary	0.0	0.53
333.4	Torsion dystonia	0.06	0.09
451.0	Phlebitis and thrombophlebitis	0.11	0.12
290.12	Dementia with cerebral degenerations	0.01	0.04
208.0	Benign neoplasm of colon	5.0	7.55
612.2	Hypertrophy of breast (Gynecomastia)	0.11	0.31
257.1	Testicular hypofunction	0.0	0.1
459.0	Other disorders of circulatory system	0.04	0.05
277.0	Other disorders of metabolism	0.3	0.3
500.1	Extrinsic allergic alveolitis	0.02	0.03
939.0	Atopic/contact dermatitis due to other or unspecified	0.67	0.67
732.0	Osteochondropathies	0.06	0.07
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	0.16	0.21
361.0	Retinal detachments and defects	0.45	0.72
613.1	Inflammatory disease of breast	0.01	0.33
938.0	Dermatitis due to solar radiation	0.03	0.03
742.8	Articular cartilage disorder	0.02	0.03
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	0.0	0.11
426.4	Anomalous atrioventricular excitation	0.05	0.08
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	0.0	0.38
656.0	Other perinatal conditions of fetus or newborn	0.0	0.26
348.9	Other conditions of brain, NOS	0.11	0.16
426.91	Cardiac pacemaker in situ	0.45	1.24
136.0	Other infectious and parasitic diseases	0.06	0.08
253.3	Diabetes insipidus	0.02	0.03
958.2	Traumatic and surgical subcutaneous emphysema	0.01	0.04
747.2	Congenital anomalies of peripheral vascular system	0.05	0.05
292.6	Hallucinations	0.09	0.13
149.4	Cancer of larynx	0.02	0.13
585.2	Renal failure NOS	0.27	0.6
941.0	Adverse reaction to serum or vaccine	0.06	0.07
480.12	Pseudomonal pneumonia	0.03	0.03
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	0.0	1.31
622.2	Mucous polyp of cervix	0.0	1.56
619.0	Noninflammatory female genital disorders	0.0	0.09
575.2	Obstruction of bile duct	0.23	0.3
860.0	Bone marrow or stem cell transplant	0.02	0.03
416.0	Cardiomegaly	0.57	1.28
364.4	Corneal degenerations	0.04	0.05
418.1	Precordial pain	1.15	1.33
440.1	Atherosclerosis of renal artery	0.01	0.03
198.7	Secondary malignant neoplasm of skin	0.07	0.07
626.11	Absent or infrequent menstruation	0.0	0.06
665.0	Obstetrical/birth trauma	0.0	2.56
289.5	Diseases of spleen	0.14	0.18
652.0	Malposition and malpresentation of fetus or obstruction	0.0	0.84
686.4	Pyogenic granuloma	0.1	0.11
759.0	Other and unspecified congenital anomalies	0.03	0.04
333.2	Myoclonus	0.02	0.03
649.0	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	0.0	0.06
70.2	Viral hepatitis B	0.04	0.09
598.9	Other nonspecific findings on examination of urine	0.07	0.11
686.0	Other local infections of skin and subcutaneous tissue	0.34	0.5
513.3	Hypoventilation	0.03	0.04
599.9	Other abnormality of urination	0.29	0.79
401.22	Hypertensive chronic kidney disease	0.35	0.76
530.2	Esophageal bleeding (varices/hemorrhage)	0.51	0.67
503.0	Pulmonary congestion and hypostasis	0.13	0.2
229.0	Benign neoplasm of unspecified sites	0.43	0.75
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	0.2	0.63
946.0	Anaphylactic shock NOS	0.16	0.16
276.12	Hyposmolality and/or hyponatremia	0.67	0.75
362.7	Hereditary retinal dystrophies	0.02	0.03
530.6	Diverticulum of esophagus, acquired	0.05	0.07
526.5	Inflammatory conditions of jaw	0.03	0.04
