PheCode	Phenotype	Variance	Maximum Difference
198.1	Secondary malignancy of lymph nodes	0.88	2.42
198.0	Secondary malignant neoplasm	0.12	0.97
198.2	Secondary malignancy of respiratory organs	0.34	1.57
198.3	Secondary malignant neoplasm of digestive systems	0.35	1.67
198.4	Secondary malignant neoplasm of liver	0.82	2.56
198.7	Secondary malignant neoplasm of skin	0.0	0.1
198.5	Secondary malignancy of brain/spine	0.04	0.56
198.6	Secondary malignancy of bone	0.6	2.16
201.0	Hodgkin's disease	0.0	0.13
202.21	Nodular lymphoma	0.01	0.21
202.23	Lymphosarcoma	0.0	0.0
202.24	Large cell lymphoma	0.01	0.27
204.4	Multiple myeloma	0.06	0.67
270.35	Macroglobulinemia	0.0	0.03
200.0	Myeloproliferative disease	0.05	0.63
204.0	Leukemia	0.0	0.18
204.1	Lymphoid leukemia	0.0	0.03
204.11	Lymphoid leukemia, acute	0.0	0.02
204.12	Lymphoid leukemia, chronic	0.01	0.26
204.2	Myeloid leukemia	0.0	0.04
204.21	Myeloid leukemia, acute	0.0	0.13
204.22	Myeloid leukemia, chronic	0.0	0.08
204.3	Monocytic leukemia	0.0	0.08
202.0	Cancer of other lymphoid, histiocytic tissue	0.04	0.59
277.0	Other disorders of metabolism	0.03	0.54
172.3	Carcinoma in situ of skin	0.08	0.77
174.1	Breast cancer [female]	0.07	0.7
195.0	Cancer, suspected or other	0.02	0.36
187.0	Cancer of other male genital organs	0.0	0.05
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.14	0.97
189.2	Cancer of bladder	0.03	0.38
189.0	Cancer of urinary organs (incl. kidney and bladder)	0.66	2.16
210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.01	0.33
208.0	Benign neoplasm of colon	13.17	9.62
211.0	Benign neoplasm of other parts of digestive system	1.02	2.56
229.0	Benign neoplasm of unspecified sites	0.07	0.7
212.0	Benign neoplasm of respiratory and intrathoracic organs	0.0	0.12
213.0	Benign neoplasm of bone and articular cartilage	0.0	0.09
214.0	Lipoma	0.05	0.63
214.1	Lipoma of skin and subcutaneous tissue	0.3	1.42
228.0	Hemangioma and lymphangioma, any site	0.03	0.49
215.0	Other benign neoplasm of connective and other soft tissue	0.01	0.31
199.0	Neoplasm of uncertain behavior	0.05	0.66
216.0	Benign neoplasm of skin	0.8	2.29
610.4	Benign neoplasm of breast	0.04	0.54
218.1	Uterine leiomyoma	1.96	3.72
218.2	Other benign neoplasm of uterus	0.0	0.12
221.0	Benign neoplasm of other female genital organs	0.0	0.06
222.0	Benign neoplasm of male genital organs	0.0	0.09
223.0	Benign neoplasm of kidney and other urinary organs	0.0	0.09
224.0	Benign neoplasm of eye	0.0	0.02
224.1	Benign neoplasm of eye, uveal	0.0	0.04
225.1	Benign neoplasm of brain, cranial nerves, meninges	0.02	0.46
225.2	Benign neoplasm of spinal cord, meninges	0.0	0.02
225.0	Benign neoplasm of brain and other parts of nervous system	0.0	0.0
226.0	Benign neoplasm of thyroid glands	0.0	0.08
227.1	Benign neoplasm of adrenal gland	0.0	0.08
227.2	Benign neoplasm of parathyroid gland	0.0	0.16
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	0.0	0.12
227.0	Benign neoplasm of other endocrine glands and related structures	0.0	0.0
229.1	Benign neoplasm of lymph nodes	0.0	0.04
158.0	Neoplasm of unspecified nature of digestive system	0.07	0.72
184.0	Cancer of other female genital organs	0.0	0.04
187.8	Neoplasm of uncertain behavior of male genital organs	0.0	0.03
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.0	0.13
270.32	Paraproteinemia	0.0	0.17
173.0	Neoplasm of uncertain behavior of skin	0.0	0.09
174.3	Neoplasm of uncertain behavior of breast	0.0	0.04
280.1	Iron deficiency anemias, unspecified or not due to blood loss	1.88	4.04
280.2	Iron deficiency anemia secondary to blood loss (chronic)	0.01	0.21
281.12	Other vitamin B12 deficiency anemia	0.0	0.14
281.11	Pernicious anemia	0.03	0.51
281.13	Folate-deficiency anemia	0.0	0.09
281.0	Other deficiency anemia	0.0	0.0
281.1	Megaloblastic anemia	0.0	0.0
281.9	Deficiency anemias	0.0	0.02
282.9	Other hereditary hemolytic anemias	0.0	0.05
282.8	Other hemoglobinopathies	0.0	0.1
282.5	Sickle cell anemia	0.0	0.2
289.0	Other diseases of blood and blood-forming organs	0.03	0.51
283.0	Acquired hemolytic anemias	0.0	0.01
283.1	Autoimmune hemolytic anemias	0.0	0.09
283.2	Non-autoimmune hemolytic anemias	0.0	0.01
283.21	Hemolytic-uremic syndrome	0.0	0.0
285.8	Hemoglobinuria	0.0	0.01
284.0	Aplastic anemia	0.03	0.51
284.2	Constitutional aplastic anemia	0.0	0.01
285.1	Acute posthemorrhagic anemia	0.0	0.1
285.22	Anemia in neoplastic disease	0.02	0.37
285.2	Anemia of chronic disease	0.01	0.28
285.0	Other anemias	5.71	7.12
285.3	Sideroblastic anemia	0.0	0.01
286.6	Defibrination syndrome	0.0	0.01
286.13	Congenital factor VIII disorder	0.0	0.04
286.1	Congenital coagulation defects	0.0	0.04
286.7	Other and unspecified coagulation defects	0.01	0.25
286.11	Von willebrand's disease	0.0	0.04
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.0	0.09
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.0	0.04
286.4	Acquired coagulation factor deficiency	0.0	0.0
287.0	Purpura and other hemorrhagic conditions	0.0	0.17
287.2	Allergic purpura	0.0	0.04
287.4	Qualitative platelet defects	0.0	0.04
287.31	Primary thrombocytopenia	0.01	0.29
287.32	Secondary thrombocytopenia	0.0	0.04
287.3	Thrombocytopenia	0.05	0.58
288.11	Neutropenia	0.35	1.73
288.0	Diseases of white blood cells	0.01	0.3
288.3	Eosinophilia	0.0	0.03
289.5	Diseases of spleen	0.01	0.3
289.9	Abnormality of red blood cells	0.0	0.04
279.1	Immunity deficiency	0.0	0.04
279.11	Deficiency of humoral immunity	0.0	0.08
277.2	Other disorders of purine and pyrimidine metabolism	0.0	0.0
279.8	Other specified disorders involving the immune mechanism	0.0	0.01
697.0	Sarcoidosis	0.01	0.19
270.31	Polyclonal hypergammaglobulinemia	0.0	0.01
279.0	Disorders involving the immune mechanism	0.0	0.04
244.5	Congenital hypothyroidism	0.0	0.01
240.0	Simple and unspecified goiter	0.01	0.21
241.2	Nontoxic multinodular goiter	0.01	0.32
244.2	Acquired hypothyroidism	0.0	0.05
244.1	Secondary hypothyroidism	0.03	0.49
246.0	Other disorders of thyroid	0.01	0.27
348.7	Coma	0.01	0.31
244.4	Hypothyroidism NOS	7.49	7.98
241.1	Nontoxic uninodular goiter	0.0	0.17
241.0	Nontoxic nodular goiter	0.0	0.0
242.0	Thyrotoxicosis with or without goiter	0.04	0.56
242.1	Graves' disease	0.01	0.23
242.2	Toxic multinodular goiter	0.0	0.05
253.1	Pituitary hyperfunction	0.0	0.04
245.0	Thyroiditis	0.0	0.05
245.1	Thyroiditis, acute and subacute	0.0	0.05
245.2	Chronic thyroiditis	0.0	0.05
245.21	Chronic lymphocytic thyroiditis	0.0	0.14
250.1	Type 1 diabetes	0.17	1.15
250.11	Type 1 diabetes with ketoacidosis	0.0	0.1
250.12	Type 1 diabetes with renal manifestations	0.0	0.05
250.23	Type 2 diabetes with ophthalmic manifestations	0.07	0.71
250.7	Diabetic retinopathy	0.08	0.7
250.13	Type 1 diabetes with ophthalmic manifestations	0.0	0.18
250.14	Type 1 diabetes with neurological manifestations	0.0	0.19
250.24	Type 2 diabetes with neurological manifestations	0.02	0.33
443.7	Peripheral angiopathy in diseases classified elsewhere	0.01	0.26
250.2	Type 2 diabetes	15.73	11.04
250.21	Type 2 diabetes with ketoacidosis	0.0	0.09
250.22	Type 2 diabetes with renal manifestations	0.0	0.12
260.2	severe protein-calorie malnutrition	0.0	0.0
249.0	Secondary diabetes mellitus	0.0	0.0
251.1	Hypoglycemia	0.05	0.66
251.0	Other disorders of pancreatic internal secretion	0.0	0.0
251.8	Abnormality of secretion of glucagon or gastrin	0.0	0.0
252.2	Hypoparathyroidism	0.0	0.08
275.5	Disorders of calcium/phosphorus metabolism	0.07	0.75
252.1	Hyperparathyroidism	0.02	0.42
252.0	Disorders of parathyroid gland	0.0	0.04
253.11	Acromegaly and gigantism	0.0	0.04
253.7	Other disorders of neurohypophysis	0.0	0.17
253.2	Pituitary hypofunction	0.0	0.09
258.0	Iatrogenic endocrine disorders	0.0	0.04
253.3	Diabetes insipidus	0.0	0.03
253.0	Disorders of the pituitary gland and its hypothalamic control	0.0	0.03
255.11	Cushing's syndrome	0.0	0.04
255.3	Adrenogenital disorders	0.0	0.04
255.12	Hyperaldosteronism	0.0	0.03
255.1	Adrenal hyperfunction	0.0	0.0
255.21	Glucocorticoid deficiency	0.0	0.12
255.13	Medulloadrenal hyperfunction	0.0	0.0
255.0	Disorders of adrenal glands	0.0	0.08
256.0	Ovarian dysfunction	0.0	0.04
256.4	Polycystic ovaries	0.01	0.21
627.5	Premature menopause and other ovarian failure	0.0	0.04
257.0	Testicular dysfunction	0.0	0.01
257.1	Testicular hypofunction	0.0	0.05
259.3	Delay in sexual development and puberty NEC	0.0	0.0
259.0	Other endocrine disorders	0.0	0.08
254.0	Diseases of thymus gland	0.0	0.01
259.2	Carcinoid syndrome	0.0	0.02
260.22	Nutritional marasmus	0.0	0.0
263.0	Other nutritional deficiency	0.0	0.04
260.0	Protein-calorie malnutrition	0.0	0.08
261.1	Vitamin A deficiency	0.0	0.0
261.2	Vitamin B-complex deficiencies	0.05	0.67
261.3	Vitamin C deficiencies	0.0	0.0
261.4	Vitamin D deficiency	0.02	0.42
261.41	Rickets or osteomalacia	0.0	0.01
261.0	Vitamin deficiency	0.0	0.04
262.0	Mineral deficiency NEC	0.0	0.21
278.3	Localized adiposity	0.0	0.03
278.1	Obesity	2.79	4.51
513.3	Hypoventilation	0.0	0.08
278.0	Overweight, obesity and other hyperalimentation	0.0	0.0
270.1	Disturbances of amino-acid transport	0.0	0.04
270.12	Phenylketonuria [PKU]	0.0	0.0
277.5	Other disorders of lipoid metabolism	0.0	0.12
270.11	Disturbances of sulphur-bearing amino-acid metabolism	0.0	0.0
270.21	Disorders of urea cycle metabolism	0.0	0.0
270.2	Disorders of amino-acid metabolism	0.0	0.0
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	0.0	0.06
271.9	Other disorders of carbohydrate transport and metabolism	0.0	0.01
331.0	Other cerebral degenerations	0.02	0.36
277.51	Lipoprotein disorders	0.0	0.04
272.11	Hypercholesterolemia	60.17	20.82
272.12	Hyperglyceridemia	0.0	0.05
272.13	Mixed hyperlipidemia	0.0	0.07
272.14	Hyperchylomicronemia	0.0	0.01
272.1	Hyperlipidemia	1.83	3.52
272.9	Unspecified disorder of lipoid metabolism	0.0	0.16
790.6	Other abnormal blood chemistry	1.92	3.6
277.1	Disorders of porphyrin metabolism	0.0	0.04
277.4	Disorders of bilirubin excretion	0.0	0.17
275.0	Disorders of mineral metabolism	0.0	0.0
275.2	Disorders of copper metabolism	0.0	0.0
275.1	Disorders of iron metabolism	0.01	0.25
275.53	Disorders of phosphorus metabolism	0.0	0.13
275.3	Disorders of magnesium metabolism	0.03	0.46
499.0	Cystic fibrosis	0.0	0.01
270.33	Amyloidosis	0.0	0.08
276.5	Hypovolemia	0.9	2.7
276.11	Hyperosmolality and/or hypernatremia	0.02	0.39
276.12	Hyposmolality and/or hyponatremia	0.48	1.9
276.41	Acidosis	0.06	0.66
276.42	Alkalosis	0.0	0.09
276.4	Acid-base balance disorder	0.0	0.0
276.13	Hyperpotassemia	0.08	0.74
276.14	Hypopotassemia	0.18	1.17
276.6	Fluid overload	0.03	0.48
276.1	Electrolyte imbalance	0.0	0.13
258.1	Postablative ovarian failure	0.0	0.04
290.1	Dementias	0.39	1.64
290.11	Alzheimer's disease	0.14	0.96
290.16	Vascular dementia	0.03	0.44
333.3	Tics and choreas	0.0	0.05
290.12	Dementia with cerebral degenerations	0.0	0.18
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.0	0.06
290.2	Delirium due to conditions classified elsewhere	0.16	1.09
291.4	Specific nonpsychotic mental disorders due to brain damage	0.0	0.02
295.3	Psychosis	0.0	0.09
291.1	Transient mental disorders due to conditions classified elsewhere	0.0	0.07
296.0	Mood disorders	0.0	0.05
300.1	Anxiety disorder	1.19	3.33
292.2	Mild cognitive impairment	0.02	0.39
290.0	Delirium dementia and amnestic and other cognitive disorders	0.07	0.7
316.0	Substance addiction and disorders	0.01	0.25
317.0	Alcohol-related disorders	0.48	1.82
317.1	Alcoholism	1.14	2.95
318.0	Tobacco use disorder	19.98	11.100000000000001
295.1	Schizophrenia	0.01	0.3
296.22	Major depressive disorder	0.0	0.13
301.1	Schizoid personality disorder	0.0	0.05
295.2	Paranoid disorders	0.0	0.08
296.1	Bipolar	0.03	0.46
301.0	Personality disorders	0.0	0.15
300.4	Dysthymic disorder	0.0	0.02
300.13	Phobia	0.04	0.61
300.12	Agorophobia, social phobia, and panic disorder	0.02	0.46
300.11	Generalized anxiety disorder	0.0	0.05
300.3	Obsessive-compulsive disorders	0.0	0.07
300.8	Acute reaction to stress	0.0	0.06
300.9	Posttraumatic stress disorder	0.0	0.09
304.0	Adjustment reaction	0.0	0.13
303.1	Dissociative disorder	0.0	0.02
303.0	Psychogenic and somatoform disorders	0.0	0.0
295.0	Schizophrenia and other psychotic disorders	0.0	0.01
303.4	Somatoform disorder	0.0	0.05
303.3	Psychogenic disorder	0.0	0.12
300.0	Anxiety, phobic and dissociative disorders	0.0	0.15
306.0	Other mental disorder	37.05	16.97
305.2	Eating disorder	0.0	0.04
305.21	Anorexia nervosa	0.0	0.03
327.0	Sleep disorders	0.01	0.3
327.4	Insomnia	0.0	0.01
327.1	Hypersomnia	0.0	0.0
327.6	Circadian rhythm sleep disorder	0.0	0.01
327.5	Parasomnia	0.0	0.01
302.0	Sexual and gender identity disorders	0.0	0.21
302.1	Decreased libido	0.0	0.01
605.0	Erectile dysfunction [ED]	0.02	0.37
301.2	Antisocial/borderline personality disorder	0.0	0.11
312.3	Impulse control disorder	0.0	0.0
315.0	Develomental delays and disorders	0.0	0.21
315.3	Mental retardation	0.0	0.04
315.2	Speech and language disorder	0.0	0.05
315.1	Learning disorder	0.0	0.09
313.3	Autism	0.0	0.04
312.0	Conduct disorders	0.0	0.0
313.0	Pervasive developmental disorders	0.0	0.0
313.2	Tics and stuttering	0.0	0.01
344.0	Other paralytic syndromes	0.03	0.54
323.8	Encephalitis, non-infectious	0.0	0.01
325.0	Phlebitis and thrombophlebitis of intracranial venous sinuses	0.0	0.01
334.1	Spinocerebellar disease	0.0	0.05
334.2	Anterior horn cell disease	0.0	0.18
357.0	Inflammatory and toxic neuropathy	0.07	0.71
332.0	Parkinson's disease	0.34	1.55
349.0	Other and unspecified disorders of the nervous system	0.0	0.22
333.8	Other degenerative diseases of the basal ganglia	0.0	0.13
333.4	Torsion dystonia	0.0	0.13
333.0	Extrapyramidal disease and abnormal movement disorders	0.0	0.15
333.1	Essential tremor	0.02	0.4
333.2	Myoclonus	0.0	0.05
331.9	Cerebral degeneration, unspecified	0.01	0.24
334.0	Degenerative disease of the spinal cord	0.07	0.76
335.0	Multiple sclerosis	0.03	0.43
341.0	Other demyelinating diseases of central nervous system	0.0	0.08
323.2	Acute (transverse) myelitis	0.0	0.04
345.0	Epilepsy, recurrent seizures, convulsions	0.28	1.64
345.12	Partial epilepsy	0.01	0.27
345.1	Epilepsy	0.0	0.18
345.11	Generalized convulsive epilepsy	0.0	0.18
345.3	Convulsions	0.11	0.98
340.0	Migraine	0.14	1.05
340.1	Migrain with aura	0.0	0.09
339.0	Other headache syndromes	0.99	2.75
306.9	Tension headache	0.0	0.15
433.31	Transient cerebral ischemia	0.34	1.59
362.4	Retinal vascular changes and abnomalities	0.05	0.55
433.0	Cerebrovascular disease	0.23	1.29
327.41	Organic or persistent insomnia	0.0	0.05
291.8	Alteration of consciousness	0.01	0.31
327.3	Sleep apnea	0.31	1.45
347.0	Cataplexy and narcolepsy	0.0	0.02
352.1	Trigeminal nerve disorders [CN5]	0.0	0.18
352.2	Facial nerve disorders [CN7]	0.02	0.35
352.0	Disorders of other cranial nerves	0.0	0.04
353.0	Nerve root and plexus disorders	0.04	0.56
353.1	Nerve plexus lesions	0.0	0.04
353.2	Nerve root lesions	0.0	0.04
722.9	Other and unspecified disc disorder	0.33	1.74
907.0	Injuries to the nervous system	0.02	0.37
351.0	Other peripheral nerve disorders	2.37	4.14
355.0	Complex regional/central pain syndrome	0.0	0.01
356.0	Hereditary and idiopathic peripheral neuropathy	0.0	0.06
316.1	Polyneuropathy due to drugs	0.0	0.09
250.6	Polyneuropathy in diabetes	0.0	0.2
358.1	Myasthenia gravis	0.0	0.17
358.0	Myoneural disorders	0.0	0.04
359.2	Myopathy	0.0	0.21
359.1	Muscular dystrophies	0.0	0.05
343.0	Infantile cerebral palsy	0.0	0.13
342.0	Hemiplegia	0.14	1.11
337.0	Disorders of the autonomic nervous system	0.0	0.07
337.1	Peripheral autonomic neuropathy	0.0	0.05
752.2	Other specified congenital anomalies of nervous system	0.0	0.02
331.1	Hydrocephalus	0.05	0.63
348.4	Cerebral cysts	0.0	0.05
348.0	Other conditions of brain	0.0	0.18
348.2	Cerebral edema and compression of brain	0.01	0.27
798.1	Chronic fatigue syndrome	0.01	0.21
348.9	Other conditions of brain, NOS	0.02	0.45
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.0	0.17
371.3	Inflammation of eyelids	0.12	1.04
371.33	Noninfectious dermatoses of eyelid	0.0	0.01
374.0	Other disorders of eyelids	0.2	1.25
374.1	Ectropion or entropion	0.23	1.3
374.2	Lagophthalmos	0.0	0.01
374.3	Ptosis of eyelid	0.29	1.51
375.0	Disorders of lacrimal system	0.14	1.06
375.2	Epiphora	0.07	0.71
376.0	Disorders of the orbit	0.0	0.04
371.9	Chronic inflammatory disorders of orbit	0.0	0.0
242.3	Exophthalmos	0.0	0.05
369.5	Conjunctivitis, infectious	0.01	0.22
371.2	Conjunctivitis, noninfectious	0.0	0.01
372.0	Disorders of conjunctiva	0.03	0.52
695.22	Pemphigus and pemphigoid	0.0	0.08
371.0	Inflammation of the eye	0.0	0.09
379.0	Other disorders of eye	0.0	0.13
379.1	Scleritis and episcleritis	0.0	0.04
370.0	Keratitis	0.0	0.09
370.1	Corneal ulcer	0.0	0.13
370.3	Keratoconjunctivitis	0.0	0.09
364.1	Corneal opacity	0.0	0.14
364.0	Corneal opacity and other disorders of cornea	0.01	0.27
364.2	Corneal edema	0.0	0.14
364.4	Corneal degenerations	0.01	0.23
364.5	Corneal dystrophy	0.01	0.27
364.41	Keratoconus	0.0	0.05
360.0	Disorders of the globe	0.0	0.05
371.1	Uveitis, noninfectious or NOS	0.02	0.44
379.5	Disorders of iris and ciliary body	0.0	0.17
366.2	Senile cataract	25.79	13.5
379.3	Aphakia and other disorders of lens	1.62	3.39
366.0	Cataract	59.52	20.71
366.1	Nonsenile Cataract	0.0	0.05
366.3	Traumatic cataract	0.0	0.05
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.0	0.04
363.3	Chorioretinal scars	0.0	0.05
363.4	Choroidal degenerations	0.0	0.01
361.1	Retinal detachment with retinal defect	0.04	0.51
361.2	Retinoschisis and retinal cysts	0.0	0.09
361.0	Retinal detachments and defects	0.09	0.81
362.0	Other retinal disorders	0.06	0.64
362.1	Retinopathy of prematurity	0.0	0.0
362.3	Other nondiabetic retinopathy	0.0	0.05
362.29	Macular degeneration (senile) of retina NOS	1.96	3.73
362.6	Peripheral retinal degenerations	0.0	0.14
362.7	Hereditary retinal dystrophies	0.0	0.05
362.8	Retinal hemorrhage/ischemia	0.0	0.09
362.31	Separation of retinal layers	0.0	0.05
365.0	Glaucoma	2.25	4.09
365.11	Primary open angle glaucoma	0.4	1.71
365.2	Primary angle-closure glaucoma	0.03	0.5
379.2	Disorders of vitreous body	0.19	1.23
360.2	Progressive myopia	0.0	0.1
360.3	Hypotony of eye	0.0	0.01
377.3	Optic neuritis/neuropathy	0.0	0.06
377.0	Disorders of optic nerve and visual pathways	0.01	0.22
377.1	Optic atrophy	0.0	0.04
378.5	Paralytic strabismus	0.01	0.31
378.0	Strabismus and other disorders of binocular eye movements	0.0	0.09
378.1	Strabismus (not specified as paralytic)	0.02	0.49
367.0	Disorders of refraction and accommodation; blindness and low vision	0.0	0.04
367.8	Hypermetropia	0.01	0.29
367.1	Myopia	0.08	0.79
367.2	Astigmatism	0.0	0.17
368.3	Anisometropia	0.0	0.13
367.4	Presbyopia	0.0	0.04
368.7	Disorders of accommodation	0.0	0.0
368.0	Visual disturbances	0.03	0.46
368.1	Amblyopia	0.05	0.63
368.9	Subjective visual disturbances	0.01	0.25
368.2	Diplopia and disorders of binocular vision	0.02	0.46
368.4	Visual field defects	0.01	0.29
368.5	Color vision deficiencies	0.0	0.0
367.9	Blindness and low vision	0.02	0.42
378.2	Nystagmus and other irregular eye movements	0.01	0.27
379.4	Anomalies of pupillary function	0.0	0.09
379.9	Pain, swelling or discharge of eye	0.0	0.13
380.1	Otitis externa	0.0	0.17
686.1	Carbuncle and furuncle	0.08	0.77
385.3	Cholesteatoma	0.0	0.17
380.0	Disorders of external ear	0.01	0.25
380.4	Impacted cerumen	0.0	0.17
