index	30-39_Controls	40-49_Controls	50-59_Controls	60-69_Controls	70-79_Controls	30-39_Cases	40-49_Cases	50-59_Cases	60-69_Cases	70-79_Cases	index	30-39_Prevalence	40-49_Prevalence	50-59_Prevalence	60-69_Prevalence	70-79_Prevalence	PheCode	Phenotype	Total_Prevalence	Total_Cases	Total_Controls
0	6.0	117216.0	166375.0	214183.0	2413.0		8.0	14.0	18.0		Status	0.0	6.824541049614414e-05	8.41401775357746e-05	8.403322113342142e-05	0.0	132.0	Infestation (lice, mites)	7.99627373643882e-05	40	500193
0	6.0	114266.0	160244.0	201556.0	2200.0		551.0	1271.0	2703.0	48.0	Status	0.0	0.004798940923382426	0.0078692381512553	0.013233199026725873	0.021352313167259787	41.4	E. coli	0.00947094823390529	4573	478272
0	6.0	116993.0	165719.0	213111.0	2402.0		10.0	16.0	46.0	1.0	Status	0.0	8.54678939856243e-05	9.653965668084592e-05	0.00021580337497712954	0.0004161464835622139	145.1	Cancer of lip	0.0001464969175443103	73	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		58.0	164.0	198.0	2.0	Status	0.0	0.0004955105039683557	0.0009886486258386935	0.0009282308763343319	0.0008319467554076539	145.2	Cancer of tongue	0.0008462798779913086	422	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		2.0	13.0	30.0	1.0	Status	0.0	1.7094747638787982e-05	7.843989090821326e-05	0.00014075189663180713	0.0004161464835622139	145.4	Cancer of the gums	9.231812827001849e-05	46	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		9.0	29.0	40.0		Status	0.0	7.692176202116204e-05	0.00017496440379371093	0.00018766039099042464	0.0	145.5	Cancer of the mouth floor	0.00015652938237117932	78	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		21.0	75.0	114.0		Status	0.0	0.00017946570495838105	0.0004523686020000724	0.0005346465001758705	0.0	145.0	Cancer of mouth	0.0004213136559793436	210	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		8.0	33.0	40.0		Status	0.0	6.837548397022248e-05	0.00019909262030020754	0.00018766039099042464	0.0	149.0	Cancer of larynx, pharynx, nasal cavities	0.00016254876462938882	81	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		25.0	56.0	71.0		Status	0.0	0.00021364234562204105	0.00033780726888855376	0.00033304875646161493	0.0	145.3	Cancer of major salivary glands	0.00030498632577756463	152	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		55.0	157.0	139.0	1.0	Status	0.0	0.00046989269359578976	0.000946490149268128	0.0006518171160609614	0.0004161464835622139	149.1	Cancer of oropharynx	0.0007060008062850118	352	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		6.0	25.0	25.0		Status	0.0	5.128248959392815e-05	0.00015083502268558742	0.00011729599879888897	0.0	149.2	Cancer of nasopharynx	0.0001123850311166055	56	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		6.0	23.0	44.0	1.0	Status	0.0	5.128248959392815e-05	0.00013876989537956583	0.00020642255635570358	0.0004161464835622139	149.3	Cancer of hypopharynx	0.00014850342661622902	74	498231
0	6.0	115385.0	160093.0	200305.0	2196.0		46.0	274.0	724.0	16.0	Status	0.0	0.0003985064670669058	0.001708580942463225	0.0036014704346139115	0.007233273056057866	150.0	Cancer of esophagus	0.002212735755513574	1060	477985
0	6.0	115385.0	160093.0	200305.0	2196.0		52.0	201.0	588.0	14.0	Status	0.0	0.0004504621568474579	0.0012539458744556878	0.0029269312519599987	0.006334841628959276	151.0	Cancer of stomach	0.001785565115696266	855	477985
0	6.0	115385.0	160093.0	200305.0	2196.0		22.0	73.0	174.0	3.0	Status	0.0	0.00019062968450787214	0.0004557771312263527	0.0008679213284184379	0.001364256480218281	159.2	Malignant neoplasm of small intestine, including duodenum	0.0005687318742851647	272	477985
0	6.0	113544.0	155597.0	190597.0	2082.0		278.0	1106.0	2955.0	49.0	Status	0.0	0.002442410078895117	0.007057937627231132	0.015267215011986444	0.02299389957766307	153.2	Colon cancer	0.009411986770024066	4388	461826
0	6.0	113544.0	155597.0	190597.0	2082.0		191.0	840.0	1888.0	31.0	Status	0.0	0.0016793423308568162	0.0053695736942027785	0.009808556510896953	0.014671083767155703	153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.006347143570235985	2950	461826
0	6.0	113544.0	155597.0	190597.0	2082.0		5.0	7.0	25.0		Status	0.0	4.4033853226360424e-05	4.49859900773759e-05	0.0001311496049773898	0.0	153.0	Colorectal cancer	8.011033574891256e-05	37	461826
0	6.0	115385.0	160093.0	200305.0	2196.0		22.0	116.0	266.0	9.0	Status	0.0	0.00019062968450787214	0.0007240542041957693	0.001326213660000698	0.004081632653061225	155.0	Cancer of liver and intrahepatic bile duct	0.0008632979234863023	413	477985
0	6.0	115385.0	160093.0	200305.0	2196.0		14.0	74.0	155.0	7.0	Status	0.0	0.00012131820899661176	0.0004620177689536546	0.0007732215903422129	0.0031774852473899226	155.1	Malignant neoplasm of liver, primary	0.0005227555490501532	250	477985
0	6.0	115385.0	160093.0	200305.0	2196.0		20.0	78.0	206.0	4.0	Status	0.0	0.00017330271652008146	0.00048697954061596667	0.0010273750567300548	0.0018181818181818182	159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	0.0006439567378155231	308	477985
0	6.0	115385.0	160093.0	200305.0	2196.0		71.0	250.0	639.0	11.0	Status	0.0	0.0006149528824833703	0.001559157555989348	0.003179990445099132	0.004984141368373357	157.0	Pancreatic cancer	0.002027326100936203	971	477985
0	6.0	115385.0	160093.0	200305.0	2196.0		544.0	1916.0	4969.0	90.0	Status	0.0	0.004692527322757895	0.011826503465856834	0.024206670109219872	0.03937007874015748	159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	0.015486999077247562	7519	477985
0	6.0	116993.0	165719.0	213111.0	2402.0		10.0	24.0	44.0		Status	0.0	8.54678939856243e-05	0.00014480249542967125	0.00020642255635570358	0.0	149.9	Cancer of of nasal cavities	0.00015652938237117932	78	498231
0	6.0	116993.0	165719.0	213111.0	2402.0		20.0	72.0	243.0	6.0	Status	0.0	0.00017092117969798228	0.0004342817161365816	0.0011389521640091116	0.0024916943521594683	149.4	Cancer of larynx	0.0006839533708270821	341	498231
0	6.0	117211.0	165628.0	211561.0	2369.0		187.0	919.0	2576.0	43.0	Status	0.0	0.001592872110257415	0.005517961896641789	0.012029681932594554	0.01782752902155887	165.1	Cancer of bronchus; lung	0.007442557442557443	3725	496775
0	6.0	117211.0	165628.0	211561.0	2369.0		7.0	23.0	51.0		Status	0.0	5.9717790782985546e-05	0.00013884612830589613	0.0002410071262499291	0.0	164.0	Cancer of intrathoracic organs	0.00016302510184037225	81	496775
0	6.0	117211.0	165628.0	211561.0	2369.0		90.0	381.0	1207.0	26.0	Status	0.0	0.0007672568861305531	0.00229505629212874	0.005672845540682809	0.010855949895615866	165.0	Cancer within the respiratory system	0.003418398769055467	1704	496775
0	6.0	117335.0	166479.0	214261.0	2414.0		26.0	63.0	103.0	2.0	Status	0.0	0.00022153867127921542	0.00037828295565082683	0.0004804911272415144	0.0008278145695364238	170.1	Bone cancer	0.0003874660717531242	194	500495
0	6.0	115791.0	161989.0	201539.0	2181.0		491.0	1015.0	2162.0	33.0	Status	0.0	0.004222493593161452	0.006226841059115114	0.010613595416811896	0.014905149051490514	172.11	Melanomas of skin	0.007627672313054016	3701	481506
0	6.0	115791.0	161989.0	201539.0	2181.0		1128.0	3662.0	10909.0	203.0	Status	0.0	0.009647704821286532	0.022106718341573548	0.051349035999397497	0.08515100671140939	172.2	Other non-epithelial cancer of skin	0.03196973108594956	15902	481506
0	6.0	115385.0	160093.0	200305.0	2196.0		20.0	66.0	197.0	7.0	Status	0.0	0.00017330271652008146	0.0004120904850804513	0.0009825338400614458	0.0031774852473899226	159.4	Malignant neoplasm of retroperitoneum and peritoneum	0.0006063457216036799	290	477985
0	6.0	117335.0	166479.0	214261.0	2414.0		74.0	146.0	229.0	4.0	Status	0.0	0.0006302753621954024	0.0008762190547636909	0.0010676488414378292	0.0016542597187758478	170.2	Cancer of connective tissue	0.0009042854747398931	453	500495
0	6.0	112652.0	157969.0	201578.0	2263.0		2218.0	5315.0	9087.0	116.0	Status	0.0	0.019308783842604683	0.032550647950809634	0.04313483492749152	0.0487599831862127	174.11	Malignant neoplasm of female breast	0.034071383783519676	16736	474468
0	6.0	113487.0	159012.0	202461.0	2271.0		74.0	166.0	183.0	3.0	Status	0.0	0.000651632162450137	0.0010428576813378734	0.0009030615266181086	0.0013192612137203166	184.2	Cancer of other female genital organs, excluding uterus and ovary	0.0008918421564994567	426	477237
0	6.0	113487.0	159012.0	202461.0	2271.0		13.0	30.0	87.0	1.0	Status	0.0	0.0001145374449339207	0.00018862941864413173	0.00042952781562888797	0.00044014084507042255	184.1	Malignant neoplasm of ovary and other uterine adnexa	0.00027442141073553316	131	477237
0	6.0	109548.0	154167.0	199280.0	2252.0		102.0	118.0	107.0	1.0	Status	0.0	0.0009302325581395349	0.0007648183556405354	0.0005366448163621499	0.0004438526409232135	180.1	Cervical cancer	0.0007044961027189683	328	465253
