PheCode	Phenotype	Variance	Maximum Difference
740.1	Osteoarthritis; localized	0.8	2.36
286.11	Von willebrand's disease	0.0	0.08
217.1	Nevus, non-neoplastic	0.0	0.17
165.0	Cancer within the respiratory system	0.02	0.38
255.21	Glucocorticoid deficiency	0.0	0.18
337.0	Disorders of the autonomic nervous system	0.0	0.06
345.11	Generalized convulsive epilepsy	0.0	0.06
290.11	Alzheimer's disease	0.0	0.14
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	0.05	0.5700000000000001
743.11	Osteoporosis NOS	0.08	0.62
289.4	Lymphadenitis	0.08	0.6100000000000001
550.5	Ventral hernia	0.13	0.97
804.0	Fracture of hand or wrist	0.0	0.15
425.12	Other hypertrophic cardiomyopathy	0.0	0.18
575.1	Cholangitis	0.0	0.18
442.11	Abdominal aortic aneurysm	0.01	0.3
531.3	Duodenal ulcer	0.03	0.41000000000000003
788.0	Syncope and collapse	0.31	1.3800000000000001
365.11	Primary open angle glaucoma	0.14	1.0
459.9	Circulatory disease NEC	1.25	3.0800000000000005
835.0	Internal derangement of knee	0.07	0.7400000000000001
214.1	Lipoma of skin and subcutaneous tissue	0.2	1.23
191.11	Cancer of brain	0.0	0.11
724.9	Other unspecified back disorders	0.01	0.24
783.0	Fever of unknown origin	0.2	1.29
426.8	Other cardiac conduction disorders	0.0	0.07
250.6	Polyneuropathy in diabetes	0.01	0.25
366.1	Nonsenile Cataract	0.0	0.12
411.4	Coronary atherosclerosis	9.88	8.62
537.0	Other disorders of stomach and duodenum	0.03	0.48
681.2	Cellulitis and abscess of face/neck	0.0	0.18
550.2	Diaphragmatic hernia	3.13	4.9399999999999995
292.0	Neurological disorders	0.01	0.22000000000000003
117.0	Mycoses	0.0	0.05
480.5	Bronchopneumonia and lung abscess	0.01	0.2
242.3	Exophthalmos	0.0	0.08
216.0	Benign neoplasm of skin	0.26	1.4
604.0	Disorders of penis	0.0	0.16
601.8	Other inflammatory disorders of male genital organs	0.0	0.12
426.3	Bundle branch block	0.0	0.15
370.0	Keratitis	0.0	0.05
385.3	Cholesteatoma	0.0	0.19
333.0	Extrapyramidal disease and abnormal movement disorders	0.0	0.13
697.0	Sarcoidosis	0.06	0.72
965.3	Salicylates causing adverse effects in therapeutic use	0.0	0.06
338.1	Acute pain	0.01	0.21000000000000002
420.3	Endocarditis	0.0	0.18000000000000002
433.1	Occlusion and stenosis of precerebral arteries	0.01	0.32
300.13	Phobia	0.02	0.42
579.2	Splenomegaly	0.0	0.1
454.11	Varicose veins of lower extremity, symptomtic	0.01	0.29000000000000004
571.5	Other chronic nonalcoholic liver disease	0.02	0.32999999999999996
345.0	Epilepsy, recurrent seizures, convulsions	0.05	0.6499999999999999
300.3	Obsessive-compulsive disorders	0.0	0.09
519.8	Other diseases of respiratory system, NEC	0.5	2.08
381.1	Otitis media	0.03	0.44
198.5	Secondary malignancy of brain/spine	0.01	0.3
285.22	Anemia in neoplastic disease	0.02	0.36
189.2	Cancer of bladder	0.01	0.23
386.2	Peripheral or central vertigo	0.0	0.15
969.0	Poisoning by psychotropic agents	0.07	0.76
415.0	Pulmonary heart disease	0.09	0.7300000000000001
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	0.0	0.17000000000000004
275.1	Disorders of iron metabolism	0.0	0.19
470.0	Septal Deviations/Turbinate Hypertrophy	0.17	1.0099999999999998
386.3	Labyrinthitis	0.0	0.17
938.2	Chronic dermatitis due to solar radiation	0.0	0.08
871.3	Open wound of foot except toe(s) alone	0.0	0.019999999999999997
473.3	Paralysis/spasm of vocal cords or larynx	0.0	0.13
560.4	Other intestinal obstruction	0.05	0.61
184.0	Cancer of other female genital organs	0.01	0.2
360.2	Progressive myopia	0.0	0.17
735.0	Acquired foot deformities	0.0	0.06
574.11	Cholelithiasis with acute cholecystitis	0.01	0.26
374.1	Ectropion or entropion	0.01	0.2
429.3	Symptoms involving cardiovascular system	0.0	0.09000000000000001
695.3	Rosacea	0.0	0.1
522.0	Diseases of pulp and periapical tissues	0.01	0.19
172.3	Carcinoma in situ of skin	0.01	0.22
624.9	stress incontinence, female	0.13	0.9
735.23	Hallux rigidus	0.03	0.45
371.3	Inflammation of eyelids	0.04	0.52
626.8	Infertility, female	0.08	0.77
643.1	Hyperemesis gravidarum	0.0	0.16
625.1	Dyspareunia	0.01	0.29
568.1	Peritoneal adhesions (postoperative) (postinfection)	0.08	0.84
202.24	Large cell lymphoma	0.0	0.16
360.0	Disorders of the globe	0.0	0.08
454.1	Varicose veins of lower extremity	0.43	1.8900000000000001
269.0	Proteinuria	0.01	0.16999999999999998
364.5	Corneal dystrophy	0.0	0.07
252.1	Hyperparathyroidism	0.01	0.21
442.1	Aortic aneurysm	0.0	0.19
564.1	Irritable Bowel Syndrome	0.28	1.4900000000000002
426.31	Right bundle branch block	0.03	0.39000000000000007
706.1	Acne	0.0	0.04
650.0	Normal delivery	0.18	1.09
694.3	Vascular disorders of skin	0.0	0.11
510.0	Other diseases of lung	0.0	0.10999999999999999
386.1	Meniere's disease	0.01	0.21
715.1	Sacroiliitis NEC	0.0	0.07
689.0	Disorder of skin and subcutaneous tissue NOS	0.14	1.0899999999999999
555.2	Ulcerative colitis	0.14	1.01
736.0	Other acquired deformities of limbs	0.0	0.08
415.21	Primary pulmonary hypertension	0.0	0.16
300.0	Anxiety disorders	0.01	0.27
274.21	Chondrocalcinosis	0.0	0.1
963.0	Poisoning by primarily systemic agents	0.0	0.08
563.0	Constipation	0.9	2.7699999999999996
296.22	Major depressive disorder	0.0	0.2
367.1	Myopia	0.06	0.74
614.53	Cyst or abscess of Bartholin's gland	0.03	0.44999999999999996
185.0	Cancer of prostate	0.49	1.94
316.0	Substance addiction and disorders	0.04	0.46
561.1	Diarrhea	0.01	0.2
651.0	Multiple gestation	0.01	0.34
781.0	Symptoms involving nervous and musculoskeletal systems	0.06	0.64
227.2	Benign neoplasm of parathyroid gland	0.0	0.15
288.3	Eosinophilia	0.0	0.06
276.13	Hyperpotassemia	0.03	0.52
790.6	Other abnormal blood chemistry	0.16	1.13
741.0	Symptoms and disorders of the joints	0.0	0.04000000000000001
364.1	Corneal opacity	0.0	0.14
717.0	Polymyalgia Rheumatica	0.01	0.34
695.22	Pemphigus and pemphigoid	0.0	0.11
574.3	Cholecystitis without cholelithiasis	0.02	0.34
189.21	Malignant neoplasm of bladder	0.05	0.55
480.1	Bacterial pneumonia	0.01	0.27
433.5	Cerebral aneurysm	0.0	0.08000000000000002
149.1	Cancer of oropharynx	0.0	0.1
614.5	Inflammatory disease of cervix, vagina, and vulva	0.0	0.06
379.0	Other disorders of eye	0.0	0.06
145.2	Cancer of tongue	0.0	0.09
626.0	Disorders of menstruation and other abnormal bleeding from female genital tract	0.02	0.37000000000000005
626.12	Excessive or frequent menstruation	2.31	3.9899999999999998
452.0	Other venous embolism and thrombosis	0.0	0.12
476.0	Allergic rhinitis	0.08	0.8099999999999999
580.2	Nephrotic syndrome without mention of glomerulonephritis	0.03	0.49000000000000005
500.2	Pneumoconiosis	0.0	0.08
687.0	Symptoms affecting skin	0.0	0.08
274.1	Gout	0.02	0.32
244.4	Hypothyroidism NOS	1.55	3.4499999999999997
338.2	Chronic pain	0.01	0.19
261.2	Vitamin B-complex deficiencies	0.06	0.71
281.12	Other vitamin B12 deficiency anemia	0.01	0.22000000000000003
585.1	Acute renal failure	0.44	1.79
523.31	Acute periodontitis	0.0	0.11
721.8	Other allied disorders of spine	0.0	0.04
276.1	Electrolyte imbalance	0.0	0.05
240.0	Simple and unspecified goiter	0.01	0.28
316.1	Polyneuropathy due to drugs	0.0	0.03
585.3	Chronic renal failure [CKD]	0.42	1.64
741.4	Joint effusions	0.0	0.11
578.8	Hemorrhage of rectum and anus	0.12	0.9500000000000002
626.4	Premenstrual tension syndromes	0.0	0.08
818.0	Intracranial hemorrhage (injury)	0.0	0.05
301.2	Antisocial/borderline personality disorder	0.01	0.27
513.8	Disorders of diaphragm	0.0	0.08
527.2	Sialoadenitis	0.0	0.11
53.1	Herpes zoster with nervous system complications	0.0	0.2
315.2	Speech and language disorder	0.0	0.03
366.3	Traumatic cataract	0.0	0.11
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	0.06	0.7400000000000001
694.2	Other dyschromia	0.02	0.42000000000000004
728.71	Contracture of palmar fascia [Dupuytren's disease]	0.08	0.78
596.1	Bladder neck obstruction	0.09	0.6499999999999999
285.0	Other anemias	2.0	3.66
474.0	Acute and chronic tonsillitis	0.0	0.15
478.0	Throat pain	0.0	0.18
800.1	Fracture of neck of femur	0.0	0.049999999999999996
380.4	Impacted cerumen	0.0	0.09
987.0	Toxic effect of other gases, fumes, or vapors	0.0	0.07
669.0	Complications of labor and delivery NEC	0.1	0.9599999999999999
458.1	Orthostatic hypotension	0.02	0.36000000000000004
523.0	Gingival and periodontal diseases	0.01	0.26
622.1	Polyp of corpus uteri	0.14	0.96
726.3	Bursitis	0.0	0.18
277.4	Disorders of bilirubin excretion	0.0	0.11
575.8	Other disorders of biliary tract	0.02	0.35000000000000003
747.11	Cardiac shunt/ heart septal defect	0.0	0.14
225.1	Benign neoplasm of brain, cranial nerves, meninges	0.0	0.2
556.0	Ulceration of the lower GI tract	0.01	0.22999999999999998
427.41	Ventricular fibrillation and flutter	0.0	0.07
705.8	Hyperhidrosis	0.0	0.10999999999999999
458.0	Hypotension	0.0	0.13
529.1	Glossitis	0.0	0.11000000000000001
622.0	Polyp of female genital organs	0.0	0.09
481.0	Influenza	0.0	0.16999999999999998
395.4	Nonrheumatic pulmonary valve disorders	0.0	0.08
479.0	Other upper respiratory disease	0.03	0.42999999999999994
443.9	Peripheral vascular disease, unspecified	0.03	0.42999999999999994
41.0	Bacterial infection NOS	0.26	1.2799999999999998
627.0	Menopausal and postmenopausal disorders	0.01	0.27
385.0	Other disorders of middle ear and mastoid	0.0	0.07
577.3	Cyst and pseudocyst of pancreas	0.0	0.06999999999999999
480.3	Pneumonia due to fungus (mycoses)	0.0	0.08
609.2	Abnormal spermatozoa	0.0	0.04
619.4	Noninflammatory disorders of vagina	0.01	0.25
574.12	Cholelithiasis with other cholecystitis	0.12	0.9400000000000001
807.0	Fracture of ribs	0.0	0.08
573.9	Abnormal serum enzyme levels	0.0	0.17
378.1	Strabismus (not specified as paralytic)	0.01	0.19
433.0	Cerebrovascular disease	0.04	0.53
38.2	Gram positive septicemia	0.0	0.15
278.3	Localized adiposity	0.0	0.12000000000000001
272.9	Unspecified disorder of lipoid metabolism	0.0	0.12
426.9	Cardiac pacemaker/device in situ	0.0	0.12
455.0	Hemorrhoids	1.25	3.070000000000001
615.0	Endometriosis	0.12	0.9099999999999999
523.1	Gingivitis	0.0	0.05
874.0	Complication of amputation stump	0.0	0.14
733.0	Other disorders of bone and cartilage	0.01	0.18999999999999997
79.0	Viral infection	0.1	0.87
610.8	Other specified benign mammary dysplasias	0.01	0.19
198.6	Secondary malignancy of bone	0.04	0.42000000000000004
550.4	Umbilical hernia	0.27	1.48
383.0	Otosclerosis	0.0	0.13
571.51	Cirrhosis of liver without mention of alcohol	0.01	0.24000000000000002
771.0	Musculoskeletal symptoms referable to limbs	0.01	0.21000000000000002
253.0	Disorders of the pituitary gland and its hypothalamic control	0.0	0.09
292.3	Memory loss	0.02	0.37
444.0	Arterial embolism and thrombosis	0.0	0.15999999999999998
559.0	Ileostomy status	0.02	0.45999999999999996
159.4	Malignant neoplasm of retroperitoneum and peritoneum	0.0	0.06
501.0	Pneumonitis due to inhalation of food or vomitus	0.0	0.12
289.0	Other diseases of blood and blood-forming organs	0.01	0.35
594.1	Calculus of kidney	0.06	0.65
367.9	Blindness and low vision	0.01	0.32
324.0	Other CNS infection and poliomyelitis	0.0	0.16
427.2	Atrial fibrillation and flutter	1.14	2.8699999999999997
287.1	Spontaneous ecchymoses	0.0	0.04
246.0	Other disorders of thyroid	0.01	0.23
8.0	Intestinal infection	0.0	0.15
250.14	Type 1 diabetes with neurological manifestations	0.0	0.09
427.8	Sinoatrial node dysfunction (Bradycardia)	0.0	0.09999999999999999
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	0.0	0.09999999999999998
290.0	Delirium dementia and amnestic and other cognitive disorders	0.01	0.22
636.2	Early onset of delivery	0.03	0.44999999999999996
474.2	Chronic tonsillitis and adenoiditis	0.01	0.27
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	0.0	0.06999999999999999
644.0	Anemia during pregnancy	0.07	0.75
621.0	Endometrial hyperplasia	0.01	0.23000000000000004
555.21	Ulcerative colitis (chronic)	0.01	0.25
802.0	Fracture of pelvis	0.0	0.07
722.1	Displacement of intervertebral disc	0.0	0.07
800.0	Fracture of lower limb	0.0	0.12
519.0	Other diseases of respiratory system, not elsewhere classified	0.0	0.07
496.0	Chronic airway obstruction	0.55	1.91
550.1	Inguinal hernia	1.46	3.4400000000000004
590.0	Pyelonephritis	0.08	0.8300000000000001
184.2	Cancer of other female genital organs (excluding uterus and ovary)	0.0	0.1
858.0	Complication of internal orthopedic device	0.08	0.75
790.0	Nonspecific findings on examination of blood	0.0	0.11
112.0	Candidiasis	0.01	0.34
596.0	Other disorders of bladder	0.11	0.8500000000000001
738.0	Other acquired musculoskeletal deformity	0.0	0.16
395.2	Nonrheumatic aortic valve disorders	0.0	0.1
700.0	Corns and callosities	0.0	0.17
367.2	Astigmatism	0.0	0.05
803.0	Fracture of upper limb	0.0	0.06
356.0	Hereditary and idiopathic peripheral neuropathy	0.0	0.05
465.0	Acute upper respiratory infections of multiple or unspecified sites	0.02	0.38999999999999996
713.5	Arthropathy associated with neurological disorders	0.0	0.04
840.0	Sprains and strains	0.0	0.11
527.7	Disturbance of salivary secretion	0.0	0.06
594.0	Urinary calculus	0.01	0.18
277.5	Other disorders of lipoid metabolism	0.0	0.15
189.0	Cancer of urinary organs (incl. kidney and bladder)	0.04	0.45999999999999996
300.1	Anxiety disorder	0.47	1.8699999999999997
474.1	Acute tonsillitis	0.03	0.42
751.12	Congenital anomalies of male genital organs	0.0	0.09
625.0	Pain and other symptoms associated with female genital organs	0.02	0.39999999999999997
411.8	Other chronic ischemic heart disease, unspecified	5.66	6.8
681.3	Cellulitis and abscess of arm/hand	0.15	1.16
516.0	Abnormal sputum	0.0	0.03
334.0	Degenerative disease of the spinal cord	0.03	0.48000000000000004
800.4	Fracture of patella	0.0	0.04
343.0	Infantile cerebral palsy	0.0	0.11
345.3	Convulsions	0.02	0.36999999999999994
870.6	Open wound of neck	0.0	0.05
281.11	Pernicious anemia	0.01	0.2
618.1	Prolapse of vaginal walls	0.21	1.3599999999999999
647.1	Infections of genitourinary tract during pregnancy	0.01	0.25
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	0.0	0.07
569.0	Other disorders of intestine	0.11	0.94
204.12	Lymphoid leukemia, chronic	0.0	0.16
605.0	Erectile dysfunction [ED]	0.01	0.21999999999999997
250.1	Type 1 diabetes	0.47	1.7399999999999998
262.0	Mineral deficiency NEC	0.0	0.12
222.0	Benign neoplasm of male genital organs	0.0	0.05
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	0.01	0.27999999999999997
150.0	Cancer of esophagus	0.01	0.18
377.0	Disorders of optic nerve and visual pathways	0.0	0.030000000000000006
440.9	Atherosclerosis of aorta	0.0	0.1
334.2	Anterior horn cell disease	0.01	0.25
170.2	Cancer of connective tissue	0.0	0.11
372.0	Disorders of conjunctiva	0.14	1.01
695.42	Systemic lupus erythematosus	0.02	0.44000000000000006
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	0.04	0.5700000000000001
573.2	Liver replaced by transplant	0.0	0.13
526.9	Jaw disease NOS	0.0	0.12
591.0	Urinary tract infection	0.33	1.6100000000000003
201.0	Hodgkin's disease	0.0	0.09
276.6	Fluid overload	0.01	0.3
364.2	Corneal edema	0.0	0.06
599.5	Frequency of urination and polyuria	0.07	0.7299999999999999
378.2	Nystagmus and other irregular eye movements	0.0	0.11
687.3	Changes in skin texture	0.0	0.03
295.2	Paranoid disorders	0.01	0.2
735.1	Flat foot	0.0	0.12000000000000001
241.2	Nontoxic multinodular goiter	0.01	0.31
636.0	Early or threatened labor; hemorrhage in early pregnancy	0.06	0.6799999999999999
353.0	Nerve root and plexus disorders	0.03	0.49
335.0	Multiple sclerosis	0.03	0.46
426.0	Cardiac conduction disorders	0.0	0.07
601.1	Prostatitis	0.01	0.31
601.4	Balanoposthitis	0.0	0.1
331.1	Hydrocephalus	0.0	0.04999999999999999
525.0	Other diseases of the teeth and supporting structures	0.16	1.2000000000000002
459.1	Hemorrhage NOS	0.0	0.04
287.32	Secondary thrombocytopenia	0.0	0.07
260.6	Anorexia	0.01	0.32
420.21	Acute pericarditis	0.0	0.1
764.0	Sciatica	0.02	0.35000000000000003
595.0	Hydronephrosis	0.03	0.47
433.8	Late effects of cerebrovascular disease	0.02	0.47000000000000003
572.0	Ascites (non malignant)	0.02	0.38
228.0	Hemangioma and lymphangioma, any site	0.0	0.18
411.2	Myocardial infarction	3.1	4.99
187.0	Cancer of other male genital organs	0.0	0.06
819.0	Skull and face fracture and other intercranial injury	0.01	0.31
425.11	Hypertrophic obstructive cardiomyopathy	0.0	0.11
362.3	Other nondiabetic retinopathy	0.0	0.09
293.0	Symptoms involving head and neck	0.04	0.45
331.9	Cerebral degeneration, unspecified	0.0	0.05
759.1	Anomalies of endocrine glands, congenital	0.0	0.06
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	0.0	0.1
365.2	Primary angle-closure glaucoma	0.01	0.2
256.4	Polycystic ovaries	0.0	0.18
285.2	Anemia of chronic disease	0.01	0.19
290.2	Delirium due to conditions classified elsewhere	0.01	0.2
212.0	Benign neoplasm of respiratory and intrathoracic organs	0.0	0.19000000000000003
253.11	Acromegaly and gigantism	0.0	0.06
359.2	Myopathy	0.0	0.14
530.11	GERD	0.68	2.42
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	0.0	0.13
341.0	Other demyelinating diseases of central nervous system	0.0	0.11
577.0	Diseases of pancreas	0.0	0.18
151.0	Cancer of stomach	0.0	0.12
871.4	Open wound of toe(s)	0.0	0.02
381.11	Suppurative and unspecified otitis media	0.01	0.20999999999999996
283.1	Autoimmune hemolytic anemias	0.0	0.05
426.2	Atrioventricular [AV] block	0.0	0.08
614.33	Pelvic inflammatory disease, NOS	0.01	0.26
401.1	Essential hypertension	32.42	14.159999999999998
740.11	Osteoarthrosis, localized, primary	0.25	1.51
798.0	Malaise and fatigue	0.09	0.83
370.1	Corneal ulcer	0.0	0.06
528.5	Diseases of lips	0.01	0.25
741.2	Stiffness of joint	0.0	0.05
722.7	Intervertebral disc disorder with myelopathy	0.01	0.23
250.22	Type 2 diabetes with renal manifestations	0.03	0.38
270.35	Macroglobulinemia	0.0	0.05
414.0	Other forms of chronic heart disease	0.06	0.71
223.0	Benign neoplasm of kidney and other urinary organs	0.0	0.09
440.2	Atherosclerosis of the extremities	0.0	0.14
384.0	Other disorders of tympanic membrane	0.0	0.13
480.0	Pneumonia	0.12	0.9200000000000002
949.0	Allergies, other	0.01	0.18
681.0	Superficial cellulitis and abscess	0.0	0.15
446.5	Giant cell arteritis	0.0	0.13
695.9	Unspecified erythematous condition	0.0	0.13
117.4	Aspergillosis	0.0	0.05
695.41	Cutaneous lupus erythematosus	0.01	0.24
426.32	Left bundle branch block	0.06	0.72
626.2	Dysmenorrhea	0.04	0.52
705.3	Hidradenitis	0.0	0.11
395.1	Nonrheumatic mitral valve disorders	0.02	0.30999999999999994
252.2	Hypoparathyroidism	0.0	0.08
851.0	Complications of transplants and reattached limbs	0.17	1.2800000000000002
496.2	Chronic bronchitis	0.0	0.1
627.3	Postmenopausal atrophic vaginitis	0.0	0.14
805.0	Fracture of vertebral column without mention of spinal cord injury	0.0	0.1
70.4	Chronic hepatitis	0.0	0.14
245.21	Chronic lymphocytic thyroiditis	0.0	0.13
870.5	Open wound of lip and mouth	0.0	0.05000000000000002
259.0	Other endocrine disorders	0.0	0.11
624.1	Dystrophy of female genital tract	0.0	0.08
477.0	Epistaxis or throat hemorrhage	0.01	0.32999999999999996
695.8	Other specified erythematous conditions	0.0	0.06999999999999999
562.1	Diverticulosis	8.37	8.81
961.1	Poisoning/allergy of sulfonamides	0.0	0.14
990.0	Effects radiation NOS	0.03	0.44999999999999996
952.0	Spinal cord injury without evidence of spinal bone injury	0.0	0.04
187.1	Malignant neoplasm of unspecified male genital organ	0.0	0.13
395.6	Heart valve replaced	0.01	0.27
727.7	Contracture of tendon (sheath)	0.0	0.05
579.8	Nonspecific abnormal findings in stool contents	0.02	0.43
433.2	Occlusion of cerebral arteries	0.07	0.7000000000000001
53.0	Herpes zoster	0.0	0.039999999999999994
349.0	Other and unspecified disorders of the nervous system	0.0	0.05
365.0	Glaucoma	0.36	1.75
253.2	Pituitary hypofunction	0.0	0.1
340.0	Migraine	0.12	0.9800000000000001
550.0	Abdominal hernia	0.14	0.97
613.8	Other specified disorders of breast	0.0	0.19
367.8	Hypermetropia	0.0	0.07
348.4	Cerebral cysts	0.0	0.05
361.2	Retinoschisis and retinal cysts	0.0	0.04
519.9	Symptoms involving respiratory system and other chest symptoms	0.01	0.25
345.12	Partial epilepsy	0.0	0.049999999999999996
300.12	Agorophobia, social phobia, and panic disorder	0.01	0.26
276.42	Alkalosis	0.0	0.08
619.5	Noninflammatory disorders of vulva and perineum	0.02	0.37999999999999995
379.2	Disorders of vitreous body	0.01	0.24
368.2	Diplopia and disorders of binocular vision	0.0	0.16
500.0	Lung disease due to external agents	0.0	0.06
334.1	Spinocerebellar disease	0.0	0.05
284.0	Aplastic anemia	0.0	0.18
317.0	Alcohol-related disorders	0.4	1.7599999999999998
350.2	Abnormality of gait	0.06	0.7
363.3	Chorioretinal scars	0.0	0.09
303.4	Somatoform disorder	0.0	0.07
306.0	Other mental disorder	7.65	6.959999999999999
771.1	Swelling of limb	0.01	0.22999999999999998
577.1	Acute pancreatitis	0.01	0.26
550.3	Femoral hernia	0.0	0.18
198.4	Secondary malignant neoplasm of liver	0.06	0.6
701.0	Other hypertrophic and atrophic conditions of skin	0.0	0.15000000000000002
627.2	Symptomatic menopause	0.0	0.15
165.1	Cancer of bronchus; lung	0.06	0.61
870.4	Open wound of nose and sinus	0.0	0.11
715.0	Other inflammatory spondylopathies	0.0	0.11000000000000001
350.3	Lack of coordination	0.0	0.14
458.2	Iatrogenic hypotension	0.0	0.11
520.2	Disturbances in tooth eruption	0.01	0.25999999999999995
362.31	Separation of retinal layers	0.0	0.08
352.2	Facial nerve disorders [CN7]	0.01	0.21
727.0	Other disorders of synovium, tendon, and bursa	0.01	0.33
701.5	Abnormal granulation tissue	0.0	0.13
366.0	Cataract	6.01	6.79
281.13	Folate-deficiency anemia	0.0	0.1
599.4	Urinary incontinence	0.16	1.13
251.1	Hypoglycemia	0.05	0.62
577.2	Chronic pancreatitis	0.0	0.13
184.11	Malignant neoplasm of ovary	0.01	0.22000000000000003
333.4	Torsion dystonia	0.0	0.1
451.0	Phlebitis and thrombophlebitis	0.0	0.19
290.12	Dementia with cerebral degenerations	0.0	0.03
208.0	Benign neoplasm of colon	0.49	2.01
612.2	Hypertrophy of breast (Gynecomastia)	0.01	0.35
257.1	Testicular hypofunction	0.0	0.05
459.0	Other disorders of circulatory system	0.0	0.07
277.0	Other disorders of metabolism	0.01	0.21999999999999997
500.1	Extrinsic allergic alveolitis	0.0	0.05
939.0	Atopic/contact dermatitis due to other or unspecified	0.02	0.37
732.0	Osteochondropathies	0.0	0.11000000000000001
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	0.0	0.12
361.0	Retinal detachments and defects	0.01	0.19999999999999996
613.1	Inflammatory disease of breast	0.01	0.29
938.0	Dermatitis due to solar radiation	0.0	0.03
742.8	Articular cartilage disorder	0.0	0.04
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	0.01	0.26
426.4	Anomalous atrioventricular excitation	0.0	0.12
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	0.01	0.21999999999999997
656.0	Other perinatal conditions of fetus or newborn	0.03	0.38
348.9	Other conditions of brain, NOS	0.0	0.21000000000000002
426.91	Cardiac pacemaker in situ	0.07	0.72
136.0	Other infectious and parasitic diseases	0.0	0.1
253.3	Diabetes insipidus	0.0	0.08
958.2	Traumatic and surgical subcutaneous emphysema	0.0	0.03
747.2	Congenital anomalies of peripheral vascular system	0.0	0.05
292.6	Hallucinations	0.0	0.18
149.4	Cancer of larynx	0.0	0.07
585.2	Renal failure NOS	0.04	0.6
941.0	Adverse reaction to serum or vaccine	0.0	0.11
480.12	Pseudomonal pneumonia	0.0	0.03
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	0.15	0.9999999999999999
622.2	Mucous polyp of cervix	0.06	0.6500000000000001
619.0	Noninflammatory female genital disorders	0.0	0.12
575.2	Obstruction of bile duct	0.01	0.22999999999999998
860.0	Bone marrow or stem cell transplant	0.0	0.03
416.0	Cardiomegaly	0.13	1.0699999999999998
364.4	Corneal degenerations	0.0	0.1
418.1	Precordial pain	0.38	1.9
440.1	Atherosclerosis of renal artery	0.0	0.07
198.7	Secondary malignant neoplasm of skin	0.0	0.07
