index	0_Controls	1_Controls	2_Controls	3_Controls	4_Controls	0_Cases	1_Cases	2_Cases	3_Cases	4_Cases	index	0.0_Prevalence	1.0_Prevalence	2.0_Prevalence	3.0_Prevalence	4.0_Prevalence	PheCode	Phenotype	Total_Prevalence	Total_Cases	Total_Controls
0	97757.0	97530.0	97497.0	97528.0	97207.0	62.0	62.0	82.0	68.0	100.0	Status	0.0006338236947832221	0.0006352979752438725	0.0008403447463081196	0.0006967498667978196	0.0010276752957135663	369.0	Infection of the eye	0.0007665615206612925	374	487519
0	96618.0	96098.0	95901.0	95606.0	94049.0	111.0	126.0	130.0	161.0	221.0	Status	0.0011475358992649566	0.0013094446291985367	0.0013537295248409367	0.0016811636576273665	0.0023443301156253313	38.2	Gram positive septicemia	0.0015636057709369736	749	478272
0	92883.0	92017.0	91754.0	91611.0	90515.0	4.0	2.0	4.0	2.0	1.0	Status	4.3063076641510654e-05	2.173464175876721e-05	4.35929292268794e-05	2.1830962854616702e-05	1.1047770559901012e-05	711.0	Arthropathy associated with infections	2.8335218715194e-05	13	458780
0	98846.0	98582.0	98771.0	98613.0	98475.0	68.0	82.0	75.0	92.0	121.0	Status	0.0006874658794508361	0.0008311035433390091	0.0007587560447564899	0.0009320703105212502	0.001227230313602986	529.1	Glossitis	0.0008871335257481392	438	493287
0	99427.0	99223.0	99242.0	99207.0	98940.0	890.0	952.0	954.0	999.0	1283.0	Status	0.00887187615259627	0.00950336910406788	0.00952133817717274	0.00996946290641279	0.012801452760344431	994.2	Sepsis	0.010133362069137546	5078	496039
0	100186.0	100037.0	100024.0	100038.0	99908.0	11.0	8.0	11.0	13.0	22.0	Status	0.00010978372605966247	7.996401619271328e-05	0.0001099615134702854	0.00012993373379576416	0.00022015410787551285	130.0	Spirochetal infection	0.00012993295459542875	65	500193
0	98953.0	98786.0	98794.0	98583.0	97856.0	698.0	715.0	680.0	721.0	934.0	Status	0.007004445514846815	0.007185857428568557	0.006835957134527615	0.007260533311850479	0.009454398218443162	79.0	Viral infection	0.007545498469962957	3748	492972
0	96618.0	96098.0	95901.0	95606.0	94049.0	3.0	2.0	9.0	8.0	9.0	Status	3.1049150805725465e-05	2.081165452653486e-05	9.383797309978104e-05	8.366975547513963e-05	9.568564077484105e-05	31.0	Diseases due to other mycobacteria	6.481247242856516e-05	31	478272
0	100316.0	100175.0	100195.0	100204.0	100222.0	1.0		1.0	2.0	1.0	Status	9.968400171456483e-06	0.0	9.98043834085193e-06	1.9958884697523103e-05	9.977749618351077e-06	657.0	Infections specific to the perinatal period	9.977709796315032e-06	5	501112
0	98398.0	98302.0	98202.0	98046.0	97979.0	7.0	11.0	12.0	11.0	17.0	Status	7.113459681926732e-05	0.00011188754284784311	0.00012218217362086872	0.0001121796506113791	0.00017347646842728274	639.0	Complications following abortion or ectopic and molar pregnancies	0.00011812988176828212	58	490927
0	99711.0	99530.0	99557.0	99469.0	99308.0	321.0	351.0	340.0	377.0	505.0	Status	0.0032089731285988485	0.003514181876432955	0.0034035056107791025	0.0037758147547222723	0.005059461192429844	465.0	Acute upper respiratory infections of multiple or unspecified sites	0.0037920271328150497	1894	497575
0	96618.0	96098.0	95901.0	95606.0	94049.0	426.0	447.0	442.0	496.0	609.0	Status	0.004389761345369111	0.004629965301154902	0.004587774929159357	0.005161182909824978	0.0064336875911174965	41.2	Streptococcus infection	0.005034408727417973	2420	478272
0	100036.0	99904.0	99919.0	99908.0	99865.0	108.0	101.0	110.0	112.0	113.0	Status	0.0010784470362677743	0.0010099495025248737	0.0010996810924831799	0.0011197760447910418	0.0011302486547040348	320.0	Meningitis	0.0010876171587601165	544	499632
0	99440.0	99243.0	99210.0	99218.0	99084.0	2.0	1.0	2.0	4.0	6.0	Status	2.011222622232055e-05	1.0076175889726332e-05	2.0158851751804218e-05	4.0313640120134645e-05	6.0551014229488346e-05	420.0	Carditis	3.0229136857378933e-05	15	496195
0	96618.0	96098.0	95901.0	95606.0	94049.0	929.0	1001.0	989.0	1049.0	1352.0	Status	0.00952361425774242	0.010309066004799226	0.010207451749406543	0.010853033986860484	0.014171759205878345	38.0	Septicemia	0.011001009115121838	5320	478272
0	100186.0	100037.0	100024.0	100038.0	99908.0	11.0	17.0	19.0	33.0	125.0	Status	0.00010978372605966247	0.00016990824954524558	0.00018991833511590017	0.00032976586623497317	0.0012495876360800935	133.0	Arthropod-borne diseases	0.00040967389957593755	205	500193
0	96618.0	96098.0	95901.0	95606.0	94049.0	698.0	799.0	860.0	940.0	1298.0	Status	0.0071725101730445145	0.008245869325159706	0.008887878380752575	0.009736291508710873	0.013613433039319538	41.1	Staphylococcus infections	0.009516077926219849	4595	478272
0	100304.0	100162.0	100183.0	100186.0	100195.0	9.0	12.0	12.0	17.0	19.0	Status	8.971917896982445e-05	0.00011979156268093518	0.0001197664554119467	0.00016965559913375848	0.00018959426826591094	90.0	Sexually transmitted infections (not HIV or hepatitis)	0.0001376973412439458	69	501030
0	100304.0	100162.0	100183.0	100186.0	100195.0	1.0			1.0	6.0	Status	9.969592742136484e-06	0.0	0.0	9.981334903730024e-06	5.987964191974132e-05	90.2	Gonococcal infections	1.5966852813559052e-05	8	501030
0	100304.0	100162.0	100183.0	100186.0	100195.0	3.0	1.0	1.0	2.0	3.0	Status	2.9908181881623415e-05	9.983726525763007e-06	9.981633793819373e-06	1.996247055535593e-05	2.9940717379588416e-05	90.3	Venereal diseases due to Chlamydia trachomatis	1.9958486348395338e-05	10	501030
0	100186.0	100037.0	100024.0	100038.0	99908.0	5.0	4.0	4.0	4.0	10.0	Status	4.9904682057270616e-05	3.998360672124429e-05	3.9988803135122166e-05	3.9983207053037726e-05	0.00010008206729518205	131.0	Protozoan infection	5.3976250449802085e-05	27	500193
0	98953.0	98786.0	98794.0	98583.0	97856.0	63.0	64.0	51.0	62.0	102.0	Status	0.0006362608063343299	0.0006474456246838644	0.0005159593302645556	0.0006285163971818136	0.001041262581922865	54.0	Herpes simplex	0.0006932704119485763	342	492972
0	98953.0	98786.0	98794.0	98583.0	97856.0	228.0	217.0	234.0	250.0	307.0	Status	0.002298827396376322	0.002191852772138218	0.0023629680494405623	0.0025295194924772092	0.0031274512800138544	78.0	Viral warts & HPV	0.002500971250971251	1236	492972
0	98846.0	98582.0	98771.0	98613.0	98475.0	519.0	582.0	549.0	553.0	595.0	Status	0.00522316711115584	0.005869065386632246	0.005527587595650423	0.005576508077365226	0.006005854446351065	528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	0.0056401624721569895	2798	493287
0	100186.0	100037.0	100024.0	100038.0	99908.0	17.0	5.0	8.0	1.0	10.0	Status	0.00016965559913375848	4.9979008816297156e-05	7.99744081893794e-05	9.996101520407041e-06	0.00010008206729518205	130.1	Lyme disease	8.196164195156666e-05	41	500193
0	100186.0	100037.0	100024.0	100038.0	99908.0	56.0	59.0	80.0	65.0	79.0	Status	0.0005586480716665669	0.0005894341432225063	0.0007991688643810437	0.0006493311888754583	0.0007901027133527358	136.0	Other infectious and parasitic diseases	0.000677279374745271	339	500193
0	100036.0	99904.0	99919.0	99908.0	99865.0	83.0	67.0	69.0	80.0	134.0	Status	0.0008290134739659805	0.0006701943563633453	0.0006900828099371925	0.0008000960115213825	0.0013400134001340014	324.0	Other CNS infection and poliomyelitis	0.0008658874346334977	433	499632
0	100036.0	99904.0	99919.0	99908.0	99865.0	3.0	5.0	6.0	6.0	2.0	Status	2.9988304561221123e-05	5.004554144271287e-05	6.0045033775331495e-05	6.005164441419621e-05	2.0026635425115402e-05	324.1	Jakob-Creutzfeldt disease	4.403046908460655e-05	22	499632
0	100036.0	99904.0	99919.0	99908.0	99865.0	78.0	85.0	75.0	72.0	90.0	Status	0.0007791118125337116	0.0008500935102861315	0.000750045002700162	0.0007201440288057612	0.0009004051823320494	323.0	Encephalitis	0.0007999488032765903	400	499632
0	98724.0	98565.0	98415.0	98282.0	97763.0	106.0	133.0	128.0	124.0	158.0	Status	0.0010725488212081351	0.0013475450363735842	0.001298925342236384	0.0012600857671280206	0.0016135456133005177	386.2	Peripheral or central vertigo	0.0013180394721343303	649	491749
0	97757.0	97530.0	97497.0	97528.0	97207.0	32.0	36.0	38.0	37.0	50.0	Status	0.00032723516959985276	0.00036898099747862984	0.0003896037319936433	0.00037923435658279096	0.0005141018127229917	369.2	Eye infection, viral	0.0003957253461058986	193	487519
0	98953.0	98786.0	98794.0	98583.0	97856.0	15.0	13.0	16.0	16.0	23.0	Status	0.00015156414194487106	0.000131580279152623	0.00016192693047262422	0.0001622734510491993	0.0002349840108705647	79.1	Varicella infection	0.00016833821784587928	83	492972
0	97662.0	97293.0	97055.0	96723.0	95310.0	22.0	20.0	26.0	21.0	29.0	Status	0.0002252160026206953	0.00020552238652595233	0.000267817595616032	0.00021706772513024064	0.000304177723701738	480.2	Viral pneumonia	0.0002437205805506846	118	484043
0	98953.0	98786.0	98794.0	98583.0	97856.0	96.0	86.0	92.0	108.0	145.0	Status	0.0009692172561055639	0.0008698114734201796	0.0009303642578322512	0.0010943247104599203	0.0014795767390128672	53.0	Herpes zoster	0.0010678846360377629	527	492972
0	98953.0	98786.0	98794.0	98583.0	97856.0	30.0	25.0	25.0	35.0	36.0	Status	0.00030308234747380866	0.0002530082683102084	0.000252987785749704	0.0003549047841164899	0.0003677522167286397	53.1	Herpes zoster with nervous system complications	0.0003062116348253884	151	492972
0	99445.0	99276.0	99205.0	99141.0	98917.0	248.0	244.0	281.0	280.0	343.0	Status	0.002487637045730392	0.0024517684887459808	0.002824518022636351	0.0028163064141378583	0.003455571227080395	381.1	Otitis media	0.0028067071454421165	1396	495984
0	98953.0	98786.0	98794.0	98583.0	97856.0	17.0	15.0	13.0	22.0	30.0	Status	0.00017176922299686774	0.00015182032570520542	0.00013156962563381136	0.00022311241823436945	0.00030647896532701304	70.1	Viral hepatitis A	0.00019672703009112314	97	492972
0	98953.0	98786.0	98794.0	98583.0	97856.0	33.0	27.0	28.0	56.0	160.0	Status	0.00033338047804740064	0.0002732433991478854	0.00028333771832183115	0.000567726761220207	0.001632386549134835	70.2	Viral hepatitis B	0.0006162878388569483	304	492972
0	98953.0	98786.0	98794.0	98583.0	97856.0	44.0	45.0	62.0	72.0	167.0	Status	0.00044445791286604647	0.00045532272262751563	0.0006271748806344582	0.0007298160255435609	0.0017036817889678952	70.0	Viral hepatitis	0.0007904946063944933	390	492972
0	98953.0	98786.0	98794.0	98583.0	97856.0	25.0	44.0	55.0	100.0	274.0	Status	0.00025258138172119056	0.0004452089446524335	0.0005564042124857105	0.0010133457637080349	0.002792214409456843	70.3	Viral hepatitis C	0.001009179889354976	498	492972
0	98953.0	98786.0	98794.0	98583.0	97856.0	2.0	6.0	15.0	37.0	149.0	Status	2.0211207114344904e-05	6.0733662644748564e-05	0.0001518080336811424	0.0003751774487933482	0.0015203305953777869	71.1	HIV infection, symptomatic	0.0004237795048876579	209	492972
0	99603.0	99399.0	99384.0	99270.0	99044.0	566.0	604.0	638.0	764.0	971.0	Status	0.005650450738252354	0.006039818805435837	0.0063785967087240806	0.00763740328288382	0.009708543718442233	112.0	Candidiasis	0.0070825578768718405	3543	496700
0	97662.0	97293.0	97055.0	96723.0	95310.0	22.0	27.0	38.0	44.0	49.0	Status	0.0002252160026206953	0.0002774352651048089	0.0003913773392520573	0.0004547004660679777	0.0005138476703824495	480.3	Pneumonia due to fungus (mycoses)	0.0003717295543582193	180	484043
0	100317.0	100174.0	100196.0	100202.0	100214.0		1.0		4.0	9.0	Status	0.0	9.982530571499875e-06	0.0	3.9917769395046207e-05	8.97997465651597e-05	230.0	Kaposi's sarcoma	2.793758742968209e-05	14	501103
0	99060.0	98948.0	98993.0	98990.0	98952.0	447.0	392.0	414.0	421.0	428.0	Status	0.004492146281166149	0.003946043889671834	0.0041646966511412675	0.004234943819094466	0.0043067015496075665	202.2	Non-Hodgkins lymphoma	0.004228993350702653	2102	494943
0	90085.0	89529.0	89707.0	89642.0	88936.0	4656.0	4846.0	4554.0	4467.0	4648.0	Status	0.04914450976873793	0.05134834437086093	0.04831266377398924	0.047466235960428864	0.04966660967686784	195.1	Malignant neoplasm, other	0.04918801876578852	23171	447899
0	97009.0	96649.0	96435.0	96079.0	94787.0	25.0	40.0	38.0	41.0	76.0	Status	0.0002576416513799287	0.00041369752505455634	0.0003938925917095975	0.00042655014565126924	0.000801155350347343	348.8	Encephalopathy, not elsewhere classified	0.00045721031050814767	220	480959
0	97286.0	97033.0	96829.0	96509.0	95092.0	86.0	86.0	108.0	106.0	150.0	Status	0.0008832107792794644	0.0008855115888755032	0.0011141256692491	0.001097138125549863	0.0015749354276474664	504.0	Other alveolar and parietoalveolar pneumonopathy	0.0011090764248838677	536	482749
0	99418.0	99304.0	99229.0	99179.0	98863.0	763.0	733.0	820.0	869.0	1162.0	Status	0.0076162146514808194	0.007327288903105851	0.00819598396785575	0.008685830801215417	0.011617095726068482	798.0	Malaise and fatigue	0.008688092097373786	4347	495993
0	99656.0	99437.0	99396.0	99218.0	98700.0	9.0	10.0	8.0	21.0	29.0	Status	9.030251341995686e-05	0.00010055607509527688	8.047965876624683e-05	0.0002116103548000282	0.00029373335088980947	260.1	Cachexia	0.0001550905970786571	77	496407
0	99808.0	99612.0	99638.0	99589.0	99322.0	280.0	306.0	317.0	348.0	502.0	Status	0.002797538166413556	0.0030625112592325707	0.0031714271422139963	0.003482193782082712	0.005028850777368168	577.1	Acute pancreatitis	0.0035079504204337613	1753	497969
0	98953.0	98786.0	98794.0	98583.0	97856.0	12.0	13.0	17.0	10.0	24.0	Status	0.00012125498913757389	0.000131580279152623	0.00017204562245094168	0.00010142707900155183	0.00024519820187985286	79.2	Infectious mononucleosis	0.00015414320715224483	76	492972
0	99603.0	99399.0	99384.0	99270.0	99044.0	8.0	18.0	12.0	19.0	25.0	Status	8.031241529549949e-05	0.00018105555387911524	0.00012072920439454304	0.00019136057367885668	0.00025234937265945957	110.1	Dermatophytosis	0.00016506234122814435	82	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0	23.0	34.0	23.0	20.0	18.0	Status	0.00023086342922530264	0.00034193879295606086	0.00023137203617451486	0.00020143015409406788	0.00018170438715148088	110.11	Dermatophytosis of nail	0.00023751152333450077	118	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0	36.0	39.0	39.0	40.0	49.0	Status	0.0003613043085538795	0.00039220418753394074	0.0003922633595848043	0.0004027791763165844	0.000494484978757329	110.12	Althete's foot	0.0004085304375300612	203	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0	8.0	7.0	11.0	9.0	10.0	Status	8.031241529549949e-05	7.041828461058689e-05	0.0001106695507822325	9.065361254645998e-05	0.00010095503462757687	110.13	Dermatophytosis of the body	9.058973920220636e-05	45	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0	2.0	2.0	2.0	1.0	4.0	Status	2.007931328748557e-05	2.012052192633877e-05	2.0123558650111685e-05	1.0073435343655246e-05	4.0384460059769e-05	110.2	Dermatomycoses	2.2145674245184826e-05	11	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0	6.0	10.0	14.0	10.0	21.0	Status	6.023552088666687e-05	0.0001005945135752296	0.00014084790438439405	0.0001007252215954875	0.00021198203199919246	112.3	Candidiasis of skin and nails	0.00012279546904849615	61	496700
0	99440.0	99243.0	99210.0	99218.0	99084.0	183.0	203.0	223.0	216.0	237.0	Status	0.0018369252080342893	0.0020413088510347326	0.00224271620085887	0.0021722951907798137	0.0023862023137100914	420.3	Endocarditis	0.0021357165409436165	1062	496195
0	99603.0	99399.0	99384.0	99270.0	99044.0		1.0				Status	0.0	1.006036217303823e-05	0.0	0.0	0.0	117.2	Coccidioidomycosis	2.0132836454929627e-06	1	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0		2.0	1.0		3.0	Status	0.0	2.012052192633877e-05	1.0061880565477687e-05	0.0	3.0288650842529304e-05	117.1	Histoplasmosis	1.2079580274850716e-05	6	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0				1.0		Status	0.0	0.0	0.0	1.0073435343655246e-05	0.0	117.3	Blastomycotic infection	2.0132836454929627e-06	1	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0	38.0	33.0	52.0	44.0	48.0	Status	0.0003813691151232926	0.0003318851074100893	0.0005229494348123416	0.000443039249249854	0.0004843983368990433	117.0	Mycoses	0.00043266957125464114	215	496700
0	99603.0	99399.0	99384.0	99270.0	99044.0	45.0	41.0	53.0	46.0	62.0	Status	0.00045158959537572253	0.00041230893000804503	0.0005330007944728823	0.0004631680695960369	0.0006255927996286804	117.4	Aspergillosis	0.0004970348950692931	247	496700
0	97198.0	96929.0	96646.0	96191.0	94823.0	110.0	120.0	127.0	187.0	256.0	Status	0.001130431208122662	0.0012364887840163217	0.0013123495189774007	0.0019402768266616863	0.002692497817604308	580.2	Nephrotic syndrome without mention of glomerulonephritis	0.001657732180933179	800	481787
0	97662.0	97293.0	97055.0	96723.0	95310.0	1004.0	1039.0	1204.0	1274.0	1941.0	Status	0.010175744430705612	0.010566244966033438	0.012253330483721592	0.01300039797136647	0.01995866366412685	480.0	Pneumonia	0.013174177633255523	6462	484043
0	100186.0	100037.0	100024.0	100038.0	99908.0	4.0	7.0	8.0	10.0	11.0	Status	3.992414412616029e-05	6.996921354603975e-05	7.99744081893794e-05	9.995202302894611e-05	0.0001100891722295059	134.0	Helminthiases	7.99627373643882e-05	40	500193
0	100186.0	100037.0	100024.0	100038.0	99908.0	23.0	30.0	35.0	33.0	46.0	Status	0.00022952030256763364	0.0002997991345798315	0.0003497936217631597	0.00032976586623497317	0.0004602116973807952	134.1	Intestinal helminthiases	0.0003337596930210249	167	500193
0	100186.0	100037.0	100024.0	100038.0	99908.0	2.0	2.0			3.0	Status	1.996247055535593e-05	1.9992203040814082e-05	0.0	0.0	3.0026723784167908e-05	132.1	Pediculosis and phthirus infestation	1.3994402239104358e-05	7	500193
0	100186.0	100037.0	100024.0	100038.0	99908.0	2.0	7.0	7.0	9.0	15.0	Status	1.996247055535593e-05	6.996921354603975e-05	6.997830672491528e-05	8.995771987166032e-05	0.00015011558900353272	132.0	Infestation (lice, mites)	7.99627373643882e-05	40	500193
0	96618.0	96098.0	95901.0	95606.0	94049.0	743.0	801.0	819.0	954.0	1256.0	Status	0.007631392446667557	0.008266339177906893	0.008467741935483872	0.00987986743993372	0.013178741933791512	41.4	E. coli	0.00947094823390529	4573	478272
0	99852.0	99648.0	99673.0	99614.0	99444.0	20.0	12.0	9.0	16.0	16.0	Status	0.00020025632809996796	0.00012040939193257074	9.02871130194017e-05	0.00016059419853457793	0.00016086869093102755	145.1	Cancer of lip	0.0001464969175443103	73	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	73.0	85.0	68.0	82.0	114.0	Status	0.0007305479109331999	0.0008522755757873523	0.0006817657733529843	0.0008225004012197079	0.001145061170373049	145.2	Cancer of tongue	0.0008462798779913086	422	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	9.0	13.0	5.0	9.0	10.0	Status	9.012527413104215e-05	0.00013044219905479577	5.016152009470495e-05	9.034058400168636e-05	0.00010054899752649466	145.4	Cancer of the gums	9.231812827001849e-05	46	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	6.0	13.0	10.0	17.0	32.0	Status	6.008532115604158e-05	0.00013044219905479577	0.00010031800808563145	0.00017062962331001395	0.00032168563271542887	145.5	Cancer of the mouth floor	0.00015652938237117932	78	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	27.0	33.0	40.0	39.0	71.0	Status	0.0002703270957859009	0.0003310560688596623	0.00040115130424317794	0.00039135801230269035	0.000713460282369492	145.0	Cancer of mouth	0.0004213136559793436	210	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	6.0	9.0	9.0	18.0	39.0	Status	6.008532115604158e-05	9.030976248532467e-05	9.02871130194017e-05	0.0001806648466356191	0.00039202677844455834	149.0	Cancer of larynx, pharynx, nasal cavities	0.00016254876462938882	81	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	32.0	29.0	30.0	31.0	30.0	Status	0.0003203716310920668	0.0002909397353451649	0.0003008936541528339	0.00031110442069346176	0.00030158634417033596	145.3	Cancer of major salivary glands	0.00030498632577756463	152	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	43.0	54.0	71.0	68.0	116.0	Status	0.000430451974573302	0.0005416140097490522	0.0007118222649983959	0.0006821692983688128	0.0011651265568501407	149.1	Cancer of oropharynx	0.0007060008062850118	352	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	8.0	14.0	8.0	9.0	17.0	Status	8.011215701982776e-05	0.00014047480484036042	8.025601669325148e-05	9.034058400168636e-05	0.00017092126562170097	149.2	Cancer of nasopharynx	0.0001123850311166055	56	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	3.0	8.0	13.0	17.0	33.0	Status	3.0043563166591557e-05	8.027614995584812e-05	0.00013040948578536604	0.00017062962331001395	0.00033173497391356793	149.3	Cancer of hypopharynx	0.00014850342661622902	74	498231
0	95931.0	95544.0	95609.0	95577.0	95324.0	172.0	191.0	207.0	195.0	295.0	Status	0.0017897464179057886	0.0019950906147177105	0.0021603907489354595	0.0020360857035459216	0.0030851608989845114	150.0	Cancer of esophagus	0.002212735755513574	1060	477985
0	95931.0	95544.0	95609.0	95577.0	95324.0	134.0	163.0	160.0	181.0	217.0	Status	0.0013948888773226461	0.001703114714702164	0.0016706867566749157	0.0018901814991958896	0.002271276206026732	151.0	Cancer of stomach	0.001785565115696266	855	477985
0	95931.0	95544.0	95609.0	95577.0	95324.0	53.0	41.0	45.0	63.0	70.0	Status	0.0005521753625604267	0.0004289375948109013	0.0004704455642210467	0.0006587202007528231	0.0007337987714111999	159.2	Malignant neoplasm of small intestine, including duodenum	0.0005687318742851647	272	477985
0	93119.0	92420.0	92572.0	92347.0	91368.0	859.0	928.0	851.0	852.0	898.0	Status	0.009140437123582115	0.009941294939366671	0.009109105894694026	0.00914172898850846	0.00973272928272603	153.2	Colon cancer	0.009411986770024066	4388	461826
0	93119.0	92420.0	92572.0	92347.0	91368.0	626.0	581.0	561.0	601.0	581.0	Status	0.006677689476772095	0.006247244653283298	0.006023643606455284	0.0064659809786116965	0.006318720160088745	153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.006347143570235985	2950	461826
0	93119.0	92420.0	92572.0	92347.0	91368.0	6.0	6.0	6.0	9.0	10.0	Status	6.442953020134228e-05	6.491679830350768e-05	6.481021408974055e-05	9.744900168911603e-05	0.00010943553152837664	153.0	Colorectal cancer	8.011033574891256e-05	37	461826
0	95931.0	95544.0	95609.0	95577.0	95324.0	72.0	71.0	96.0	85.0	89.0	Status	0.0007499765632323989	0.0007425613136014224	0.0010030823885899378	0.0008885450858230018	0.0009327869367905841	155.0	Cancer of liver and intrahepatic bile duct	0.0008632979234863023	413	477985
0	95931.0	95544.0	95609.0	95577.0	95324.0	29.0	44.0	55.0	60.0	62.0	Status	0.0003022092538557732	0.0004603088253755702	0.000574928917879244	0.0006273722513253239	0.0006499905646530937	155.1	Malignant neoplasm of liver, primary	0.0005227555490501532	250	477985
0	95931.0	95544.0	95609.0	95577.0	95324.0	44.0	67.0	64.0	59.0	74.0	Status	0.00045845272206303727	0.0007007561891414168	0.0006689452614635268	0.0006169224978041742	0.0007756976037233485	159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	0.0006439567378155231	308	477985
0	95931.0	95544.0	95609.0	95577.0	95324.0	178.0	195.0	199.0	191.0	208.0	Status	0.0018520638025575128	0.002036787516059286	0.002077070808283233	0.0019944031409238993	0.0021772809111083196	157.0	Pancreatic cancer	0.002027326100936203	971	477985
0	95931.0	95544.0	95609.0	95577.0	95324.0	1457.0	1518.0	1442.0	1554.0	1548.0	Status	0.014960775454881505	0.0156394881622056	0.014858167355308033	0.01599901164406832	0.01597984969857131	159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	0.015486999077247562	7519	477985
0	99852.0	99648.0	99673.0	99614.0	99444.0	14.0	13.0	13.0	19.0	19.0	Status	0.00014018785172130655	0.00013044219905479577	0.00013040948578536604	0.00019069986851745908	0.0001910258085921398	149.9	Cancer of of nasal cavities	0.00015652938237117932	78	498231
0	99852.0	99648.0	99673.0	99614.0	99444.0	28.0	51.0	47.0	70.0	145.0	Status	0.0002803364036844213	0.0005115397346011494	0.00047131969514640994	0.000702219012078167	0.001455984094628925	149.4	Cancer of larynx	0.0006839533708270821	341	498231
