PheCode	Phenotype	Age	Prevalence	Case	Controls
227.1	Benign neoplasm of adrenal gland	1	0.04	36	99729
227.1	Benign neoplasm of adrenal gland	2	0.05	48	99709
227.1	Benign neoplasm of adrenal gland	3	0.04	44	99664
227.1	Benign neoplasm of adrenal gland	4	0.06	64	99596
227.1	Benign neoplasm of adrenal gland	5	0.1	101	99419
211.0	Benign neoplasm of other parts of digestive system	Total	1.72	8416	479876
211.0	Benign neoplasm of other parts of digestive system	1	1.65	1609	96183
211.0	Benign neoplasm of other parts of digestive system	2	1.78	1743	95984
211.0	Benign neoplasm of other parts of digestive system	3	1.76	1721	95997
211.0	Benign neoplasm of other parts of digestive system	4	1.74	1704	95974
211.0	Benign neoplasm of other parts of digestive system	5	1.68	1639	95738
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	Total	0.03	166	497444
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	1	0.03	27	99569
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	2	0.03	34	99582
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	3	0.03	28	99531
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	4	0.05	50	99494
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	5	0.03	27	99268
597.1	Urethral stricture (not specified as infectious)	Total	0.96	4663	480785
597.1	Urethral stricture (not specified as infectious)	1	0.9	880	96418
597.1	Urethral stricture (not specified as infectious)	2	0.91	881	96382
597.1	Urethral stricture (not specified as infectious)	3	0.91	889	96382
597.1	Urethral stricture (not specified as infectious)	4	0.92	891	96161
597.1	Urethral stricture (not specified as infectious)	5	1.16	1122	95442
569.2	Gastrointestinal complications	Total	0.15	720	469177
569.2	Gastrointestinal complications	1	0.13	127	94583
569.2	Gastrointestinal complications	2	0.15	144	94159
569.2	Gastrointestinal complications	3	0.14	131	94081
569.2	Gastrointestinal complications	4	0.17	157	93648
569.2	Gastrointestinal complications	5	0.17	161	92706
527.0	Diseases of the salivary glands	Total	0.03	136	492610
527.0	Diseases of the salivary glands	1	0.03	29	98675
527.0	Diseases of the salivary glands	2	0.03	26	98538
527.0	Diseases of the salivary glands	3	0.02	20	98688
527.0	Diseases of the salivary glands	4	0.03	31	98492
527.0	Diseases of the salivary glands	5	0.03	30	98217
733.8	Malunion and nonunion of fracture	Total	0.04	198	483416
733.8	Malunion and nonunion of fracture	1	0.03	30	96943
733.8	Malunion and nonunion of fracture	2	0.04	39	96849
733.8	Malunion and nonunion of fracture	3	0.05	44	96699
733.8	Malunion and nonunion of fracture	4	0.04	40	96555
733.8	Malunion and nonunion of fracture	5	0.05	45	96370
250.21	Type 2 diabetes with ketoacidosis	Total	0.05	225	468659
250.21	Type 2 diabetes with ketoacidosis	1	0.02	18	95653
250.21	Type 2 diabetes with ketoacidosis	2	0.02	18	95052
250.21	Type 2 diabetes with ketoacidosis	3	0.04	35	94382
250.21	Type 2 diabetes with ketoacidosis	4	0.05	45	93367
250.21	Type 2 diabetes with ketoacidosis	5	0.12	109	90205
770.0	Myalgia and myositis unspecified	Total	0.05	248	500180
770.0	Myalgia and myositis unspecified	1	0.05	51	100088
770.0	Myalgia and myositis unspecified	2	0.03	33	100102
770.0	Myalgia and myositis unspecified	3	0.05	49	100063
770.0	Myalgia and myositis unspecified	4	0.05	49	100033
770.0	Myalgia and myositis unspecified	5	0.07	66	99894
567.0	Peritonitis and retroperitoneal infections	Total	0.27	1292	469177
567.0	Peritonitis and retroperitoneal infections	1	0.24	230	94583
567.0	Peritonitis and retroperitoneal infections	2	0.22	210	94159
567.0	Peritonitis and retroperitoneal infections	3	0.24	225	94081
567.0	Peritonitis and retroperitoneal infections	4	0.32	298	93648
567.0	Peritonitis and retroperitoneal infections	5	0.35	329	92706
38.0	Septicemia	Total	1.1	5312	477621
38.0	Septicemia	1	0.95	928	96446
38.0	Septicemia	2	1.03	1001	96059
38.0	Septicemia	3	1.02	988	95820
38.0	Septicemia	4	1.08	1047	95487
38.0	Septicemia	5	1.42	1348	93809
614.51	Cervicitis and endocervicitis	Total	0.29	1431	489046
614.51	Cervicitis and endocervicitis	1	0.33	325	98094
614.51	Cervicitis and endocervicitis	2	0.3	295	98023
614.51	Cervicitis and endocervicitis	3	0.3	292	97823
614.51	Cervicitis and endocervicitis	4	0.29	283	97648
614.51	Cervicitis and endocervicitis	5	0.24	236	97458
242.2	Toxic multinodular goiter	Total	0.03	140	474858
242.2	Toxic multinodular goiter	1	0.02	21	95641
242.2	Toxic multinodular goiter	2	0.02	22	95192
242.2	Toxic multinodular goiter	3	0.01	14	95076
242.2	Toxic multinodular goiter	4	0.04	38	94691
242.2	Toxic multinodular goiter	5	0.05	45	94258
619.2	Disorders of uterus, NEC	Total	0.9	4442	488638
619.2	Disorders of uterus, NEC	1	0.91	896	97831
619.2	Disorders of uterus, NEC	2	0.86	847	97824
619.2	Disorders of uterus, NEC	3	0.92	904	97730
619.2	Disorders of uterus, NEC	4	0.92	907	97694
619.2	Disorders of uterus, NEC	5	0.9	888	97559
189.12	Malignant neoplasm of renal pelvis	Total	0.02	104	494561
189.12	Malignant neoplasm of renal pelvis	1	0.02	24	98988
189.12	Malignant neoplasm of renal pelvis	2	0.02	20	98905
189.12	Malignant neoplasm of renal pelvis	3	0.02	23	98919
189.12	Malignant neoplasm of renal pelvis	4	0.01	9	98979
189.12	Malignant neoplasm of renal pelvis	5	0.03	28	98770
496.3	Bronchiectasis	Total	0.69	3140	452084
496.3	Bronchiectasis	1	0.6	556	92174
496.3	Bronchiectasis	2	0.6	558	91908
496.3	Bronchiectasis	3	0.69	631	91228
496.3	Bronchiectasis	4	0.65	591	89979
496.3	Bronchiectasis	5	0.92	804	86795
472.0	Chronic pharyngitis and nasopharyngitis	Total	0.26	1237	475549
472.0	Chronic pharyngitis and nasopharyngitis	1	0.24	233	95714
472.0	Chronic pharyngitis and nasopharyngitis	2	0.25	238	95530
472.0	Chronic pharyngitis and nasopharyngitis	3	0.26	247	95348
472.0	Chronic pharyngitis and nasopharyngitis	4	0.25	235	94975
472.0	Chronic pharyngitis and nasopharyngitis	5	0.3	284	93982
722.9	Other and unspecified disc disorder	Total	1.17	5754	487642
722.9	Other and unspecified disc disorder	1	1.01	1003	98011
722.9	Other and unspecified disc disorder	2	1.12	1109	97745
722.9	Other and unspecified disc disorder	3	1.17	1151	97599
722.9	Other and unspecified disc disorder	4	1.18	1164	97459
722.9	Other and unspecified disc disorder	5	1.35	1327	96828
199.0	Neoplasm of uncertain behavior	Total	0.36	1618	447279
199.0	Neoplasm of uncertain behavior	1	0.33	296	89930
199.0	Neoplasm of uncertain behavior	2	0.35	314	89488
199.0	Neoplasm of uncertain behavior	3	0.35	316	89637
199.0	Neoplasm of uncertain behavior	4	0.34	307	89528
199.0	Neoplasm of uncertain behavior	5	0.43	385	88696
198.1	Secondary malignancy of lymph nodes	Total	1.79	8133	447279
198.1	Secondary malignancy of lymph nodes	1	1.73	1579	89930
198.1	Secondary malignancy of lymph nodes	2	1.76	1599	89488
198.1	Secondary malignancy of lymph nodes	3	1.79	1634	89637
198.1	Secondary malignancy of lymph nodes	4	1.8	1639	89528
198.1	Secondary malignancy of lymph nodes	5	1.86	1682	88696
873.0	Broken tooth	Total	0.03	129	488645
873.0	Broken tooth	1	0.02	18	98297
873.0	Broken tooth	2	0.02	24	98136
873.0	Broken tooth	3	0.03	30	97900
873.0	Broken tooth	4	0.02	19	97639
873.0	Broken tooth	5	0.04	38	96673
255.11	Cushing's syndrome	Total	0.03	151	494804
255.11	Cushing's syndrome	1	0.02	24	99250
255.11	Cushing's syndrome	2	0.03	25	99161
255.11	Cushing's syndrome	3	0.03	26	99074
255.11	Cushing's syndrome	4	0.03	33	98940
255.11	Cushing's syndrome	5	0.04	43	98379
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	Total	0.06	308	477326
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	1	0.05	44	95764
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	2	0.07	67	95507
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	3	0.07	64	95531
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	4	0.06	59	95456
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	5	0.08	74	95068
527.8	Other specified diseases of the salivary glands	Total	0.04	175	492610
527.8	Other specified diseases of the salivary glands	1	0.04	35	98675
527.8	Other specified diseases of the salivary glands	2	0.03	33	98538
527.8	Other specified diseases of the salivary glands	3	0.03	30	98688
527.8	Other specified diseases of the salivary glands	4	0.04	39	98492
527.8	Other specified diseases of the salivary glands	5	0.04	38	98217
530.7	Gastroesophageal laceration-hemorrhage syndrome	Total	0.1	440	442592
530.7	Gastroesophageal laceration-hemorrhage syndrome	1	0.07	64	89989
530.7	Gastroesophageal laceration-hemorrhage syndrome	2	0.07	61	89373
530.7	Gastroesophageal laceration-hemorrhage syndrome	3	0.08	69	88792
530.7	Gastroesophageal laceration-hemorrhage syndrome	4	0.11	101	88243
530.7	Gastroesophageal laceration-hemorrhage syndrome	5	0.17	145	86195
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	Total	0.11	527	461001
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	1	0.08	76	92824
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	2	0.12	111	92735
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	3	0.11	105	92663
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	4	0.11	106	92099
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	5	0.14	129	90680
278.1	Obesity	Total	3.82	19089	481189
278.1	Obesity	1	2.76	2759	97358
278.1	Obesity	2	3.08	3083	97021
278.1	Obesity	3	3.47	3470	96619
278.1	Obesity	4	4.09	4093	95956
278.1	Obesity	5	5.69	5684	94235
420.1	Myocarditis	Total	0.03	165	495513
420.1	Myocarditis	1	0.03	33	99265
420.1	Myocarditis	2	0.03	34	99201
420.1	Myocarditis	3	0.04	35	99126
420.1	Myocarditis	4	0.03	31	99095
420.1	Myocarditis	5	0.03	32	98826
626.1	Irregular menstrual cycle/bleeding	Total	0.45	2115	463077
626.1	Irregular menstrual cycle/bleeding	1	0.39	362	93406
626.1	Irregular menstrual cycle/bleeding	2	0.46	432	93089
626.1	Irregular menstrual cycle/bleeding	3	0.46	432	92696
626.1	Irregular menstrual cycle/bleeding	4	0.47	433	92154
626.1	Irregular menstrual cycle/bleeding	5	0.49	456	91732
614.32	Chronic inflammatory pelvic disease	Total	0.11	549	489046
614.32	Chronic inflammatory pelvic disease	1	0.08	76	98094
614.32	Chronic inflammatory pelvic disease	2	0.08	80	98023
614.32	Chronic inflammatory pelvic disease	3	0.1	101	97823
614.32	Chronic inflammatory pelvic disease	4	0.13	125	97648
614.32	Chronic inflammatory pelvic disease	5	0.17	167	97458
134.1	Intestinal helminthiases	Total	0.03	167	499505
134.1	Intestinal helminthiases	1	0.02	23	100008
134.1	Intestinal helminthiases	2	0.03	30	99997
134.1	Intestinal helminthiases	3	0.04	35	99940
134.1	Intestinal helminthiases	4	0.03	33	99914
134.1	Intestinal helminthiases	5	0.05	46	99646
155.0	Cancer of liver and intrahepatic bile duct	Total	0.09	412	477326
155.0	Cancer of liver and intrahepatic bile duct	1	0.08	72	95764
155.0	Cancer of liver and intrahepatic bile duct	2	0.07	71	95507
155.0	Cancer of liver and intrahepatic bile duct	3	0.1	96	95531
155.0	Cancer of liver and intrahepatic bile duct	4	0.09	85	95456
155.0	Cancer of liver and intrahepatic bile duct	5	0.09	88	95068
507.0	Pleurisy; pleural effusion	Total	2.08	10264	482092
507.0	Pleurisy; pleural effusion	1	1.79	1775	97119
507.0	Pleurisy; pleural effusion	2	1.83	1807	96989
507.0	Pleurisy; pleural effusion	3	1.99	1969	96749
507.0	Pleurisy; pleural effusion	4	2.09	2057	96388
507.0	Pleurisy; pleural effusion	5	2.72	2656	94847
202.0	Cancer of other lymphoid, histiocytic tissue	Total	0.35	1723	494261
202.0	Cancer of other lymphoid, histiocytic tissue	1	0.35	345	98885
202.0	Cancer of other lymphoid, histiocytic tissue	2	0.33	327	98907
202.0	Cancer of other lymphoid, histiocytic tissue	3	0.37	370	98909
202.0	Cancer of other lymphoid, histiocytic tissue	4	0.33	329	98868
202.0	Cancer of other lymphoid, histiocytic tissue	5	0.36	352	98692
614.54	Abscess or ulceration of vulva	Total	0.07	347	489046
614.54	Abscess or ulceration of vulva	1	0.05	52	98094
614.54	Abscess or ulceration of vulva	2	0.07	66	98023
614.54	Abscess or ulceration of vulva	3	0.06	57	97823
614.54	Abscess or ulceration of vulva	4	0.08	79	97648
614.54	Abscess or ulceration of vulva	5	0.1	93	97458
740.1	Osteoarthritis; localized	Total	2.9	13979	468627
740.1	Osteoarthritis; localized	1	3.07	2989	94247
740.1	Osteoarthritis; localized	2	3.07	2974	93938
740.1	Osteoarthritis; localized	3	2.9	2800	93736
740.1	Osteoarthritis; localized	4	2.74	2635	93639
740.1	Osteoarthritis; localized	5	2.7	2581	93067
286.11	Von willebrand's disease	Total	0.03	151	496348
286.11	Von willebrand's disease	1	0.02	24	99424
286.11	Von willebrand's disease	2	0.02	24	99435
286.11	Von willebrand's disease	3	0.04	35	99354
286.11	Von willebrand's disease	4	0.03	30	99230
286.11	Von willebrand's disease	5	0.04	38	98905
217.1	Nevus, non-neoplastic	Total	0.16	790	488548
217.1	Nevus, non-neoplastic	1	0.17	163	97749
217.1	Nevus, non-neoplastic	2	0.15	145	97656
217.1	Nevus, non-neoplastic	3	0.16	152	97666
217.1	Nevus, non-neoplastic	4	0.16	153	97862
217.1	Nevus, non-neoplastic	5	0.18	177	97615
165.0	Cancer within the respiratory system	Total	0.34	1702	496092
165.0	Cancer within the respiratory system	1	0.26	264	99544
165.0	Cancer within the respiratory system	2	0.27	266	99448
165.0	Cancer within the respiratory system	3	0.29	290	99377
165.0	Cancer within the respiratory system	4	0.34	342	99180
165.0	Cancer within the respiratory system	5	0.54	540	98543
255.21	Glucocorticoid deficiency	Total	0.11	546	494804
255.21	Glucocorticoid deficiency	1	0.09	92	99250
255.21	Glucocorticoid deficiency	2	0.1	104	99161
255.21	Glucocorticoid deficiency	3	0.11	108	99074
255.21	Glucocorticoid deficiency	4	0.11	113	98940
255.21	Glucocorticoid deficiency	5	0.13	129	98379
337.0	Disorders of the autonomic nervous system	Total	0.06	268	480324
337.0	Disorders of the autonomic nervous system	1	0.05	46	96838
337.0	Disorders of the autonomic nervous system	2	0.05	45	96618
337.0	Disorders of the autonomic nervous system	3	0.05	53	96357
337.0	Disorders of the autonomic nervous system	4	0.06	58	95958
337.0	Disorders of the autonomic nervous system	5	0.07	66	94553
345.11	Generalized convulsive epilepsy	Total	0.13	615	480324
345.11	Generalized convulsive epilepsy	1	0.08	77	96838
345.11	Generalized convulsive epilepsy	2	0.09	83	96618
345.11	Generalized convulsive epilepsy	3	0.12	111	96357
345.11	Generalized convulsive epilepsy	4	0.14	131	95958
345.11	Generalized convulsive epilepsy	5	0.22	213	94553
290.11	Alzheimer's disease	Total	0.19	938	489014
290.11	Alzheimer's disease	1	0.19	192	98392
290.11	Alzheimer's disease	2	0.17	164	98228
290.11	Alzheimer's disease	3	0.17	171	98034
290.11	Alzheimer's disease	4	0.18	173	97753
290.11	Alzheimer's disease	5	0.25	238	96607
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	Total	0.24	1168	490289
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	1	0.22	221	98230
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	2	0.19	188	98274
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	3	0.25	248	98127
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	4	0.27	270	97927
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	5	0.25	241	97731
743.11	Osteoporosis NOS	Total	1.17	5856	494239
743.11	Osteoporosis NOS	1	1.03	1027	99061
743.11	Osteoporosis NOS	2	1.09	1088	98970
743.11	Osteoporosis NOS	3	1.12	1117	98927
743.11	Osteoporosis NOS	4	1.19	1195	98816
743.11	Osteoporosis NOS	5	1.43	1429	98465
289.4	Lymphadenitis	Total	0.81	3971	489304
289.4	Lymphadenitis	1	0.68	667	98091
289.4	Lymphadenitis	2	0.67	661	98075
289.4	Lymphadenitis	3	0.77	758	97963
289.4	Lymphadenitis	4	0.85	842	97869
289.4	Lymphadenitis	5	1.06	1043	97306
550.5	Ventral hernia	Total	1.12	4908	434812
550.5	Ventral hernia	1	0.89	792	88010
550.5	Ventral hernia	2	1.0	880	87532
550.5	Ventral hernia	3	1.07	943	87127
550.5	Ventral hernia	4	1.16	1017	86851
550.5	Ventral hernia	5	1.47	1276	85292
804.0	Fracture of hand or wrist	Total	0.14	716	495626
804.0	Fracture of hand or wrist	1	0.12	124	99296
804.0	Fracture of hand or wrist	2	0.15	147	99197
804.0	Fracture of hand or wrist	3	0.13	131	99140
804.0	Fracture of hand or wrist	4	0.16	157	99120
804.0	Fracture of hand or wrist	5	0.16	157	98873
425.12	Other hypertrophic cardiomyopathy	Total	0.06	287	495513
425.12	Other hypertrophic cardiomyopathy	1	0.05	46	99265
425.12	Other hypertrophic cardiomyopathy	2	0.05	51	99201
425.12	Other hypertrophic cardiomyopathy	3	0.05	53	99126
425.12	Other hypertrophic cardiomyopathy	4	0.06	61	99095
425.12	Other hypertrophic cardiomyopathy	5	0.08	76	98826
575.1	Cholangitis	Total	0.17	821	476419
575.1	Cholangitis	1	0.14	134	96046
575.1	Cholangitis	2	0.17	161	95557
575.1	Cholangitis	3	0.17	163	95390
575.1	Cholangitis	4	0.19	180	95082
575.1	Cholangitis	5	0.19	183	94344
442.11	Abdominal aortic aneurysm	Total	0.29	1423	488142
442.11	Abdominal aortic aneurysm	1	0.25	250	98218
442.11	Abdominal aortic aneurysm	2	0.29	289	97975
442.11	Abdominal aortic aneurysm	3	0.28	272	97834
442.11	Abdominal aortic aneurysm	4	0.29	281	97532
442.11	Abdominal aortic aneurysm	5	0.34	331	96583
531.3	Duodenal ulcer	Total	0.8	3948	489950
531.3	Duodenal ulcer	1	0.61	606	98510
531.3	Duodenal ulcer	2	0.68	673	98347
531.3	Duodenal ulcer	3	0.77	759	98146
531.3	Duodenal ulcer	4	0.83	822	97903
531.3	Duodenal ulcer	5	1.11	1088	97044
788.0	Syncope and collapse	Total	2.66	13306	487122
788.0	Syncope and collapse	1	2.21	2217	97922
788.0	Syncope and collapse	2	2.44	2439	97696
788.0	Syncope and collapse	3	2.57	2570	97542
788.0	Syncope and collapse	4	2.64	2638	97444
788.0	Syncope and collapse	5	3.44	3442	96518
365.11	Primary open angle glaucoma	Total	0.38	1857	482838
365.11	Primary open angle glaucoma	1	0.38	368	96620
365.11	Primary open angle glaucoma	2	0.36	349	96644
365.11	Primary open angle glaucoma	3	0.36	351	96587
365.11	Primary open angle glaucoma	4	0.38	370	96642
365.11	Primary open angle glaucoma	5	0.43	419	96345
459.9	Circulatory disease NEC	Total	5.1	25141	467602
459.9	Circulatory disease NEC	1	4.29	4233	94540
459.9	Circulatory disease NEC	2	4.73	4666	94037
459.9	Circulatory disease NEC	3	4.86	4795	93854
459.9	Circulatory disease NEC	4	5.1	5026	93505
459.9	Circulatory disease NEC	5	6.55	6421	91666
835.0	Internal derangement of knee	Total	1.04	5167	492462
835.0	Internal derangement of knee	1	0.97	967	98680
835.0	Internal derangement of knee	2	1.09	1087	98493
835.0	Internal derangement of knee	3	1.06	1052	98523
835.0	Internal derangement of knee	4	1.06	1056	98457
835.0	Internal derangement of knee	5	1.01	1005	98309
214.1	Lipoma of skin and subcutaneous tissue	Total	1.35	6685	490213
214.1	Lipoma of skin and subcutaneous tissue	1	1.21	1208	98227
214.1	Lipoma of skin and subcutaneous tissue	2	1.24	1232	98214
214.1	Lipoma of skin and subcutaneous tissue	3	1.31	1298	98110
214.1	Lipoma of skin and subcutaneous tissue	4	1.37	1366	98031
214.1	Lipoma of skin and subcutaneous tissue	5	1.59	1581	97631
191.11	Cancer of brain	Total	0.14	719	497969
191.11	Cancer of brain	1	0.16	157	99658
191.11	Cancer of brain	2	0.13	132	99651
191.11	Cancer of brain	3	0.14	142	99619
191.11	Cancer of brain	4	0.15	154	99564
191.11	Cancer of brain	5	0.13	134	99477
724.9	Other unspecified back disorders	Total	0.14	683	487642
724.9	Other unspecified back disorders	1	0.1	100	98011
724.9	Other unspecified back disorders	2	0.11	105	97745
724.9	Other unspecified back disorders	3	0.14	134	97599
724.9	Other unspecified back disorders	4	0.15	148	97459
724.9	Other unspecified back disorders	5	0.2	196	96828
783.0	Fever of unknown origin	Total	1.19	5945	494483
783.0	Fever of unknown origin	1	1.07	1070	99069
783.0	Fever of unknown origin	2	1.11	1114	99021
783.0	Fever of unknown origin	3	1.15	1152	98960
783.0	Fever of unknown origin	4	1.22	1223	98859
783.0	Fever of unknown origin	5	1.39	1386	98574
426.8	Other cardiac conduction disorders	Total	0.02	100	458792
426.8	Other cardiac conduction disorders	1	0.02	21	92331
426.8	Other cardiac conduction disorders	2	0.01	13	92082
426.8	Other cardiac conduction disorders	3	0.02	16	91946
426.8	Other cardiac conduction disorders	4	0.02	19	91813
426.8	Other cardiac conduction disorders	5	0.03	31	90620
250.6	Polyneuropathy in diabetes	Total	0.14	666	468659
250.6	Polyneuropathy in diabetes	1	0.08	78	95653
250.6	Polyneuropathy in diabetes	2	0.09	86	95052
250.6	Polyneuropathy in diabetes	3	0.12	109	94382
250.6	Polyneuropathy in diabetes	4	0.14	132	93367
250.6	Polyneuropathy in diabetes	5	0.29	261	90205
366.1	Nonsenile Cataract	Total	0.02	112	466454
366.1	Nonsenile Cataract	1	0.01	10	93830
366.1	Nonsenile Cataract	2	0.01	13	93745
366.1	Nonsenile Cataract	3	0.02	22	93404
366.1	Nonsenile Cataract	4	0.03	30	93082
366.1	Nonsenile Cataract	5	0.04	37	92393
411.4	Coronary atherosclerosis	Total	5.77	27892	455461
411.4	Coronary atherosclerosis	1	5.05	4920	92449
411.4	Coronary atherosclerosis	2	5.39	5234	91838
411.4	Coronary atherosclerosis	3	5.63	5455	91466
411.4	Coronary atherosclerosis	4	5.76	5565	91077
411.4	Coronary atherosclerosis	5	7.05	6718	88631
537.0	Other disorders of stomach and duodenum	Total	1.11	5112	455544
537.0	Other disorders of stomach and duodenum	1	0.89	831	92733
537.0	Other disorders of stomach and duodenum	2	0.91	849	92263
537.0	Other disorders of stomach and duodenum	3	1.08	1000	91330
537.0	Other disorders of stomach and duodenum	4	1.14	1044	90934
537.0	Other disorders of stomach and duodenum	5	1.55	1388	88284
681.2	Cellulitis and abscess of face/neck	Total	0.14	701	484382
681.2	Cellulitis and abscess of face/neck	1	0.12	118	97551
681.2	Cellulitis and abscess of face/neck	2	0.12	118	97320
681.2	Cellulitis and abscess of face/neck	3	0.13	130	97130
681.2	Cellulitis and abscess of face/neck	4	0.16	156	96739
681.2	Cellulitis and abscess of face/neck	5	0.19	179	95642
550.2	Diaphragmatic hernia	Total	8.26	39144	434812
550.2	Diaphragmatic hernia	1	7.36	6997	88010
550.2	Diaphragmatic hernia	2	7.84	7442	87532
550.2	Diaphragmatic hernia	3	8.1	7683	87127
550.2	Diaphragmatic hernia	4	8.35	7917	86851
550.2	Diaphragmatic hernia	5	9.65	9105	85292
292.0	Neurological disorders	Total	0.17	829	489014
292.0	Neurological disorders	1	0.12	121	98392
292.0	Neurological disorders	2	0.15	143	98228
292.0	Neurological disorders	3	0.15	152	98034
292.0	Neurological disorders	4	0.19	186	97753
292.0	Neurological disorders	5	0.23	227	96607
117.0	Mycoses	Total	0.04	215	496017
117.0	Mycoses	1	0.04	38	99426
117.0	Mycoses	2	0.03	33	99359
117.0	Mycoses	3	0.05	52	99301
117.0	Mycoses	4	0.04	44	99147
117.0	Mycoses	5	0.05	48	98784
480.5	Bronchopneumonia and lung abscess	Total	0.12	603	483389
480.5	Bronchopneumonia and lung abscess	1	0.09	92	97494
480.5	Bronchopneumonia and lung abscess	2	0.09	92	97249
480.5	Bronchopneumonia and lung abscess	3	0.1	94	96976
480.5	Bronchopneumonia and lung abscess	4	0.14	131	96603
480.5	Bronchopneumonia and lung abscess	5	0.2	194	95067
242.3	Exophthalmos	Total	0.04	175	474858
242.3	Exophthalmos	1	0.05	46	95641
242.3	Exophthalmos	2	0.02	21	95192
242.3	Exophthalmos	3	0.03	29	95076
242.3	Exophthalmos	4	0.03	30	94691
242.3	Exophthalmos	5	0.05	49	94258
216.0	Benign neoplasm of skin	Total	2.21	11061	488548
216.0	Benign neoplasm of skin	1	2.23	2225	97749
216.0	Benign neoplasm of skin	2	2.33	2328	97656
216.0	Benign neoplasm of skin	3	2.29	2285	97666
216.0	Benign neoplasm of skin	4	2.07	2069	97862
