PheCode	Phenotype	MinPrev	MaxPrev
697.0	Sarcoidosis	0.0	0.72
965.3	Salicylates causing adverse effects in therapeutic use	0.05	0.11
338.1	Acute pain	0.06	0.27
420.3	Endocarditis	0.1	0.28
433.1	Occlusion and stenosis of precerebral arteries	0.0	0.32
300.13	Phobia	0.0	0.42
579.2	Splenomegaly	0.07	0.17
454.11	Varicose veins of lower extremity, symptomtic	0.04	0.33
571.5	Other chronic nonalcoholic liver disease	0.5	0.83
345.0	Epilepsy, recurrent seizures, convulsions	0.32	0.97
300.3	Obsessive-compulsive disorders	0.0	0.09
519.8	Other diseases of respiratory system, NEC	1.15	3.23
381.1	Otitis media	0.07	0.51
198.5	Secondary malignancy of brain/spine	0.0	0.3
285.22	Anemia in neoplastic disease	0.0	0.36
189.2	Cancer of bladder	0.0	0.23
386.2	Peripheral or central vertigo	0.06	0.21
969.0	Poisoning by psychotropic agents	0.07	0.83
415.0	Pulmonary heart disease	0.38	1.11
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	0.5	0.67
275.1	Disorders of iron metabolism	0.01	0.2
470.0	Septal Deviations/Turbinate Hypertrophy	0.66	1.67
386.3	Labyrinthitis	0.1	0.27
938.2	Chronic dermatitis due to solar radiation	0.0	0.08
871.3	Open wound of foot except toe(s) alone	0.04	0.06
473.3	Paralysis/spasm of vocal cords or larynx	0.0	0.13
560.4	Other intestinal obstruction	0.64	1.25
184.0	Cancer of other female genital organs	0.0	0.2
360.2	Progressive myopia	0.03	0.2
735.0	Acquired foot deformities	0.0	0.06
574.11	Cholelithiasis with acute cholecystitis	0.26	0.52
374.1	Ectropion or entropion	0.13	0.33
429.3	Symptoms involving cardiovascular system	0.01	0.1
695.3	Rosacea	0.0	0.1
522.0	Diseases of pulp and periapical tissues	0.0	0.19
172.3	Carcinoma in situ of skin	0.0	0.22
624.9	stress incontinence, female	0.64	1.54
735.23	Hallux rigidus	0.0	0.45
371.3	Inflammation of eyelids	0.52	1.04
626.8	Infertility, female	0.26	1.03
643.1	Hyperemesis gravidarum	0.03	0.19
625.1	Dyspareunia	0.13	0.42
568.1	Peritoneal adhesions (postoperative) (postinfection)	0.4	1.24
202.24	Large cell lymphoma	0.03	0.19
360.0	Disorders of the globe	0.0	0.08
454.1	Varicose veins of lower extremity	1.06	2.95
269.0	Proteinuria	0.05	0.22
364.5	Corneal dystrophy	0.0	0.07
252.1	Hyperparathyroidism	0.17	0.38
442.1	Aortic aneurysm	0.0	0.19
564.1	Irritable Bowel Syndrome	0.57	2.06
426.31	Right bundle branch block	0.29	0.68
706.1	Acne	0.0	0.04
650.0	Normal delivery	0.49	1.58
694.3	Vascular disorders of skin	0.0	0.11
510.0	Other diseases of lung	0.19	0.3
386.1	Meniere's disease	0.03	0.24
715.1	Sacroiliitis NEC	0.0	0.07
689.0	Disorder of skin and subcutaneous tissue NOS	0.57	1.66
555.2	Ulcerative colitis	0.29	1.3
736.0	Other acquired deformities of limbs	0.0	0.08
415.21	Primary pulmonary hypertension	0.06	0.22
300.0	Anxiety disorders	0.0	0.27
274.21	Chondrocalcinosis	0.0	0.1
963.0	Poisoning by primarily systemic agents	0.0	0.08
563.0	Constipation	2.04	4.81
296.22	Major depressive disorder	0.0	0.2
367.1	Myopia	0.15	0.89
614.53	Cyst or abscess of Bartholin's gland	0.12	0.57
185.0	Cancer of prostate	0.46	2.4
316.0	Substance addiction and disorders	0.0	0.46
561.1	Diarrhea	0.0	0.2
651.0	Multiple gestation	0.0	0.34
781.0	Symptoms involving nervous and musculoskeletal systems	0.13	0.77
227.2	Benign neoplasm of parathyroid gland	0.06	0.21
288.3	Eosinophilia	0.0	0.06
276.13	Hyperpotassemia	0.13	0.65
790.6	Other abnormal blood chemistry	1.15	2.28
741.0	Symptoms and disorders of the joints	0.1	0.14
364.1	Corneal opacity	0.0	0.14
717.0	Polymyalgia Rheumatica	0.06	0.4
695.22	Pemphigus and pemphigoid	0.0	0.11
574.3	Cholecystitis without cholelithiasis	0.45	0.79
189.21	Malignant neoplasm of bladder	0.06	0.61
480.1	Bacterial pneumonia	0.21	0.48
433.5	Cerebral aneurysm	0.06	0.14
149.1	Cancer of oropharynx	0.0	0.1
614.5	Inflammatory disease of cervix, vagina, and vulva	0.0	0.06
379.0	Other disorders of eye	0.07	0.13
145.2	Cancer of tongue	0.0	0.09
626.0	Disorders of menstruation and other abnormal bleeding from female genital tract	0.43	0.8
626.12	Excessive or frequent menstruation	2.27	6.26
452.0	Other venous embolism and thrombosis	0.07	0.19
476.0	Allergic rhinitis	0.38	1.19
580.2	Nephrotic syndrome without mention of glomerulonephritis	0.07	0.56
500.2	Pneumoconiosis	0.0	0.08
687.0	Symptoms affecting skin	0.0	0.08
274.1	Gout	0.45	0.77
244.4	Hypothyroidism NOS	1.94	5.39
338.2	Chronic pain	0.0	0.19
261.2	Vitamin B-complex deficiencies	0.06	0.77
281.12	Other vitamin B12 deficiency anemia	0.05	0.27
585.1	Acute renal failure	0.64	2.43
523.31	Acute periodontitis	0.02	0.13
721.8	Other allied disorders of spine	0.0	0.04
276.1	Electrolyte imbalance	0.0	0.05
240.0	Simple and unspecified goiter	0.12	0.4
316.1	Polyneuropathy due to drugs	0.0	0.03
585.3	Chronic renal failure [CKD]	0.32	1.96
741.4	Joint effusions	0.0	0.11
578.8	Hemorrhage of rectum and anus	3.38	4.33
626.4	Premenstrual tension syndromes	0.0	0.08
818.0	Intracranial hemorrhage (injury)	0.0	0.05
301.2	Antisocial/borderline personality disorder	0.0	0.27
513.8	Disorders of diaphragm	0.0	0.08
527.2	Sialoadenitis	0.0	0.11
53.1	Herpes zoster with nervous system complications	0.0	0.2
315.2	Speech and language disorder	0.0	0.03
366.3	Traumatic cataract	0.0	0.11
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	0.84	1.58
694.2	Other dyschromia	0.03	0.45
728.71	Contracture of palmar fascia [Dupuytren's disease]	0.0	0.78
596.1	Bladder neck obstruction	0.07	0.72
285.0	Other anemias	3.05	6.71
474.0	Acute and chronic tonsillitis	0.06	0.21
478.0	Throat pain	0.0	0.18
800.1	Fracture of neck of femur	0.01	0.06
380.4	Impacted cerumen	0.02	0.11
987.0	Toxic effect of other gases, fumes, or vapors	0.0	0.07
669.0	Complications of labor and delivery NEC	0.68	1.64
458.1	Orthostatic hypotension	0.2	0.56
523.0	Gingival and periodontal diseases	0.07	0.33
622.1	Polyp of corpus uteri	1.69	2.65
726.3	Bursitis	0.0	0.18
277.4	Disorders of bilirubin excretion	0.0	0.11
575.8	Other disorders of biliary tract	0.11	0.46
747.11	Cardiac shunt/ heart septal defect	0.06	0.2
225.1	Benign neoplasm of brain, cranial nerves, meninges	0.12	0.32
556.0	Ulceration of the lower GI tract	0.06	0.29
427.41	Ventricular fibrillation and flutter	0.07	0.14
705.8	Hyperhidrosis	0.18	0.29
458.0	Hypotension	0.29	0.42
529.1	Glossitis	0.06	0.17
622.0	Polyp of female genital organs	0.02	0.11
481.0	Influenza	0.07	0.24
395.4	Nonrheumatic pulmonary valve disorders	0.0	0.08
479.0	Other upper respiratory disease	1.0	1.43
443.9	Peripheral vascular disease, unspecified	0.39	0.82
41.0	Bacterial infection NOS	1.62	2.9
627.0	Menopausal and postmenopausal disorders	0.0	0.27
385.0	Other disorders of middle ear and mastoid	0.0	0.07
577.3	Cyst and pseudocyst of pancreas	0.05	0.12
480.3	Pneumonia due to fungus (mycoses)	0.0	0.08
609.2	Abnormal spermatozoa	0.0	0.04
619.4	Noninflammatory disorders of vagina	0.26	0.51
574.12	Cholelithiasis with other cholecystitis	0.64	1.58
807.0	Fracture of ribs	0.0	0.08
573.9	Abnormal serum enzyme levels	0.0	0.17
378.1	Strabismus (not specified as paralytic)	0.06	0.25
433.0	Cerebrovascular disease	0.13	0.66
38.2	Gram positive septicemia	0.07	0.22
278.3	Localized adiposity	0.01	0.13
272.9	Unspecified disorder of lipoid metabolism	0.04	0.16
426.9	Cardiac pacemaker/device in situ	0.0	0.12
455.0	Hemorrhoids	6.56	9.63
615.0	Endometriosis	0.78	1.69
523.1	Gingivitis	0.0	0.05
874.0	Complication of amputation stump	0.0	0.14
733.0	Other disorders of bone and cartilage	0.1	0.29
79.0	Viral infection	0.13	1.0
610.8	Other specified benign mammary dysplasias	0.06	0.25
198.6	Secondary malignancy of bone	0.38	0.8
550.4	Umbilical hernia	0.2	1.68
383.0	Otosclerosis	0.0	0.13
571.51	Cirrhosis of liver without mention of alcohol	0.21	0.45
771.0	Musculoskeletal symptoms referable to limbs	0.13	0.34
253.0	Disorders of the pituitary gland and its hypothalamic control	0.0	0.09
292.3	Memory loss	0.0	0.37
444.0	Arterial embolism and thrombosis	0.05	0.21
559.0	Ileostomy status	0.14	0.6
159.4	Malignant neoplasm of retroperitoneum and peritoneum	0.0	0.06
501.0	Pneumonitis due to inhalation of food or vomitus	0.13	0.25
289.0	Other diseases of blood and blood-forming organs	0.06	0.41
594.1	Calculus of kidney	0.63	1.28
367.9	Blindness and low vision	0.06	0.38
324.0	Other CNS infection and poliomyelitis	0.03	0.19
427.2	Atrial fibrillation and flutter	1.77	4.64
287.1	Spontaneous ecchymoses	0.0	0.04
246.0	Other disorders of thyroid	0.1	0.33
8.0	Intestinal infection	0.03	0.18
250.14	Type 1 diabetes with neurological manifestations	0.0	0.09
427.8	Sinoatrial node dysfunction (Bradycardia)	0.05	0.15
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	0.25	0.35
290.0	Delirium dementia and amnestic and other cognitive disorders	0.0	0.22
636.2	Early onset of delivery	0.16	0.61
474.2	Chronic tonsillitis and adenoiditis	0.27	0.54
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	0.05	0.12
644.0	Anemia during pregnancy	0.21	0.96
621.0	Endometrial hyperplasia	0.3	0.53
555.21	Ulcerative colitis (chronic)	0.0	0.25
802.0	Fracture of pelvis	0.0	0.07
722.1	Displacement of intervertebral disc	0.09	0.16
800.0	Fracture of lower limb	0.0	0.12
519.0	Other diseases of respiratory system, not elsewhere classified	0.0	0.07
496.0	Chronic airway obstruction	0.74	2.65
550.1	Inguinal hernia	1.26	4.7
590.0	Pyelonephritis	0.2	1.03
184.2	Cancer of other female genital organs (excluding uterus and ovary)	0.0	0.1
858.0	Complication of internal orthopedic device	0.33	1.08
790.0	Nonspecific findings on examination of blood	0.0	0.11
112.0	Candidiasis	0.45	0.79
596.0	Other disorders of bladder	1.35	2.2
738.0	Other acquired musculoskeletal deformity	0.0	0.16
395.2	Nonrheumatic aortic valve disorders	0.0	0.1
700.0	Corns and callosities	0.0	0.17
367.2	Astigmatism	0.03	0.08
803.0	Fracture of upper limb	0.0	0.06
356.0	Hereditary and idiopathic peripheral neuropathy	0.0	0.05
465.0	Acute upper respiratory infections of multiple or unspecified sites	0.31	0.7
713.5	Arthropathy associated with neurological disorders	0.0	0.04
840.0	Sprains and strains	0.0	0.11
527.7	Disturbance of salivary secretion	0.0	0.06
594.0	Urinary calculus	0.0	0.18
277.5	Other disorders of lipoid metabolism	0.0	0.15
189.0	Cancer of urinary organs (incl. kidney and bladder)	0.38	0.84
300.1	Anxiety disorder	0.66	2.53
474.1	Acute tonsillitis	0.07	0.49
751.12	Congenital anomalies of male genital organs	0.0	0.09
625.0	Pain and other symptoms associated with female genital organs	0.43	0.83
411.8	Other chronic ischemic heart disease, unspecified	1.63	8.43
681.3	Cellulitis and abscess of arm/hand	0.51	1.67
516.0	Abnormal sputum	0.0	0.03
334.0	Degenerative disease of the spinal cord	0.19	0.67
800.4	Fracture of patella	0.0	0.04
343.0	Infantile cerebral palsy	0.0	0.11
345.3	Convulsions	0.32	0.69
870.6	Open wound of neck	0.0	0.05
281.11	Pernicious anemia	0.07	0.27
618.1	Prolapse of vaginal walls	0.64	2.0
647.1	Infections of genitourinary tract during pregnancy	0.07	0.32
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	0.06	0.13
569.0	Other disorders of intestine	0.33	1.27
204.12	Lymphoid leukemia, chronic	0.0	0.16
605.0	Erectile dysfunction [ED]	0.13	0.35
250.1	Type 1 diabetes	0.27	2.01
262.0	Mineral deficiency NEC	0.09	0.21
222.0	Benign neoplasm of male genital organs	0.0	0.05
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	0.08	0.36
150.0	Cancer of esophagus	0.05	0.23
377.0	Disorders of optic nerve and visual pathways	0.04	0.07
440.9	Atherosclerosis of aorta	0.0	0.1
334.2	Anterior horn cell disease	0.03	0.28
170.2	Cancer of connective tissue	0.0	0.11
372.0	Disorders of conjunctiva	0.19	1.2
695.42	Systemic lupus erythematosus	0.1	0.54
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	0.3	0.87
573.2	Liver replaced by transplant	0.0	0.13
526.9	Jaw disease NOS	0.0	0.12
591.0	Urinary tract infection	2.59	4.2
201.0	Hodgkin's disease	0.0	0.09
276.6	Fluid overload	0.06	0.36
364.2	Corneal edema	0.0	0.06
599.5	Frequency of urination and polyuria	0.66	1.39
378.2	Nystagmus and other irregular eye movements	0.0	0.11
687.3	Changes in skin texture	0.0	0.03
295.2	Paranoid disorders	0.07	0.27
735.1	Flat foot	0.01	0.13
241.2	Nontoxic multinodular goiter	0.2	0.51
636.0	Early or threatened labor; hemorrhage in early pregnancy	0.26	0.94
353.0	Nerve root and plexus disorders	0.0	0.49
335.0	Multiple sclerosis	0.0	0.46
426.0	Cardiac conduction disorders	0.0	0.07
601.1	Prostatitis	0.07	0.38
601.4	Balanoposthitis	0.03	0.13
331.1	Hydrocephalus	0.14	0.19
525.0	Other diseases of the teeth and supporting structures	0.39	1.59
459.1	Hemorrhage NOS	0.0	0.04
287.32	Secondary thrombocytopenia	0.0	0.07
260.6	Anorexia	0.06	0.38
420.21	Acute pericarditis	0.0	0.1
764.0	Sciatica	0.32	0.67
595.0	Hydronephrosis	0.4	0.87
433.8	Late effects of cerebrovascular disease	0.19	0.66
572.0	Ascites (non malignant)	0.26	0.64
228.0	Hemangioma and lymphangioma, any site	0.25	0.43
411.2	Myocardial infarction	1.31	6.3
187.0	Cancer of other male genital organs	0.0	0.06
819.0	Skull and face fracture and other intercranial injury	0.0	0.31
425.11	Hypertrophic obstructive cardiomyopathy	0.0	0.11
362.3	Other nondiabetic retinopathy	0.0	0.09
293.0	Symptoms involving head and neck	0.45	0.9
331.9	Cerebral degeneration, unspecified	0.11	0.16
759.1	Anomalies of endocrine glands, congenital	0.0	0.06
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	0.03	0.13
365.2	Primary angle-closure glaucoma	0.07	0.27
256.4	Polycystic ovaries	0.06	0.24
285.2	Anemia of chronic disease	0.0	0.19
290.2	Delirium due to conditions classified elsewhere	0.13	0.33
212.0	Benign neoplasm of respiratory and intrathoracic organs	0.09	0.28
253.11	Acromegaly and gigantism	0.0	0.06
359.2	Myopathy	0.0	0.14
530.11	GERD	3.2	5.62
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	0.07	0.2
341.0	Other demyelinating diseases of central nervous system	0.0	0.11
577.0	Diseases of pancreas	0.06	0.24
151.0	Cancer of stomach	0.07	0.19
871.4	Open wound of toe(s)	0.0	0.02
381.11	Suppurative and unspecified otitis media	0.08	0.29
283.1	Autoimmune hemolytic anemias	0.0	0.05
426.2	Atrioventricular [AV] block	0.0	0.08
614.33	Pelvic inflammatory disease, NOS	0.0	0.26
401.1	Essential hypertension	15.08	29.24
740.11	Osteoarthrosis, localized, primary	0.97	2.48
798.0	Malaise and fatigue	0.38	1.21
370.1	Corneal ulcer	0.0	0.06
528.5	Diseases of lips	0.06	0.31
741.2	Stiffness of joint	0.0	0.05
722.7	Intervertebral disc disorder with myelopathy	0.0	0.23
250.22	Type 2 diabetes with renal manifestations	0.07	0.45
270.35	Macroglobulinemia	0.0	0.05
414.0	Other forms of chronic heart disease	0.13	0.84
223.0	Benign neoplasm of kidney and other urinary organs	0.03	0.12
440.2	Atherosclerosis of the extremities	0.0	0.14
384.0	Other disorders of tympanic membrane	0.0	0.13
480.0	Pneumonia	0.45	1.37
949.0	Allergies, other	0.06	0.24
681.0	Superficial cellulitis and abscess	0.0	0.15
446.5	Giant cell arteritis	0.0	0.13
695.9	Unspecified erythematous condition	0.05	0.18
117.4	Aspergillosis	0.0	0.05
695.41	Cutaneous lupus erythematosus	0.0	0.24
426.32	Left bundle branch block	0.07	0.79
626.2	Dysmenorrhea	0.4	0.92
705.3	Hidradenitis	0.0	0.11
395.1	Nonrheumatic mitral valve disorders	0.66	0.97
252.2	Hypoparathyroidism	0.0	0.08
851.0	Complications of transplants and reattached limbs	0.59	1.87
496.2	Chronic bronchitis	0.0	0.1
627.3	Postmenopausal atrophic vaginitis	0.2	0.34
805.0	Fracture of vertebral column without mention of spinal cord injury	0.0	0.1
70.4	Chronic hepatitis	0.06	0.2
245.21	Chronic lymphocytic thyroiditis	0.0	0.13
870.5	Open wound of lip and mouth	0.09	0.14
259.0	Other endocrine disorders	0.0	0.11
624.1	Dystrophy of female genital tract	0.0	0.08
477.0	Epistaxis or throat hemorrhage	0.4	0.73
695.8	Other specified erythematous conditions	0.02	0.09
562.1	Diverticulosis	0.86	9.67
961.1	Poisoning/allergy of sulfonamides	0.13	0.27
990.0	Effects radiation NOS	0.72	1.17
952.0	Spinal cord injury without evidence of spinal bone injury	0.0	0.04
187.1	Malignant neoplasm of unspecified male genital organ	0.0	0.13
395.6	Heart valve replaced	0.24	0.51
727.7	Contracture of tendon (sheath)	0.02	0.07
579.8	Nonspecific abnormal findings in stool contents	0.41	0.84
433.2	Occlusion of cerebral arteries	0.39	1.09
53.0	Herpes zoster	0.07	0.11
349.0	Other and unspecified disorders of the nervous system	0.11	0.16
365.0	Glaucoma	0.65	2.4
253.2	Pituitary hypofunction	0.06	0.16
340.0	Migraine	0.13	1.11
550.0	Abdominal hernia	0.27	1.24
613.8	Other specified disorders of breast	0.0	0.19
367.8	Hypermetropia	0.01	0.08
348.4	Cerebral cysts	0.0	0.05
361.2	Retinoschisis and retinal cysts	0.0	0.04
519.9	Symptoms involving respiratory system and other chest symptoms	0.0	0.25
345.12	Partial epilepsy	0.04	0.09
300.12	Agorophobia, social phobia, and panic disorder	0.13	0.39
276.42	Alkalosis	0.0	0.08
619.5	Noninflammatory disorders of vulva and perineum	0.33	0.71
379.2	Disorders of vitreous body	0.19	0.43
368.2	Diplopia and disorders of binocular vision	0.06	0.22
500.0	Lung disease due to external agents	0.0	0.06
334.1	Spinocerebellar disease	0.0	0.05
284.0	Aplastic anemia	0.0	0.18
317.0	Alcohol-related disorders	0.39	2.15
350.2	Abnormality of gait	0.13	0.83
363.3	Chorioretinal scars	0.0	0.09
303.4	Somatoform disorder	0.0	0.07
306.0	Other mental disorder	2.65	9.61
771.1	Swelling of limb	0.06	0.29
577.1	Acute pancreatitis	0.1	0.36
550.3	Femoral hernia	0.03	0.21
198.4	Secondary malignant neoplasm of liver	0.37	0.97
701.0	Other hypertrophic and atrophic conditions of skin	0.31	0.46
627.2	Symptomatic menopause	0.0	0.15
165.1	Cancer of bronchus; lung	0.25	0.86
870.4	Open wound of nose and sinus	0.0	0.11
715.0	Other inflammatory spondylopathies	0.06	0.17
350.3	Lack of coordination	0.0	0.14
458.2	Iatrogenic hypotension	0.0	0.11
520.2	Disturbances in tooth eruption	0.45	0.71
362.31	Separation of retinal layers	0.0	0.08
352.2	Facial nerve disorders [CN7]	0.21	0.42
727.0	Other disorders of synovium, tendon, and bursa	0.0	0.33
701.5	Abnormal granulation tissue	0.11	0.24
366.0	Cataract	4.44	11.23
281.13	Folate-deficiency anemia	0.0	0.1
599.4	Urinary incontinence	1.38	2.51
251.1	Hypoglycemia	0.14	0.76
577.2	Chronic pancreatitis	0.03	0.16
184.11	Malignant neoplasm of ovary	0.18	0.4
333.4	Torsion dystonia	0.04	0.14
451.0	Phlebitis and thrombophlebitis	0.0	0.19
290.12	Dementia with cerebral degenerations	0.0	0.03
208.0	Benign neoplasm of colon	4.23	6.24
612.2	Hypertrophy of breast (Gynecomastia)	0.06	0.41
257.1	Testicular hypofunction	0.03	0.08
459.0	Other disorders of circulatory system	0.0	0.07
277.0	Other disorders of metabolism	0.25	0.47
500.1	Extrinsic allergic alveolitis	0.0	0.05
939.0	Atopic/contact dermatitis due to other or unspecified	0.59	0.96
732.0	Osteochondropathies	0.03	0.14
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	0.14	0.26
361.0	Retinal detachments and defects	0.39	0.59
613.1	Inflammatory disease of breast	0.06	0.35
938.0	Dermatitis due to solar radiation	0.0	0.03
742.8	Articular cartilage disorder	0.0	0.04
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	0.05	0.31
426.4	Anomalous atrioventricular excitation	0.0	0.12
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	0.13	0.35
656.0	Other perinatal conditions of fetus or newborn	0.13	0.51
348.9	Other conditions of brain, NOS	0.05	0.26
426.91	Cardiac pacemaker in situ	0.13	0.85
136.0	Other infectious and parasitic diseases	0.0	0.1
253.3	Diabetes insipidus	0.0	0.08
958.2	Traumatic and surgical subcutaneous emphysema	0.0	0.03
747.2	Congenital anomalies of peripheral vascular system	0.0	0.05
292.6	Hallucinations	0.0	0.18
149.4	Cancer of larynx	0.0	0.07
585.2	Renal failure NOS	0.13	0.73
941.0	Adverse reaction to serum or vaccine	0.0	0.11
480.12	Pseudomonal pneumonia	0.0	0.03
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	0.68	1.68
622.2	Mucous polyp of cervix	0.72	1.37
619.0	Noninflammatory female genital disorders	0.03	0.15
575.2	Obstruction of bile duct	0.07	0.3
860.0	Bone marrow or stem cell transplant	0.0	0.03
416.0	Cardiomegaly	0.38	1.45
364.4	Corneal degenerations	0.0	0.1
418.1	Precordial pain	0.4	2.3
440.1	Atherosclerosis of renal artery	0.0	0.07
198.7	Secondary malignant neoplasm of skin	0.0	0.07
626.11	Absent or infrequent menstruation	0.0	0.17
665.0	Obstetrical/birth trauma	1.35	3.07
289.5	Diseases of spleen	0.06	0.25
652.0	Malposition and malpresentation of fetus or obstruction	0.44	0.91
686.4	Pyogenic granuloma	0.04	0.18
759.0	Other and unspecified congenital anomalies	0.01	0.06
333.2	Myoclonus	0.0	0.07
649.0	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	0.0	0.13
70.2	Viral hepatitis B	0.0	1.8
598.9	Other nonspecific findings on examination of urine	0.0	0.13
686.0	Other local infections of skin and subcutaneous tissue	0.06	0.42
513.3	Hypoventilation	0.0	0.12
599.9	Other abnormality of urination	0.2	0.58
401.22	Hypertensive chronic kidney disease	0.15	1.46
530.2	Esophageal bleeding (varices/hemorrhage)	0.34	0.62
503.0	Pulmonary congestion and hypostasis	0.06	0.49
229.0	Benign neoplasm of unspecified sites	0.19	0.61
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	0.2	0.45
946.0	Anaphylactic shock NOS	0.13	0.38
276.12	Hyposmolality and/or hyponatremia	0.35	1.27
362.7	Hereditary retinal dystrophies	0.0	0.07
530.6	Diverticulum of esophagus, acquired	0.0	0.14
526.5	Inflammatory conditions of jaw	0.0	0.07
